Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.992042,[78  9] ; [ 2 11],[69.6 17.4] ; [10.4  2.6],1
v4,1,4.8e-05,16.505908,[81  6] ; [7 6],[76.56 10.44] ; [11.44  1.56],1
v2,1,0.000109,14.966063,[55 30] ; [ 1 12],[48.57142857 36.42857143] ; [7.42857143 5.57142857],1
r1,1,0.000506,12.093672,[70 15] ; [5 8],[65.05102041 19.94897959] ; [9.94897959 3.05102041],1
n6,1,0.000872,11.081678,[64 20] ; [4 9],[58.88659794 25.11340206] ; [9.11340206 3.88659794],1
d5,1,0.002961,8.831222,[72 15] ; [6 7],[67.86 19.14] ; [10.14  2.86],0
r2,1,0.005443,7.72617,[84  3] ; [10  3],[81.78  5.22] ; [12.22  0.78],0
b5,1,0.018971,5.504229,[62 25] ; [5 8],[58.29 28.71] ; [8.71 4.29],0
s6,1,0.022976,5.170317,[62 19] ; [6 7],[58.59574468 22.40425532] ; [9.40425532 3.59574468],0
s8,1,0.026221,4.941353,[41 44] ; [ 2 11],[37.29591837 47.70408163] ; [5.70408163 7.29591837],0
s7,1,0.031451,4.628165,[46 33] ; [3 9],[42.53846154 36.46153846] ; [6.46153846 5.53846154],0
p4,1,0.03382,4.503775,[47 39] ; [ 3 10],[43.43434343 42.56565657] ; [6.56565657 6.43434343],0
s3,1,0.034496,4.469927,[50 37] ; [3 9],[46.57575758 40.42424242] ; [6.42424242 5.57575758],0
p2,1,0.037758,4.315871,[67 19] ; [6 6],[64.06122449 21.93877551] ; [8.93877551 3.06122449],0
s2,1,0.044084,4.05334,[52 34] ; [4 9],[48.64646465 37.35353535] ; [7.35353535 5.64646465],0
p7,1,0.049337,3.863854,[47 38] ; [3 9],[43.81443299 41.18556701] ; [6.18556701 5.81443299],0
a5,1,0.070245,3.277292,[62 25] ; [6 7],[59.16 27.84] ; [8.84 4.16],0
n5,1,0.08018,3.06124,[60 25] ; [6 7],[57.24489796 27.75510204] ; [8.75510204 4.24489796],0
d1,1,0.085108,2.964554,[49 38] ; [4 9],[46.11 40.89] ; [6.89 6.11],0
d4,1,0.097482,2.746267,[71 16] ; [8 5],[68.73 18.27] ; [10.27  2.73],0
a6,1,0.10648,2.605698,[54 33] ; [5 8],[51.33 35.67] ; [7.67 5.33],0
p1,1,0.140772,2.169499,[ 8 78] ; [ 3 10],[ 9.55555556 76.44444444] ; [ 1.44444444 11.55555556],0
a7,1,0.143928,2.135457,[64 23] ; [7 6],[61.77 25.23] ; [9.23 3.77],0
d3,1,0.172999,1.856764,[63 24] ; [7 6],[60.9 26.1] ; [9.1 3.9],0
s5,1,0.200592,1.638058,[33 46] ; [ 3 10],[30.91304348 48.08695652] ; [5.08695652 7.91304348],0
a1,1,0.203979,1.61365,[ 5 82] ; [ 2 11],[ 6.09 80.91] ; [ 0.91 12.09],0
b1,1,0.208723,1.58026,[44 43] ; [9 4],[46.11 40.89] ; [6.89 6.11],0
n4,1,0.265028,1.242301,[59 26] ; [7 6],[57.24489796 27.75510204] ; [8.75510204 4.24489796],0
a2,1,0.277438,1.179599,[26 61] ; [ 2 11],[24.36 62.64] ; [3.64 9.36],0
s4,1,0.29276,1.106887,[17 69] ; [ 1 12],[15.63636364 70.36363636] ; [ 2.36363636 10.63636364],0
u1,1,0.299678,1.075624,[17 70] ; [ 1 12],[15.66 71.34] ; [ 2.34 10.66],0
s1,1,0.307224,1.042574,[ 6 79] ; [ 2 11],[ 6.93877551 78.06122449] ; [ 1.06122449 11.93877551],0
v3,1,0.320983,0.984937,[33 51] ; [7 6],[34.63917526 49.36082474] ; [5.36082474 7.63917526],0
