Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.992042,[78  9] ; [ 2 11],[69.6 17.4] ; [10.4  2.6],1
d2,1,0.372365,0.795756,[45 42] ; [5 8],[43.5 43.5] ; [6.5 6.5],0
n2,1,0.418741,0.653846,[20  6] ; [5 3],[19.11764706  6.88235294] ; [5.88235294 2.11764706],0
u2,1,0.45195,0.565757,[13 16] ; [1 3],[12.3030303 16.6969697] ; [1.6969697 2.3030303],0
a3,1,0.497346,0.460595,[56 30] ; [9 3],[57.04081633 28.95918367] ; [7.95918367 4.04081633],0
a4,1,0.513601,0.426724,[45 42] ; [5 7],[43.93939394 43.06060606] ; [6.06060606 5.93939394],0
b4,1,0.558762,0.341852,[46 41] ; [8 5],[46.98 40.02] ; [7.02 5.98],0
p10,1,0.57964,0.306817,[52 32] ; [7 6],[51.09278351 32.90721649] ; [7.90721649 5.09278351],0
b2,1,0.630765,0.231025,[13 31] ; [2 3],[13.46938776 30.53061224] ; [1.53061224 3.46938776],0
b3,1,0.630765,0.231025,[13 31] ; [2 3],[13.46938776 30.53061224] ; [1.53061224 3.46938776],0
p12,1,0.648575,0.207701,[ 4 81] ; [ 1 12],[ 4.33673469 80.66326531] ; [ 0.66326531 12.33673469],0
p8,1,0.652789,0.202402,[32 54] ; [4 9],[31.27272727 54.72727273] ; [4.72727273 8.27272727],0
n1,1,0.701585,0.146829,[11 15] ; [4 4],[11.47058824 14.52941176] ; [3.52941176 4.47058824],0
p3,1,0.725871,0.122937,[40 45] ; [5 7],[39.43298969 45.56701031] ; [5.56701031 6.43298969],0
p5,1,0.81923,0.052229,[ 9 77] ; [ 1 11],[ 8.7755102 77.2244898] ; [ 1.2244898 10.7755102],0
u3,1,0.854935,0.033425,[17 14] ; [2 2],[16.82857143 14.17142857] ; [2.17142857 1.82857143],0
n3,1,0.914143,0.011624,[19  7] ; [6 2],[19.11764706  6.88235294] ; [5.88235294 2.11764706],0
p9,1,0.989392,0.000177,[58 26] ; [9 4],[58.02061856 25.97938144] ; [8.97938144 4.02061856],0
