Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,28.600902,[ 6 35] ; [19  4],[16.015625 24.984375] ; [ 8.984375 14.015625],1
a5,1,0.599152,0.276277,[24 17] ; [15  8],[24.984375 16.015625] ; [14.015625  8.984375],0
r3,1,0.637745,0.221704,[38  3] ; [22  1],[38.4375  2.5625] ; [21.5625  1.4375],0
p1,1,0.643654,0.213995,[ 5 35] ; [ 2 21],[ 4.44444444 35.55555556] ; [ 2.55555556 20.44444444],0
a2,1,0.646324,0.210566,[ 7 34] ; [ 5 18],[ 7.6875 33.3125] ; [ 4.3125 18.6875],0
a6,1,0.690094,0.158984,[27 14] ; [14  9],[26.265625 14.734375] ; [14.734375  8.265625],0
s4,1,0.711326,0.136957,[ 4 36] ; [ 3 20],[ 4.44444444 35.55555556] ; [ 2.55555556 20.44444444],0
v1,1,0.727765,0.121174,[16 25] ; [10 13],[16.65625 24.34375] ; [ 9.34375 13.65625],0
p7,1,0.758219,0.094754,[30 11] ; [16  7],[29.46875 11.53125] ; [16.53125  6.46875],0
b1,1,0.76223,0.091539,[18 23] ; [11 12],[18.578125 22.421875] ; [10.421875 12.578125],0
s1,1,0.906838,0.013696,[ 2 38] ; [ 1 22],[ 1.9047619 38.0952381] ; [ 1.0952381 21.9047619],0
a7,1,0.916071,0.011106,[28 13] ; [16  7],[28.1875 12.8125] ; [15.8125  7.1875],0
