Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,259.788233,[ 41 264] ; [257  76],[142.46081505 162.53918495] ; [155.53918495 177.46081505],1
s6,1,0.0,111.496015,[128 174] ; [272  56],[191.74603175 110.25396825] ; [208.25396825 119.74603175],1
s7,1,0.0,92.371433,[ 81 208] ; [215 106],[140.23606557 148.76393443] ; [155.76393443 165.23606557],1
s8,1,0.0,85.031336,[ 78 226] ; [206 126],[135.74842767 168.25157233] ; [148.25157233 183.74842767],1
s5,1,6e-06,20.489439,[ 67 235] ; [125 196],[ 93.07223114 208.92776886] ; [ 98.92776886 222.07223114],1
r2,1,0.000281,13.190488,[273  29] ; [321   9],[283.84177215  18.15822785] ; [310.15822785  19.84177215],1
u4,1,0.000431,12.39372,[  1 306] ; [ 16 317],[  8.1546875 298.8453125] ; [  8.8453125 324.1546875],1
n1,1,0.000954,10.914458,[21 56] ; [34 28],[30.4676259 46.5323741] ; [24.5323741 37.4676259],1
r4,1,0.001179,10.523618,[264  43] ; [312  21],[276.3  30.7] ; [299.7  33.3],0
n4,1,0.001634,9.921205,[237  70] ; [288  44],[252.23004695  54.76995305] ; [272.76995305  59.23004695],0
a3,1,0.002766,8.955474,[200 106] ; [252  79],[217.13029827  88.86970173] ; [234.86970173  96.13029827],0
p10,1,0.003148,8.719929,[234  69] ; [283  45],[248.25832013  54.74167987] ; [268.74167987  59.25832013],0
p9,1,0.00317,8.70698,[240  60] ; [293  38],[253.40729002  46.59270998] ; [279.59270998  51.40729002],0
p12,1,0.003389,8.585127,[ 16 289] ; [ 39 292],[ 26.37578616 278.62421384] ; [ 28.62421384 302.37578616],0
p4,1,0.009934,6.646625,[166 139] ; [214 118],[181.9466248 123.0533752] ; [198.0533752 133.9466248],0
r1,1,0.010723,6.510673,[228  78] ; [274  57],[241.14913658  64.85086342] ; [260.85086342  70.14913658],0
p7,1,0.015808,5.824134,[176 126] ; [219 105],[190.55910543 111.44089457] ; [204.44089457 119.55910543],0
p6,1,0.017034,5.692848,[ 98 205] ; [137 193],[112.48815166 190.51184834] ; [122.51184834 207.48815166],0
p2,1,0.017355,5.660102,[246  60] ; [289  42],[257.00156986  48.99843014] ; [277.99843014  53.00156986],0
d2,1,0.018444,5.553458,[135 169] ; [179 154],[149.85243328 154.14756672] ; [164.14756672 168.85243328],0
r3,1,0.01955,5.451611,[285  20] ; [324   9],[291.13636364  13.86363636] ; [317.86363636  15.13636364],0
v3,1,0.02797,4.829922,[113 187] ; [148 171],[126.49434572 173.50565428] ; [134.50565428 184.49434572],0
p3,1,0.033166,4.537171,[141 165] ; [181 151],[154.43887147 151.56112853] ; [167.56112853 164.43887147],0
v1,1,0.037806,4.313714,[151 151] ; [186 133],[163.88727858 138.11272142] ; [173.11272142 145.88727858],0
s1,1,0.040436,4.199479,[  4 300] ; [ 13 316],[  8.164297 295.835703] ; [  8.835703 320.164297],0
n5,1,0.041164,4.169239,[234  71] ; [277  56],[244.28683386  60.71316614] ; [266.71316614  66.28683386],0
d1,1,0.04645,3.965211,[167 140] ; [207 126],[179.403125 127.596875] ; [194.596875 138.403125],0
a2,1,0.049902,3.844749,[ 61 246] ; [ 88 245],[ 71.4734375 235.5265625] ; [ 77.5265625 255.4734375],0
u1,1,0.056128,3.648265,[ 45 262] ; [ 68 265],[ 54.2046875 252.7953125] ; [ 58.7953125 274.2046875],0
p5,1,0.072714,3.220676,[ 32 274] ; [ 50 278],[ 39.57728707 266.42271293] ; [ 42.42271293 285.57728707],0
a8,1,0.076156,3.145093,[ 36 236] ; [ 58 253],[ 43.85591767 228.14408233] ; [ 50.14408233 260.85591767],0
d5,1,0.198261,1.655135,[241  66] ; [274  58],[247.4256651  59.5743349] ; [267.5743349  64.4256651],0
b1,1,0.211097,1.563888,[107 200] ; [132 201],[114.6453125 192.3546875] ; [124.3546875 208.6453125],0
p8,1,0.222847,1.485943,[150 151] ; [181 150],[157.64398734 143.35601266] ; [173.35601266 157.64398734],0
b2,1,0.238322,1.390493,[ 70 112] ; [ 97 122],[ 75.79551122 106.20448878] ; [ 91.20448878 127.79551122],0
b3,1,0.238322,1.390493,[ 70 112] ; [ 97 122],[ 75.79551122 106.20448878] ; [ 91.20448878 127.79551122],0
d3,1,0.251694,1.313875,[198 109] ; [229 104],[204.8265625 102.1734375] ; [222.1734375 110.8265625],0
p1,1,0.26398,1.247764,[ 23 284] ; [ 33 297],[ 26.98901099 280.01098901] ; [ 29.01098901 300.98901099],0
v2,1,0.273223,1.200494,[166 133] ; [191 128],[172.72330097 126.27669903] ; [184.27669903 134.72330097],0
