Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0081,7.011339,[27 73] ; [11  8],[31.93277311 68.06722689] ; [ 6.06722689 12.93277311],0
d5,1,0.008308,6.965871,[59 41] ; [18  2],[64.16666667 35.83333333] ; [12.83333333  7.16666667],0
s2,1,0.010605,6.530372,[22 77] ; [10 10],[26.62184874 72.37815126] ; [ 5.37815126 14.62184874],0
d4,1,0.024218,5.078959,[63 37] ; [17  2],[67.22689076 32.77310924] ; [12.77310924  6.22689076],0
v2,1,0.032397,4.577371,[33 63] ; [12  8],[37.24137931 58.75862069] ; [ 7.75862069 12.24137931],0
s3,1,0.034698,4.459965,[29 68] ; [10  8],[32.89565217 64.10434783] ; [ 6.10434783 11.89565217],0
d1,1,0.0455,4.0,[36 64] ; [12  8],[40. 60.] ; [ 8. 12.],0
u3,1,0.04733,3.933611,[ 9 31] ; [5 4],[11.42857143 28.57142857] ; [2.57142857 6.42857143],0
s8,1,0.048764,3.88346,[16 84] ; [ 7 13],[19.16666667 80.83333333] ; [ 3.83333333 16.16666667],0
d2,1,0.079089,3.083522,[36 63] ; [11  8],[39.43220339 59.56779661] ; [ 7.56779661 11.43220339],0
r1,1,0.081416,3.03641,[27 72] ; [ 9 10],[30.20338983 68.79661017] ; [ 5.79661017 13.20338983],0
p2,1,0.090072,2.873084,[51 46] ; [14  5],[54.35344828 42.64655172] ; [10.64655172  8.35344828],0
s7,1,0.097969,2.738303,[22 71] ; [ 8 11],[24.91071429 68.08928571] ; [ 5.08928571 13.91071429],0
r2,1,0.110419,2.548218,[53 42] ; [13  4],[55.98214286 39.01785714] ; [10.01785714  6.98214286],0
d3,1,0.110702,2.544169,[45 54] ; [13  7],[48.25210084 50.74789916] ; [ 9.74789916 10.25210084],0
p10,1,0.120734,2.407774,[47 49] ; [13  6],[50.08695652 45.91304348] ; [9.91304348 9.08695652],0
r3,1,0.153155,2.040541,[53 45] ; [13  5],[55.75862069 42.24137931] ; [10.24137931  7.75862069],0
b2,1,0.164878,1.928907,[22 34] ; [ 3 12],[19.71830986 36.28169014] ; [5.28169014 9.71830986],0
b3,1,0.164878,1.928907,[22 34] ; [ 3 12],[19.71830986 36.28169014] ; [5.28169014 9.71830986],0
a7,1,0.182475,1.777351,[46 53] ; [12  7],[48.66101695 50.33898305] ; [9.33898305 9.66101695],0
p3,1,0.202613,1.623438,[21 76] ; [ 7 13],[23.21367521 73.78632479] ; [ 4.78632479 15.21367521],0
p5,1,0.217286,1.522209,[ 7 91] ; [ 3 16],[ 8.37606838 89.62393162] ; [ 1.62393162 17.37606838],0
n5,1,0.250919,1.318182,[63 35] ; [9 9],[60.82758621 37.17241379] ; [11.17241379  6.82758621],0
v1,1,0.264517,1.244959,[35 62] ; [9 9],[37.11304348 59.88695652] ; [ 6.88695652 11.11304348],0
a4,1,0.276544,1.183997,[32 67] ; [ 9 11],[34.1092437 64.8907563] ; [ 6.8907563 13.1092437],0
p9,1,0.276617,1.183634,[54 41] ; [14  6],[56.17391304 38.82608696] ; [11.82608696  8.17391304],0
p1,1,0.28255,1.154783,[ 8 92] ; [ 3 16],[ 9.24369748 90.75630252] ; [ 1.75630252 17.24369748],0
p4,1,0.290605,1.116817,[32 66] ; [ 9 11],[34.05084746 63.94915254] ; [ 6.94915254 13.05084746],0
n4,1,0.292077,1.110022,[62 37] ; [10 10],[59.89915966 39.10084034] ; [12.10084034  7.89915966],0
b4,1,0.317311,1.0,[58 42] ; [14  6],[60. 40.] ; [12.  8.],0
p11,1,0.327187,0.96,[48 52] ; [12  8],[50. 50.] ; [10. 10.],0
a1,1,0.357847,0.845435,[12 88] ; [ 1 19],[10.83333333 89.16666667] ; [ 2.16666667 17.83333333],0
a5,1,0.365825,0.817798,[54 46] ; [13  7],[55.83333333 44.16666667] ; [11.16666667  8.83333333],0
n6,1,0.386228,0.750786,[54 43] ; [12  6],[55.66956522 41.33043478] ; [10.33043478  7.66956522],0
b5,1,0.461872,0.541353,[54 46] ; [ 9 11],[52.5 47.5] ; [10.5  9.5],0
a8,1,0.475493,0.509183,[ 6 88] ; [ 2 16],[ 6.71428571 87.28571429] ; [ 1.28571429 16.71428571],0
p7,1,0.482604,0.492973,[32 63] ; [ 8 11],[33.33333333 61.66666667] ; [ 6.66666667 12.33333333],0
p8,1,0.484394,0.488954,[27 71] ; [ 4 16],[25.74576271 72.25423729] ; [ 5.25423729 14.74576271],0
n2,1,0.5963,0.280612,[30 19] ; [3 3],[29.4 19.6] ; [3.6 2.4],0
v3,1,0.632852,0.228214,[26 73] ; [ 4 15],[25.16949153 73.83050847] ; [ 4.83050847 14.16949153],0
u1,1,0.641938,0.216216,[ 8 92] ; [ 1 19],[ 7.5 92.5] ; [ 1.5 18.5],0
p12,1,0.662379,0.190646,[ 3 95] ; [ 1 19],[ 3.3220339 94.6779661] ; [ 0.6779661 19.3220339],0
b1,1,0.743421,0.107143,[54 46] ; [10 10],[53.33333333 46.66666667] ; [10.66666667  9.33333333],0
a6,1,0.743834,0.106785,[51 49] ; [11  9],[51.66666667 48.33333333] ; [10.33333333  9.66666667],0
v4,1,0.76501,0.089346,[59 39] ; [9 7],[58.45614035 39.54385965] ; [9.54385965 6.45614035],0
p6,1,0.770519,0.085087,[17 79] ; [ 3 17],[16.55172414 79.44827586] ; [ 3.44827586 16.55172414],0
n1,1,0.870142,0.026725,[18 31] ; [2 4],[17.81818182 31.18181818] ; [2.18181818 3.81818182],0
a3,1,0.890027,0.019119,[59 40] ; [11  8],[58.72881356 40.27118644] ; [11.27118644  7.72881356],0
u2,1,1.0,0.0,[15 25] ; [3 5],[15. 25.] ; [3. 5.],0
