Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,4e-06,21.293862,[25 26] ; [44  4],[35.54545455 15.45454545] ; [33.45454545 14.54545455],1
s5,1,0.534488,0.385851,[ 8 41] ; [10 37],[ 9.1875 39.8125] ; [ 8.8125 38.1875],0
p1,1,0.536633,0.381815,[ 5 46] ; [ 3 44],[ 4.16326531 46.83673469] ; [ 3.83673469 43.16326531],0
b2,1,0.578185,0.309179,[10 22] ; [ 8 24],[ 9. 23.] ; [ 9. 23.],0
b3,1,0.578185,0.309179,[10 22] ; [ 8 24],[ 9. 23.] ; [ 9. 23.],0
a8,1,0.58797,0.293526,[ 5 46] ; [ 6 39],[ 5.84375 45.15625] ; [ 5.15625 39.84375],0
n4,1,0.608563,0.262273,[25 26] ; [26 22],[26.27272727 24.72727273] ; [24.72727273 23.27272727],0
n3,1,0.631259,0.230358,[12 10] ; [6 7],[11.31428571 10.68571429] ; [6.68571429 6.31428571],0
d1,1,0.664725,0.187835,[17 34] ; [18 30],[18.03030303 32.96969697] ; [16.96969697 31.03030303],0
a6,1,0.790866,0.070324,[31 19] ; [31 17],[31.63265306 18.36734694] ; [30.36734694 17.63265306],0
a2,1,0.897145,0.01671,[ 9 42] ; [ 8 40],[ 8.75757576 42.24242424] ; [ 8.24242424 39.75757576],0
n1,1,0.954089,0.003315,[ 9 15] ; [5 8],[ 9.08108108 14.91891892] ; [4.91891892 8.08108108],0
a7,1,0.970154,0.0014,[31 20] ; [29 19],[30.90909091 20.09090909] ; [29.09090909 18.90909091],0
