Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,4e-06,21.293862,[25 26] ; [44  4],[35.54545455 15.45454545] ; [33.45454545 14.54545455],1
p2,1,2.2e-05,18.00357,[21 30] ; [39  8],[31.2244898 19.7755102] ; [28.7755102 18.2244898],1
s6,1,7.5e-05,15.679313,[10 41] ; [28 20],[19.57575758 31.42424242] ; [18.42424242 29.57575758],1
s8,1,8.7e-05,15.403235,[ 4 47] ; [20 28],[12.36363636 38.63636364] ; [11.63636364 36.36363636],1
p7,1,0.000114,14.895979,[13 38] ; [28 15],[22.24468085 28.75531915] ; [18.75531915 24.24468085],1
r4,1,0.000118,14.821006,[21 30] ; [38 10],[30.39393939 20.60606061] ; [28.60606061 19.39393939],1
v4,1,0.000211,13.734685,[30 21] ; [43  4],[37.98979592 13.01020408] ; [35.01020408 11.98979592],1
p8,1,0.000558,11.911171,[ 7 43] ; [22 26],[14.79591837 35.20408163] ; [14.20408163 33.79591837],1
p10,1,0.001875,9.667969,[17 34] ; [31 17],[24.72727273 26.27272727] ; [23.27272727 24.72727273],0
p4,1,0.004122,8.229232,[10 41] ; [22 25],[16.65306122 34.34693878] ; [15.34693878 31.65306122],0
p9,1,0.005461,7.720167,[22 29] ; [34 14],[28.84848485 22.15151515] ; [27.15151515 20.84848485],0
p6,1,0.010574,6.535612,[ 5 46] ; [14 32],[ 9.98969072 41.01030928] ; [ 9.01030928 36.98969072],0
s2,1,0.025637,4.980323,[11 40] ; [20 27],[16.13265306 34.86734694] ; [14.86734694 32.13265306],0
b5,1,0.027068,4.886459,[25 26] ; [34 14],[30.39393939 20.60606061] ; [28.60606061 19.39393939],0
s3,1,0.052327,3.765286,[21 29] ; [29 18],[25.77319588 24.22680412] ; [24.22680412 22.77319588],0
a1,1,0.057311,3.613533,[ 8 43] ; [ 2 46],[ 5.15151515 45.84848485] ; [ 4.84848485 43.15151515],0
b1,1,0.058942,3.566912,[33 18] ; [22 26],[28.33333333 22.66666667] ; [26.66666667 21.33333333],0
n2,1,0.068406,3.320866,[11 13] ; [10  3],[13.62162162 10.37837838] ; [7.37837838 5.62162162],0
r1,1,0.071748,3.242577,[26 25] ; [33 15],[30.39393939 20.60606061] ; [28.60606061 19.39393939],0
u2,1,0.082667,3.011681,[ 9 11] ; [17  7],[11.81818182  8.18181818] ; [14.18181818  9.81818182],0
u3,1,0.082667,3.011681,[ 9 11] ; [17  7],[11.81818182  8.18181818] ; [14.18181818  9.81818182],0
s7,1,0.099451,2.714326,[ 8 39] ; [14 30],[11.36263736 35.63736264] ; [10.63736264 33.36263736],0
s1,1,0.104853,2.63013,[ 7 44] ; [ 2 45],[ 4.68367347 46.31632653] ; [ 4.31632653 42.68367347],0
v3,1,0.135203,2.231719,[ 9 38] ; [ 4 43],[ 6.5 40.5] ; [ 6.5 40.5],0
v1,1,0.150284,2.06937,[13 38] ; [18 28],[16.29896907 34.70103093] ; [14.70103093 31.29896907],0
d3,1,0.180187,1.796083,[24 25] ; [30 18],[27.27835052 21.72164948] ; [26.72164948 21.27835052],0
a3,1,0.231425,1.432085,[31 19] ; [24 24],[28.06122449 21.93877551] ; [26.93877551 21.06122449],0
d4,1,0.237553,1.395059,[32 18] ; [36 12],[34.69387755 15.30612245] ; [33.30612245 14.69387755],0
a5,1,0.261558,1.260494,[24 27] ; [28 20],[26.78787879 24.21212121] ; [25.21212121 22.78787879],0
d2,1,0.286601,1.135519,[23 27] ; [17 31],[20.40816327 29.59183673] ; [19.59183673 28.40816327],0
r2,1,0.343199,0.898447,[39 11] ; [41  7],[40.81632653  9.18367347] ; [39.18367347  8.81632653],0
u1,1,0.357871,0.845351,[ 2 49] ; [ 4 44],[ 3.09090909 47.90909091] ; [ 2.90909091 45.09090909],0
s4,1,0.361251,0.833541,[ 8 43] ; [11 37],[ 9.78787879 41.21212121] ; [ 9.21212121 38.78787879],0
p3,1,0.391462,0.734396,[13 38] ; [16 32],[14.93939394 36.06060606] ; [14.06060606 33.93939394],0
a4,1,0.432034,0.61735,[22 29] ; [17 31],[20.09090909 30.90909091] ; [18.90909091 29.09090909],0
n5,1,0.495385,0.464809,[23 28] ; [18 29],[21.33673469 29.66326531] ; [19.66326531 27.33673469],0
b4,1,0.499987,0.454963,[30 21] ; [25 23],[28.33333333 22.66666667] ; [26.66666667 21.33333333],0
d5,1,0.512811,0.428328,[28 22] ; [30 18],[29.59183673 20.40816327] ; [28.40816327 19.59183673],0
p5,1,0.533661,0.387415,[ 1 49] ; [ 2 46],[ 1.53061224 48.46938776] ; [ 1.46938776 46.53061224],0
