Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.003397,8.581177,[23 27] ; [ 8 37],[16.31578947 33.68421053] ; [14.68421053 30.31578947],0
p3,1,0.007216,7.218414,[30 20] ; [15 31],[23.4375 26.5625] ; [21.5625 24.4375],0
a8,1,0.022843,5.180429,[10 35] ; [ 2 38],[ 6.35294118 38.64705882] ; [ 5.64705882 34.35294118],0
s6,1,0.029388,4.744735,[38  8] ; [28 17],[33.36263736 12.63736264] ; [32.63736264 12.36263736],0
p4,1,0.0336,4.514939,[31 19] ; [19 28],[25.77319588 24.22680412] ; [24.22680412 22.77319588],0
n5,1,0.041259,4.165338,[37 11] ; [27 20],[32.33684211 15.66315789] ; [31.66315789 15.33684211],0
n3,1,0.041729,4.146154,[12  1] ; [12  8],[9.45454545 3.54545455] ; [14.54545455  5.45454545],0
r3,1,0.049337,3.863854,[47  3] ; [38  9],[43.81443299  6.18556701] ; [41.18556701  5.81443299],0
r4,1,0.052123,3.771823,[44  6] ; [34 13],[40.20618557  9.79381443] ; [37.79381443  9.20618557],0
n6,1,0.052492,3.760015,[38 10] ; [28 18],[33.70212766 14.29787234] ; [32.29787234 13.70212766],0
p2,1,0.071023,3.259223,[41  9] ; [31 16],[37.11340206 12.88659794] ; [34.88659794 12.11340206],0
n2,1,0.073679,3.199096,[12  1] ; [13  7],[9.84848485 3.15151515] ; [15.15151515  4.84848485],0
r1,1,0.082797,3.009131,[40  8] ; [32 15],[36.37894737 11.62105263] ; [35.62105263 11.37894737],0
p1,1,0.093751,2.80875,[ 3 46] ; [ 8 39],[ 5.61458333 43.38541667] ; [ 5.38541667 41.61458333],0
b3,1,0.099677,2.710701,[ 5 21] ; [ 9 13],[ 7.58333333 18.41666667] ; [ 6.41666667 15.58333333],0
b2,1,0.099677,2.710701,[ 5 21] ; [ 9 13],[ 7.58333333 18.41666667] ; [ 6.41666667 15.58333333],0
a5,1,0.131005,2.280552,[37 13] ; [28 19],[33.50515464 16.49484536] ; [31.49484536 15.50515464],0
p10,1,0.131394,2.275954,[33 16] ; [24 22],[29.4 19.6] ; [27.6 18.4],0
n4,1,0.243784,1.358576,[35 13] ; [29 18],[32.33684211 15.66315789] ; [31.66315789 15.33684211],0
d1,1,0.259582,1.270985,[23 27] ; [27 20],[25.77319588 24.22680412] ; [24.22680412 22.77319588],0
d3,1,0.264945,1.242734,[32 18] ; [35 12],[34.53608247 15.46391753] ; [32.46391753 14.53608247],0
b4,1,0.269952,1.216991,[29 21] ; [22 25],[26.28865979 23.71134021] ; [24.71134021 22.28865979],0
b5,1,0.281015,1.162174,[36 14] ; [29 18],[33.50515464 16.49484536] ; [31.49484536 15.50515464],0
v2,1,0.284659,1.14471,[31 19] ; [23 22],[28.42105263 21.57894737] ; [25.57894737 19.42105263],0
p8,1,0.304183,1.055767,[21 29] ; [15 32],[18.55670103 31.44329897] ; [17.44329897 29.55670103],0
s8,1,0.334046,0.933148,[24 25] ; [18 28],[21.66315789 27.33684211] ; [20.33684211 25.66315789],0
u2,1,0.334746,0.930451,[ 5 10] ; [9 9],[6.36363636 8.63636364] ; [ 7.63636364 10.36363636],0
a3,1,0.383519,0.759393,[34 15] ; [28 18],[31.97894737 17.02105263] ; [30.02105263 15.97894737],0
s1,1,0.405041,0.693311,[ 3 46] ; [ 5 41],[ 4.12631579 44.87368421] ; [ 3.87368421 42.12631579],0
a1,1,0.444191,0.585432,[ 4 46] ; [ 2 45],[ 3.09278351 46.90721649] ; [ 2.90721649 44.09278351],0
s5,1,0.455962,0.555788,[20 27] ; [15 28],[18.27777778 28.72222222] ; [16.72222222 26.27777778],0
v4,1,0.464437,0.535179,[45  5] ; [40  7],[43.81443299  6.18556701] ; [41.18556701  5.81443299],0
p9,1,0.515129,0.423634,[35 14] ; [30 16],[33.52631579 15.47368421] ; [31.47368421 14.52631579],0
d4,1,0.562084,0.336109,[38 12] ; [38  9],[39.17525773 10.82474227] ; [36.82474227 10.17525773],0
