Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.002642,9.039259,[83 11] ; [15  9],[78.06779661 15.93220339] ; [19.93220339  4.06779661],0
s3,1,0.0067,7.351674,[86  8] ; [17  7],[82.05084746 11.94915254] ; [20.94915254  3.05084746],0
s8,1,0.008007,7.031952,[52 42] ; [ 6 18],[46.20338983 47.79661017] ; [11.79661017 12.20338983],0
s5,1,0.010352,6.573215,[38 53] ; [ 3 20],[32.72807018 58.27192982] ; [ 8.27192982 14.72807018],0
d5,1,0.013087,6.157262,[70 24] ; [11 12],[65.07692308 28.92307692] ; [15.92307692  7.07692308],0
n5,1,0.020855,5.338832,[73 21] ; [13 11],[68.50847458 25.49152542] ; [17.49152542  6.50847458],0
r3,1,0.026535,4.920799,[90  2] ; [21  3],[88.03448276  3.96551724] ; [22.96551724  1.03448276],0
r1,1,0.028887,4.774315,[72 22] ; [13 11],[67.71186441 26.28813559] ; [17.28813559  6.71186441],0
n4,1,0.033234,4.533687,[65 29] ; [11 13],[60.54237288 33.45762712] ; [15.45762712  8.54237288],0
p4,1,0.043712,4.067662,[53 41] ; [ 8 16],[48.59322034 45.40677966] ; [12.40677966 11.59322034],0
s7,1,0.073312,3.207258,[54 33] ; [10 14],[50.16216216 36.83783784] ; [13.83783784 10.16216216],0
p8,1,0.09998,2.705866,[48 44] ; [ 8 16],[44.4137931 47.5862069] ; [11.5862069 12.4137931],0
v4,1,0.114903,2.485455,[89  4] ; [20  3],[87.38793103  5.61206897] ; [21.61206897  1.38793103],0
b1,1,0.119434,2.424734,[44 50] ; [ 7 17],[40.62711864 53.37288136] ; [10.37288136 13.62711864],0
n6,1,0.141951,2.156682,[75 18] ; [16  8],[72.33333333 20.66666667] ; [18.66666667  5.33333333],0
s4,1,0.150859,2.063548,[29 63] ; [ 4 20],[26.17241379 65.82758621] ; [ 6.82758621 17.17241379],0
d1,1,0.163079,1.945436,[38 56] ; [ 6 18],[35.05084746 58.94915254] ; [ 8.94915254 15.05084746],0
p1,1,0.170655,1.877178,[14 79] ; [ 1 22],[12.02586207 80.97413793] ; [ 2.97413793 20.02586207],0
p5,1,0.18016,1.796305,[15 79] ; [ 1 20],[13.07826087 80.92173913] ; [ 2.92173913 18.07826087],0
p2,1,0.188608,1.728457,[77 17] ; [16  7],[74.71794872 19.28205128] ; [18.28205128  4.71794872],0
