Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,48.358482,[ 5 20] ; [84 11],[18.54166667  6.45833333] ; [70.45833333 24.54166667],1
r2,1,0.0,32.105347,[12 11] ; [92  4],[20.10084034  2.89915966] ; [83.89915966 12.10084034],1
a5,1,6e-06,20.407103,[ 5 20] ; [67 29],[14.87603306 10.12396694] ; [57.12396694 38.87603306],1
a6,1,0.00012,14.800055,[10 15] ; [76 20],[17.76859504  7.23140496] ; [68.23140496 27.76859504],1
v4,1,0.000327,12.90637,[18  6] ; [91  3],[22.16949153  1.83050847] ; [86.83050847  7.16949153],1
d5,1,0.002555,9.100929,[13 12] ; [78 18],[18.80165289  6.19834711] ; [72.19834711 23.80165289],0
d4,1,0.006035,7.539719,[14 11] ; [78 17],[19.16666667  5.83333333] ; [72.83333333 22.16666667],0
a7,1,0.0063,7.462474,[12 13] ; [73 23],[17.56198347  7.43801653] ; [67.43801653 28.56198347],0
p3,1,0.015069,5.908336,[ 5 20] ; [45 51],[10.33057851 14.66942149] ; [39.66942149 56.33057851],0
d1,1,0.01984,5.425937,[ 6 19] ; [48 48],[11.15702479 13.84297521] ; [42.84297521 53.15702479],0
d2,1,0.021943,5.250323,[ 4 21] ; [39 57],[ 8.88429752 16.11570248] ; [34.11570248 61.88429752],0
u3,1,0.022791,5.184332,[6 8] ; [24  7],[9.33333333 4.66666667] ; [20.66666667 10.33333333],0
v3,1,0.027665,4.848814,[ 2 23] ; [26 62],[ 6.19469027 18.80530973] ; [21.80530973 66.19469027],0
a3,1,0.037564,4.324669,[11 14] ; [64 32],[15.49586777  9.50413223] ; [59.50413223 36.49586777],0
a4,1,0.051232,3.800657,[ 4 21] ; [35 61],[ 8.05785124 16.94214876] ; [30.94214876 65.05785124],0
d3,1,0.052808,3.75,[12 12] ; [68 28],[16.  8.] ; [64. 32.],0
n4,1,0.057475,3.608786,[ 9 16] ; [55 41],[13.2231405 11.7768595] ; [50.7768595 45.2231405],0
b1,1,0.07339,3.205529,[17  8] ; [46 50],[13.01652893 11.98347107] ; [49.98347107 46.01652893],0
s4,1,0.086795,2.932829,[ 8 17] ; [16 80],[ 4.95867769 20.04132231] ; [19.04132231 76.95867769],0
p4,1,0.127155,2.326894,[ 9 16] ; [51 45],[12.39669421 12.60330579] ; [47.60330579 48.39669421],0
n2,1,0.184711,1.759309,[8 5] ; [18  4],[9.65714286 3.34285714] ; [16.34285714  5.65714286],0
n3,1,0.184711,1.759309,[8 5] ; [18  4],[9.65714286 3.34285714] ; [16.34285714  5.65714286],0
p7,1,0.203419,1.617656,[17  7] ; [52 40],[14.27586207  9.72413793] ; [54.72413793 37.27586207],0
s5,1,0.232411,1.426043,[ 8 17] ; [19 73],[ 5.76923077 19.23076923] ; [21.23076923 70.76923077],0
b2,1,0.343769,0.896326,[ 2 12] ; [14 39],[ 3.34328358 10.65671642] ; [12.65671642 40.34328358],0
b3,1,0.343769,0.896326,[ 2 12] ; [14 39],[ 3.34328358 10.65671642] ; [12.65671642 40.34328358],0
p11,1,0.407451,0.686227,[15 10] ; [66 30],[16.73553719  8.26446281] ; [64.26446281 31.73553719],0
s8,1,0.428765,0.626166,[ 7 18] ; [35 61],[ 8.67768595 16.32231405] ; [33.32231405 62.67768595],0
v2,1,0.433217,0.614183,[10 15] ; [43 45],[11.72566372 13.27433628] ; [41.27433628 46.72566372],0
b4,1,0.446511,0.579493,[13 12] ; [58 38],[14.66942149 10.33057851] ; [56.33057851 39.66942149],0
u2,1,0.458078,0.550586,[11  3] ; [21 10],[9.95555556 4.04444444] ; [22.04444444  8.95555556],0
p8,1,0.467763,0.527256,[ 9 15] ; [43 51],[10.57627119 13.42372881] ; [41.42372881 52.57627119],0
n1,1,0.523579,0.406838,[ 3 10] ; [ 7 14],[3.82352941 9.17647059] ; [ 6.17647059 14.82352941],0
p6,1,0.556436,0.345913,[ 8 17] ; [24 68],[ 6.83760684 18.16239316] ; [25.16239316 66.83760684],0
p10,1,0.579589,0.306899,[15 10] ; [62 32],[16.17647059  8.82352941] ; [60.82352941 33.17647059],0
a1,1,0.583031,0.301361,[ 1 24] ; [ 2 94],[ 0.61983471 24.38016529] ; [ 2.38016529 93.61983471],0
p12,1,0.595581,0.281712,[ 1 24] ; [ 2 92],[ 0.6302521 24.3697479] ; [ 2.3697479 91.6302521],0
n5,1,0.596658,0.280067,[12 13] ; [40 55],[10.83333333 14.16666667] ; [41.16666667 53.83333333],0
p9,1,0.669406,0.182298,[17  8] ; [68 26],[17.85714286  7.14285714] ; [67.14285714 26.85714286],0
s7,1,0.67492,0.175901,[ 9 14] ; [31 59],[ 8.14159292 14.85840708] ; [31.85840708 58.14159292],0
p5,1,0.79653,0.066482,[ 1 24] ; [ 5 90],[ 1.25 23.75] ; [ 4.75 90.25],0
s6,1,0.833319,0.044288,[14 11] ; [56 40],[14.46280992 10.53719008] ; [55.53719008 40.46280992],0
b5,1,0.879168,0.023111,[16  9] ; [63 33],[16.32231405  8.67768595] ; [62.67768595 33.32231405],0
v1,1,0.897053,0.01674,[11 13] ; [44 49],[11.28205128 12.71794872] ; [43.71794872 49.28205128],0
s3,1,0.915519,0.011253,[13 12] ; [50 44],[13.23529412 11.76470588] ; [49.76470588 44.23529412],0
s2,1,0.92357,0.009204,[10 15] ; [37 58],[ 9.79166667 15.20833333] ; [37.20833333 57.79166667],0
a8,1,0.987705,0.000237,[ 2 22] ; [ 7 78],[ 1.98165138 22.01834862] ; [ 7.01834862 77.98165138],0
