Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,75.605651,[157  27] ; [120 148],[112.76106195  71.23893805] ; [164.23893805 103.76106195],1
d5,1,0.184841,1.758265,[184   2] ; [267   8],[181.96529284   4.03470716] ; [269.03470716   5.96529284],0
d2,1,0.200145,1.641316,[141  44] ; [194  80],[135.02178649  49.97821351] ; [199.97821351  74.02178649],0
a8,1,0.221559,1.494243,[ 25 135] ; [ 29 224],[ 20.92009685 139.07990315] ; [ 33.07990315 219.92009685],0
r4,1,0.238003,1.392383,[171  16] ; [242  33],[167.16666667  19.83333333] ; [245.83333333  29.16666667],0
a7,1,0.244872,1.352324,[148  38] ; [206  69],[142.82863341  43.17136659] ; [211.17136659  63.82863341],0
p4,1,0.249646,1.325281,[116  68] ; [158 116],[110.07860262  73.92139738] ; [163.92139738 110.07860262],0
b1,1,0.253526,1.30377,[ 63 124] ; [107 168],[ 68.80952381 118.19047619] ; [101.19047619 173.80952381],0
a3,1,0.280859,1.162927,[151  34] ; [213  62],[146.39130435  38.60869565] ; [217.60869565  57.39130435],0
u2,1,0.288891,1.124784,[24 12] ; [34 27],[21.5257732 14.4742268] ; [36.4742268 24.5257732],0
a6,1,0.298333,1.081631,[142  44] ; [198  77],[137.18004338  48.81995662] ; [202.81995662  72.18004338],0
n3,1,0.305979,1.047953,[28  8] ; [52 24],[25.71428571 10.28571429] ; [54.28571429 21.71428571],0
n1,1,0.336282,0.924553,[ 9 24] ; [29 50],[11.19642857 21.80357143] ; [26.80357143 52.19642857],0
a4,1,0.351752,0.867127,[114  72] ; [156 118],[109.17391304  76.82608696] ; [160.82608696 113.17391304],0
u4,1,0.351985,0.866287,[  5 182] ; [  4 271],[  3.64285714 183.35714286] ; [  5.35714286 269.64285714],0
s6,1,0.358604,0.842776,[126  57] ; [176  96],[121.46373626  61.53626374] ; [180.53626374  91.46373626],0
b4,1,0.365334,0.819475,[118  69] ; [162 113],[113.33333333  73.66666667] ; [166.66666667 108.33333333],0
u1,1,0.366129,0.816761,[ 54 133] ; [ 69 206],[ 49.78571429 137.21428571] ; [ 73.21428571 201.78571429],0
r1,1,0.474282,0.511982,[158  28] ; [225  48],[155.20261438  30.79738562] ; [227.79738562  45.20261438],0
d4,1,0.523619,0.406758,[183   2] ; [269   5],[182.17864924   2.82135076] ; [269.82135076   4.17864924],0
b5,1,0.554446,0.349412,[122  65] ; [172 103],[119.  68.] ; [175. 100.],0
b2,1,0.565017,0.331092,[42 78] ; [ 64 103],[44.32055749 75.67944251] ; [ 61.67944251 105.32055749],0
b3,1,0.565017,0.331092,[42 78] ; [ 64 103],[44.32055749 75.67944251] ; [ 61.67944251 105.32055749],0
p1,1,0.611412,0.258123,[ 13 173] ; [ 16 259],[ 11.70065076 174.29934924] ; [ 17.29934924 257.70065076],0
n2,1,0.740226,0.109928,[24 11] ; [51 27],[23.2300885 11.7699115] ; [51.7699115 26.2300885],0
r2,1,0.79597,0.066856,[178   6] ; [259  10],[177.50110375   6.49889625] ; [259.49889625   9.50110375],0
a5,1,0.845554,0.037945,[157  30] ; [229  46],[156.23809524  30.76190476] ; [229.76190476  45.23809524],0
p6,1,0.854609,0.033577,[ 67 114] ; [103 169],[ 67.92494481 113.07505519] ; [102.07505519 169.92494481],0
u3,1,0.85996,0.031126,[22 14] ; [39 23],[22.40816327 13.59183673] ; [38.59183673 23.40816327],0
s1,1,0.981755,0.000523,[  4 180] ; [  6 266],[  4.03508772 179.96491228] ; [  5.96491228 266.03508772],0
d3,1,0.988606,0.000204,[166  21] ; [244  31],[165.95238095  21.04761905] ; [244.04761905  30.95238095],0
s5,1,0.99817,5e-06,[ 61 120] ; [ 89 175],[ 61.01123596 119.98876404] ; [ 88.98876404 175.01123596],0
