Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,75.605651,[157  27] ; [120 148],[112.76106195  71.23893805] ; [164.23893805 103.76106195],1
v1,1,0.0,26.793587,[124  62] ; [113 156],[96.88351648 89.11648352] ; [140.11648352 128.88351648],1
s8,1,0.000156,14.300255,[106  78] ; [109 166],[86.18736383 97.81263617] ; [128.81263617 146.18736383],1
p12,1,0.000327,12.909847,[ 22 163] ; [  9 264],[ 12.52183406 172.47816594] ; [ 18.47816594 254.52183406],1
n4,1,0.000463,12.259444,[162  25] ; [200  74],[146.84164859  40.15835141] ; [215.15835141  58.84164859],1
n5,1,0.001888,9.655645,[151  35] ; [186  87],[136.5620915  49.4379085] ; [200.4379085  72.5620915],0
s7,1,0.006229,7.482821,[100  74] ; [116 147],[86.00457666 87.99542334] ; [129.99542334 133.00457666],0
n6,1,0.006864,7.308327,[167  18] ; [222  52],[156.78649237  28.21350763] ; [232.21350763  41.78649237],0
p10,1,0.011662,6.361539,[158  26] ; [209  65],[147.44104803  36.55895197] ; [219.55895197  54.44104803],0
p9,1,0.012982,6.171601,[161  22] ; [214  57],[151.15638767  31.84361233] ; [223.84361233  47.15638767],0
p11,1,0.023884,5.103049,[153  34] ; [200  75],[142.88095238  44.11904762] ; [210.11904762  64.88095238],0
a1,1,0.03969,4.231096,[ 12 175] ; [  7 268],[  7.69047619 179.30952381] ; [ 11.30952381 263.69047619],0
r3,1,0.040928,4.178988,[182   4] ; [257  17],[177.50869565   8.49130435] ; [261.49130435  12.50869565],0
v4,1,0.063353,3.447355,[180   6] ; [254  20],[175.48695652  10.51304348] ; [258.51304348  15.48695652],0
p2,1,0.064288,3.423158,[160  26] ; [218  57],[152.51193059  33.48806941] ; [225.48806941  49.51193059],0
p3,1,0.066855,3.358596,[100  86] ; [123 150],[90.36601307 95.63398693] ; [132.63398693 140.36601307],0
p7,1,0.073634,3.200105,[120  60] ; [158 113],[110.95343681  69.04656319] ; [167.04656319 103.95343681],0
s4,1,0.096623,2.760412,[ 26 160] ; [ 54 216],[ 32.63157895 153.36842105] ; [ 47.36842105 222.63157895],0
p8,1,0.114745,2.48762,[100  80] ; [131 142],[91.78807947 88.21192053] ; [139.21192053 133.78807947],0
a2,1,0.122887,2.380131,[ 75 112] ; [ 91 184],[ 67.19047619 119.80952381] ; [ 98.80952381 176.19047619],0
s2,1,0.170567,1.87795,[104  80] ; [137 137],[96.8209607 87.1790393] ; [144.1790393 129.8209607],0
s3,1,0.182272,1.778999,[107  73] ; [146 129],[100.08791209  79.91208791] ; [152.91208791 122.08791209],0
