Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.3604,[78 20] ; [ 4 23],[64.288 33.712] ; [17.712  9.288],1
p8,1,0.251691,1.313894,[30 68] ; [ 5 21],[27.66129032 70.33870968] ; [ 7.33870968 18.66129032],0
s1,1,0.27184,1.207439,[ 5 91] ; [ 3 24],[ 6.24390244 89.75609756] ; [ 1.75609756 25.24390244],0
b2,1,0.294697,1.098039,[14 40] ; [ 7 11],[15.75 38.25] ; [ 5.25 12.75],0
b3,1,0.294697,1.098039,[14 40] ; [ 7 11],[15.75 38.25] ; [ 5.25 12.75],0
d1,1,0.324997,0.968729,[43 55] ; [ 9 18],[40.768 57.232] ; [11.232 15.768],0
p12,1,0.325165,0.968059,[ 1 97] ; [ 1 26],[ 1.568 96.432] ; [ 0.432 26.568],0
b1,1,0.325989,0.964767,[54 44] ; [12 15],[51.744 46.256] ; [14.256 12.744],0
a2,1,0.343518,0.897256,[14 84] ; [ 2 25],[12.544 85.456] ; [ 3.456 23.544],0
a3,1,0.364558,0.822129,[55 43] ; [12 14],[52.9516129 45.0483871] ; [14.0483871 11.9516129],0
p3,1,0.378088,0.77691,[30 67] ; [ 6 21],[28.16129032 68.83870968] ; [ 7.83870968 19.16129032],0
p4,1,0.395679,0.721418,[37 59] ; [ 8 19],[35.12195122 60.87804878] ; [ 9.87804878 17.12195122],0
d4,1,0.479745,0.499443,[68 29] ; [17 10],[66.49193548 30.50806452] ; [18.50806452  8.49193548],0
d3,1,0.484539,0.48863,[51 47] ; [12 15],[49.392 48.608] ; [13.608 13.392],0
s3,1,0.492673,0.470682,[33 64] ; [ 7 19],[31.54471545 65.45528455] ; [ 8.45528455 17.54471545],0
b5,1,0.521169,0.411579,[54 44] ; [13 14],[52.528 45.472] ; [14.472 12.528],0
p6,1,0.522372,0.409208,[16 80] ; [ 3 23],[14.95081967 81.04918033] ; [ 4.04918033 21.95081967],0
b4,1,0.528421,0.397427,[61 37] ; [15 12],[59.584 38.416] ; [16.416 10.584],0
n5,1,0.566951,0.327811,[52 46] ; [16 11],[53.312 44.688] ; [14.688 12.312],0
p5,1,0.594298,0.283682,[ 2 96] ; [ 1 25],[ 2.37096774 95.62903226] ; [ 0.62903226 25.37096774],0
a4,1,0.621663,0.243537,[31 66] ; [ 7 19],[29.96747967 67.03252033] ; [ 8.03252033 17.96747967],0
s2,1,0.625707,0.237928,[22 74] ; [ 5 22],[21.07317073 74.92682927] ; [ 5.92682927 21.07317073],0
p1,1,0.632119,0.229199,[ 8 90] ; [ 3 24],[ 8.624 89.376] ; [ 2.376 24.624],0
n4,1,0.653196,0.201895,[57 41] ; [17 10],[58.016 39.984] ; [15.984 11.016],0
n1,1,0.653368,0.201681,[10 22] ; [ 4 12],[ 9.33333333 22.66666667] ; [ 4.66666667 11.33333333],0
d2,1,0.762861,0.091039,[48 49] ; [12 14],[47.31707317 49.68292683] ; [12.68292683 13.31707317],0
s4,1,0.859052,0.031535,[12 85] ; [ 3 24],[11.73387097 85.26612903] ; [ 3.26612903 23.73387097],0
a8,1,0.893598,0.01789,[ 6 84] ; [ 2 25],[ 6.15384615 83.84615385] ; [ 1.84615385 25.15384615],0
s5,1,0.976016,0.000904,[14 82] ; [ 4 23],[14.04878049 81.95121951] ; [ 3.95121951 23.04878049],0
