Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.3604,[78 20] ; [ 4 23],[64.288 33.712] ; [17.712  9.288],1
r3,1,0.0,30.171461,[85 12] ; [10 17],[74.31451613 22.68548387] ; [20.68548387  6.31451613],1
r2,1,2.3e-05,17.937125,[87 10] ; [14 12],[79.6504065 17.3495935] ; [21.3495935  4.6504065],1
r1,1,0.000264,13.308837,[73 25] ; [10 17],[65.072 32.928] ; [17.928  9.072],1
n6,1,0.00049,12.153348,[67 31] ; [ 8 18],[59.27419355 38.72580645] ; [15.72580645 10.27419355],1
u3,1,0.000557,11.912999,[25 18] ; [ 1 14],[19.27586207 23.72413793] ; [6.72413793 8.27586207],1
p11,1,0.001926,9.619008,[51 47] ; [ 5 22],[43.904 54.096] ; [12.096 14.904],0
p2,1,0.003005,8.804576,[57 41] ; [ 7 20],[50.176 47.824] ; [13.824 13.176],0
n3,1,0.005602,7.674011,[24  9] ; [ 5 11],[19.53061224 13.46938776] ; [9.46938776 6.53061224],0
d5,1,0.008963,6.830214,[70 28] ; [12 15],[64.288 33.712] ; [17.712  9.288],0
n2,1,0.010764,6.503946,[23 10] ; [ 5 11],[18.85714286 14.14285714] ; [9.14285714 6.85714286],0
a1,1,0.018675,5.531729,[ 3 95] ; [ 4 23],[ 5.488 92.512] ; [ 1.512 25.488],0
p7,1,0.029307,4.749465,[48 49] ; [ 7 20],[43.02419355 53.97580645] ; [11.97580645 15.02419355],0
v2,1,0.059953,3.538681,[40 55] ; [ 6 21],[35.81967213 59.18032787] ; [10.18032787 16.81967213],0
a7,1,0.068096,3.328318,[62 35] ; [12 15],[57.88709677 39.11290323] ; [16.11290323 10.88709677],0
u2,1,0.073874,3.194783,[19 22] ; [ 3 12],[16.10714286 24.89285714] ; [5.89285714 9.10714286],0
v3,1,0.079914,3.066646,[26 69] ; [ 3 24],[22.58196721 72.41803279] ; [ 6.41803279 20.58196721],0
s6,1,0.103445,2.651609,[38 59] ; [ 6 21],[34.41935484 62.58064516] ; [ 9.58064516 17.41935484],0
a6,1,0.118239,2.440494,[60 38] ; [12 15],[56.448 41.552] ; [15.552 11.448],0
p10,1,0.130819,2.282762,[19 77] ; [ 2 25],[16.3902439 79.6097561] ; [ 4.6097561 22.3902439],0
v1,1,0.215257,1.535711,[30 68] ; [ 5 22],[27.44 70.56] ; [ 7.56 19.44],0
a5,1,0.240786,1.375989,[56 42] ; [12 15],[53.312 44.688] ; [14.688 12.312],0
