Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,25.99126,[35 37] ; [146  35],[51.50988142 20.49011858] ; [129.49011858  51.50988142],1
p7,1,1e-06,23.683397,[16 57] ; [99 79],[33.44621514 39.55378486] ; [81.55378486 96.44621514],1
p11,1,2.2e-05,17.981096,[35 41] ; [136  49],[49.79310345 26.20689655] ; [121.20689655  63.79310345],1
p10,1,3.3e-05,17.245562,[35 38] ; [135  45],[49.0513834 23.9486166] ; [120.9486166  59.0513834],1
v4,1,4.9e-05,16.50192,[55 20] ; [167  14],[65.0390625  9.9609375] ; [156.9609375  24.0390625],1
r3,1,4.9e-05,16.492498,[53 22] ; [165  17],[63.61867704 11.38132296] ; [154.38132296  27.61867704],1
p8,1,9.2e-05,15.292811,[12 63] ; [ 75 106],[25.48828125 49.51171875] ; [ 61.51171875 119.48828125],1
s1,1,0.000974,10.877082,[10 64] ; [  5 175],[ 4.37007874 69.62992126] ; [ 10.62992126 169.37007874],1
n6,1,0.00227,9.317092,[43 32] ; [139  43],[53.11284047 21.88715953] ; [128.88715953  53.11284047],0
p1,1,0.002638,9.04237,[10 66] ; [  6 177],[ 4.69498069 71.30501931] ; [ 11.30501931 171.69498069],0
r4,1,0.003075,8.762553,[47 29] ; [147  38],[56.49042146 19.50957854] ; [137.50957854  47.49042146],0
p4,1,0.003088,8.754661,[12 62] ; [ 64 120],[21.79844961 52.20155039] ; [ 54.20155039 129.79844961],0
a7,1,0.004402,8.109986,[35 40] ; [121  63],[45.17374517 29.82625483] ; [110.82625483  73.17374517],0
d3,1,0.005783,7.616832,[22 54] ; [87 96],[31.98455598 44.01544402] ; [ 77.01544402 105.98455598],0
d5,1,0.006389,7.437071,[28 48] ; [102  82],[38. 38.] ; [92. 92.],0
a1,1,0.008303,6.966995,[ 8 68] ; [  5 180],[ 3.78544061 72.21455939] ; [  9.21455939 175.78544061],0
s6,1,0.012241,6.27567,[31 43] ; [107  74],[40.04705882 33.95294118] ; [97.95294118 83.04705882],0
s3,1,0.013299,6.128836,[25 47] ; [95 88],[33.88235294 38.11764706] ; [86.11764706 96.88235294],0
p6,1,0.028293,4.810126,[ 9 66] ; [ 44 138],[15.46692607 59.53307393] ; [ 37.53307393 144.46692607],0
r2,1,0.043774,4.065254,[58 17] ; [159  23],[63.32684825 11.67315175] ; [153.67315175  28.32684825],0
d2,1,0.044184,4.049508,[18 58] ; [ 25 160],[12.5210728 63.4789272] ; [ 30.4789272 154.5210728],0
r1,1,0.045917,3.984626,[42 33] ; [127  57],[48.93822394 26.06177606] ; [120.06177606  63.93822394],0
s7,1,0.053147,3.739291,[17 54] ; [ 65 112],[23.47580645 47.52419355] ; [ 58.52419355 118.47580645],0
b1,1,0.065261,3.39837,[36 40] ; [ 65 120],[29.40996169 46.59003831] ; [ 71.59003831 113.40996169],0
v2,1,0.068329,3.322719,[21 50] ; [ 74 102],[27.30769231 43.69230769] ; [ 67.69230769 108.30769231],0
b2,1,0.090665,2.862529,[18 26] ; [25 69],[13.71014493 30.28985507] ; [29.28985507 64.71014493],0
