Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,34.683593,[20 77] ; [53 30],[39.33888889 57.66111111] ; [33.66111111 49.33888889],1
s6,1,1e-06,25.222,[47 50] ; [67 12],[62.82954545 34.17045455] ; [51.17045455 27.82954545],1
p2,1,2e-06,22.381769,[47 51] ; [68 15],[62.26519337 35.73480663] ; [52.73480663 30.26519337],1
p6,1,6.8e-05,15.863923,[16 80] ; [36 46],[28.04494382 67.95505618] ; [23.95505618 58.04494382],1
s2,1,0.000169,14.147831,[35 64] ; [52 30],[47.58563536 51.41436464] ; [39.41436464 42.58563536],1
p8,1,0.000982,10.860408,[19 78] ; [35 48],[29.1 67.9] ; [24.9 58.1],1
s7,1,0.001087,10.674005,[31 60] ; [43 29],[41.31288344 49.68711656] ; [32.68711656 39.31288344],0
r4,1,0.00144,10.154403,[69 30] ; [74  9],[77.78571429 21.21428571] ; [65.21428571 17.78571429],0
r3,1,0.002215,9.361989,[76 22] ; [77  5],[83.3 14.7] ; [69.7 12.3],0
n6,1,0.003915,8.322612,[58 40] ; [65 17],[66.96666667 31.03333333] ; [56.03333333 25.96666667],0
p9,1,0.004381,8.11877,[48 44] ; [60 22],[57.10344828 34.89655172] ; [50.89655172 31.10344828],0
s8,1,0.008364,6.953913,[29 69] ; [40 42],[37.56666667 60.43333333] ; [31.43333333 50.56666667],0
s5,1,0.009922,6.648925,[24 69] ; [34 42],[31.91715976 61.08284024] ; [26.08284024 49.91715976],0
p5,1,0.014213,6.01149,[ 2 95] ; [ 9 74],[ 5.92777778 91.07222222] ; [ 5.07222222 77.92777778],0
d3,1,0.014309,5.999619,[63 35] ; [67 16],[70.38674033 27.61325967] ; [59.61325967 23.38674033],0
s3,1,0.031973,4.599929,[41 57] ; [48 35],[48.1878453 49.8121547] ; [40.8121547 42.1878453],0
u1,1,0.035904,4.40167,[13 86] ; [21 62],[18.49450549 80.50549451] ; [15.50549451 67.49450549],0
p7,1,0.044702,4.029839,[35 60] ; [43 40],[41.62921348 53.37078652] ; [36.37078652 46.62921348],0
p1,1,0.048467,3.893724,[ 5 94] ; [11 71],[ 8.75138122 90.24861878] ; [ 7.24861878 74.75138122],0
