Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1.8e-05,18.39795,[32 65] ; [22  6],[41.904 55.096] ; [12.096 15.904],1
s2,1,8e-05,15.560037,[30 71] ; [22 10],[39.4887218 61.5112782] ; [12.5112782 19.4887218],1
p5,1,0.000652,11.620556,[ 5 96] ; [ 8 23],[ 9.9469697 91.0530303] ; [ 3.0530303 27.9469697],1
s6,1,0.000768,11.315986,[54 47] ; [27  4],[61.97727273 39.02272727] ; [19.02272727 11.97727273],1
r1,1,0.008694,6.884639,[58 42] ; [26  5],[64.1221374 35.8778626] ; [19.8778626 11.1221374],0
s4,1,0.010983,6.468,[12 88] ; [10 22],[16.66666667 83.33333333] ; [ 5.33333333 26.66666667],0
p8,1,0.012323,6.263789,[46 53] ; [23  9],[52.14503817 46.85496183] ; [16.85496183 15.14503817],0
s8,1,0.01241,6.251341,[32 69] ; [18 14],[37.96992481 63.03007519] ; [12.03007519 19.96992481],0
b5,1,0.017525,5.643048,[65 36] ; [13 19],[59.23308271 41.76691729] ; [18.76691729 13.23308271],0
p6,1,0.019098,5.492527,[25 75] ; [15 17],[30.3030303 69.6969697] ; [ 9.6969697 22.3030303],0
p7,1,0.020278,5.387811,[54 46] ; [24  7],[59.54198473 40.45801527] ; [18.45801527 12.54198473],0
s3,1,0.040403,4.200874,[43 56] ; [20 11],[47.97692308 51.02307692] ; [15.02307692 15.97692308],0
n6,1,0.046479,3.964149,[79 22] ; [30  2],[82.77443609 18.22556391] ; [26.22556391  5.77443609],0
u1,1,0.055308,3.67279,[ 2 99] ; [ 3 29],[ 3.79699248 97.20300752] ; [ 1.20300752 30.79699248],0
v1,1,0.073921,3.193731,[51 46] ; [11 21],[46.62015504 50.37984496] ; [15.37984496 16.62015504],0
p12,1,0.076642,3.134718,[ 4 97] ; [ 4 28],[ 6.07518797 94.92481203] ; [ 1.92481203 30.07518797],0
u3,1,0.090251,2.869898,[19 30] ; [9 5],[21.77777778 27.22222222] ; [6.22222222 7.77777778],0
v3,1,0.094084,2.80307,[29 71] ; [14 17],[32.82442748 67.17557252] ; [10.17557252 20.82442748],0
p1,1,0.137682,2.20368,[12 89] ; [ 7 24],[14.53787879 86.46212121] ; [ 4.46212121 26.53787879],0
r4,1,0.143326,2.141881,[80 21] ; [29  3],[82.77443609 18.22556391] ; [26.22556391  5.77443609],0
b3,1,0.169802,1.884688,[15 46] ; [6 8],[17.08 43.92] ; [ 3.92 10.08],0
b2,1,0.169802,1.884688,[15 46] ; [6 8],[17.08 43.92] ; [ 3.92 10.08],0
r3,1,0.177417,1.819125,[89 11] ; [31  1],[90.90909091  9.09090909] ; [29.09090909  2.90909091],0
a7,1,0.179171,1.804489,[62 38] ; [24  8],[65.15151515 34.84848485] ; [20.84848485 11.15151515],0
v2,1,0.179894,1.7985,[42 53] ; [18 13],[45.23809524 49.76190476] ; [14.76190476 16.23809524],0
n5,1,0.19996,1.642667,[77 23] ; [28  4],[79.54545455 20.45454545] ; [25.45454545  6.54545455],0
p4,1,0.242658,1.365083,[48 53] ; [19 13],[50.87969925 50.12030075] ; [16.12030075 15.87969925],0
n4,1,0.284814,1.143977,[68 33] ; [24  7],[70.39393939 30.60606061] ; [21.60606061  9.39393939],0
v4,1,0.290134,1.119001,[91  9] ; [30  1],[92.36641221  7.63358779] ; [28.63358779  2.36641221],0
s1,1,0.38085,0.767956,[ 3 97] ; [ 2 29],[ 3.81679389 96.18320611] ; [ 1.18320611 29.81679389],0
d1,1,0.395339,0.722457,[ 3 98] ; [ 2 30],[ 3.79699248 97.20300752] ; [ 1.20300752 30.79699248],0
a5,1,0.423893,0.639496,[55 46] ; [20 12],[56.95488722 44.04511278] ; [18.04511278 13.95488722],0
a2,1,0.44106,0.593524,[11 90] ; [ 2 30],[ 9.87218045 91.12781955] ; [ 3.12781955 28.87218045],0
p11,1,0.529657,0.39505,[81 20] ; [24  8],[79.73684211 21.26315789] ; [25.26315789  6.73684211],0
n3,1,0.532723,0.389194,[22  4] ; [6 2],[21.41176471  4.58823529] ; [6.58823529 1.41176471],0
d2,1,0.631089,0.230587,[23 78] ; [ 6 26],[22.02255639 78.97744361] ; [ 6.97744361 25.02255639],0
a4,1,0.63904,0.22,[26 74] ; [ 7 25],[25. 75.] ; [ 8. 24.],0
