Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1.8e-05,18.39795,[32 65] ; [22  6],[41.904 55.096] ; [12.096 15.904],1
n2,1,0.66233,0.190705,[21  5] ; [7 1],[21.41176471  4.58823529] ; [6.58823529 1.41176471],0
a3,1,0.67501,0.175797,[52 48] ; [18 14],[53.03030303 46.96969697] ; [16.96969697 15.03030303],0
b4,1,0.721154,0.127389,[50 51] ; [17 15],[50.87969925 50.12030075] ; [16.12030075 15.87969925],0
d5,1,0.834174,0.043828,[49 51] ; [15 17],[48.48484848 51.51515152] ; [15.51515152 16.48484848],0
b1,1,0.839002,0.041278,[39 62] ; [13 19],[39.4887218 61.5112782] ; [12.5112782 19.4887218],0
n1,1,0.881318,0.02229,[ 9 17] ; [3 5],[ 9.17647059 16.82352941] ; [2.82352941 5.17647059],0
d3,1,0.887366,0.020061,[26 73] ; [ 8 24],[25.69465649 73.30534351] ; [ 8.30534351 23.69465649],0
u2,1,0.892196,0.018367,[22 27] ; [6 8],[21.77777778 27.22222222] ; [6.22222222 7.77777778],0
p3,1,0.895284,0.017324,[46 55] ; [15 17],[46.32330827 54.67669173] ; [14.67669173 17.32330827],0
a6,1,0.910088,0.012753,[62 39] ; [20 12],[62.27067669 38.72932331] ; [19.72932331 12.27067669],0
a8,1,0.916081,0.011103,[ 9 84] ; [ 3 26],[ 9.14754098 83.85245902] ; [ 2.85245902 26.14754098],0
p2,1,0.956333,0.002998,[81 20] ; [25  6],[81.10606061 19.89393939] ; [24.89393939  6.10606061],0
a1,1,0.964385,0.001994,[ 3 98] ; [ 1 31],[ 3.03759398 97.96240602] ; [ 0.96240602 31.03759398],0
