Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,36.725646,[16 29] ; [229  62],[32.8125 12.1875] ; [212.1875  78.8125],1
s3,1,0.0,30.537718,[18 27] ; [229  61],[33.17910448 11.82089552] ; [213.82089552  76.17910448],1
s7,1,5.9e-05,16.135497,[23 21] ; [224  56],[33.54320988 10.45679012] ; [213.45679012  66.54320988],1
s5,1,0.004786,7.958438,[11 32] ; [137 145],[19.58153846 23.41846154] ; [128.41846154 153.58153846],0
b5,1,0.037296,4.336866,[22 25] ; [184 109],[28.47647059 18.52352941] ; [177.52352941 115.47647059],0
s4,1,0.040047,4.215888,[ 4 43] ; [ 62 229],[ 9.17751479 37.82248521] ; [ 56.82248521 234.17751479],0
u3,1,0.051326,3.797609,[5 5] ; [42 11],[7.46031746 2.53968254] ; [39.53968254 13.46031746],0
d1,1,0.06094,3.511616,[41  6] ; [219  74],[35.94117647 11.05882353] ; [224.05882353  68.94117647],0
v3,1,0.063387,3.446483,[28 17] ; [132 147],[22.22222222 22.77777778] ; [137.77777778 141.22222222],0
v2,1,0.071211,3.254883,[35 12] ; [170 110],[29.4648318 17.5351682] ; [175.5351682 104.4648318],0
p1,1,0.098898,2.723227,[ 1 46] ; [ 27 264],[ 3.89349112 43.10650888] ; [ 24.10650888 266.89349112],0
p12,1,0.139083,2.188078,[ 2 45] ; [ 33 258],[ 4.86686391 42.13313609] ; [ 30.13313609 260.86686391],0
b3,1,0.15962,1.977825,[19 17] ; [ 80 119],[15.16595745 20.83404255] ; [ 83.83404255 115.16595745],0
b2,1,0.15962,1.977825,[19 17] ; [ 80 119],[15.16595745 20.83404255] ; [ 83.83404255 115.16595745],0
b1,1,0.207085,1.591688,[15 32] ; [122 171],[18.93823529 28.06176471] ; [118.06176471 174.93823529],0
d4,1,0.212238,1.556092,[45  2] ; [264  29],[42.71470588  4.28529412] ; [266.28529412  26.71470588],0
p11,1,0.214646,1.539813,[41  6] ; [233  60],[37.87647059  9.12352941] ; [236.12352941  56.87647059],0
p4,1,0.226571,1.462258,[28 19] ; [200  92],[31.61061947 15.38938053] ; [196.38938053  95.61061947],0
r1,1,0.232617,1.424789,[38  9] ; [254  37],[40.6035503  6.3964497] ; [251.3964497  39.6035503],0
d3,1,0.23776,1.393828,[38  9] ; [213  80],[34.69705882 12.30294118] ; [216.30294118  76.69705882],0
n6,1,0.303368,1.059328,[39  8] ; [257  34],[41.15976331  5.84023669] ; [254.84023669  36.15976331],0
n1,1,0.346771,0.885238,[2 5] ; [33 37],[3.18181818 3.81818182] ; [31.81818182 38.18181818],0
p5,1,0.380641,0.768629,[ 5 41] ; [ 46 244],[ 6.98214286 39.01785714] ; [ 44.01785714 245.98214286],0
p8,1,0.394588,0.724757,[29 18] ; [158 129],[26.31437126 20.68562874] ; [160.68562874 126.31437126],0
r4,1,0.409412,0.680506,[43  4] ; [277  16],[44.23529412  2.76470588] ; [275.76470588  17.23529412],0
p6,1,0.441052,0.593544,[19 27] ; [137 152],[21.42089552 24.57910448] ; [134.57910448 154.42089552],0
u1,1,0.465562,0.532491,[10 37] ; [ 77 216],[12.02647059 34.97352941] ; [ 74.97352941 218.02647059],0
b4,1,0.506418,0.441461,[30 17] ; [172 121],[27.92352941 19.07647059] ; [174.07647059 118.92352941],0
n3,1,0.518454,0.416968,[7 2] ; [47 23],[6.15189873 2.84810127] ; [47.84810127 22.15189873],0
a2,1,0.529451,0.395445,[12 35] ; [ 88 205],[13.82352941 33.17647059] ; [ 86.17647059 206.82352941],0
s1,1,0.533492,0.387735,[ 1 44] ; [ 12 277],[ 1.75149701 43.24850299] ; [ 11.24850299 277.75149701],0
n4,1,0.553703,0.350725,[41  6] ; [244  47],[39.63017751  7.36982249] ; [245.36982249  45.63017751],0
p10,1,0.554522,0.349279,[39  7] ; [254  35],[40.23283582  5.76716418] ; [252.76716418  36.23283582],0
a1,1,0.555611,0.34736,[ 2 45] ; [ 19 274],[ 2.90294118 44.09705882] ; [ 18.09705882 274.90294118],0
n2,1,0.556805,0.345266,[6 3] ; [53 17],[6.72151899 2.27848101] ; [52.27848101 17.72151899],0
