Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.682893,[28  4] ; [54 82],[15.61904762 16.38095238] ; [66.38095238 69.61904762],1
p8,1,0.001279,10.372595,[20 12] ; [44 94],[12.04705882 19.95294118] ; [51.95294118 86.04705882],0
p4,1,0.002065,9.491035,[20 12] ; [46 93],[12.35087719 19.64912281] ; [53.64912281 85.35087719],0
p12,1,0.00336,8.600914,[ 3 29] ; [  1 139],[ 0.74418605 31.25581395] ; [  3.25581395 136.74418605],0
p5,1,0.00808,7.015585,[ 4 28] ; [  3 135],[ 1.31764706 30.68235294] ; [  5.68235294 132.31764706],0
u2,1,0.015378,5.872677,[12  3] ; [28 34],[7.79220779 7.20779221] ; [32.20779221 29.79220779],0
a8,1,0.019535,5.452976,[ 3 28] ; [  2 127],[ 0.96875 30.03125] ; [  4.03125 124.96875],0
b1,1,0.025728,4.974183,[17 15] ; [45 95],[11.53488372 20.46511628] ; [50.46511628 89.53488372],0
p3,1,0.039099,4.256575,[13 19] ; [ 32 108],[ 8.37209302 23.62790698] ; [ 36.62790698 103.37209302],0
a1,1,0.044263,4.046515,[ 3 29] ; [  3 137],[ 1.11627907 30.88372093] ; [  4.88372093 135.11627907],0
p2,1,0.057993,3.593864,[26  6] ; [88 50],[21.45882353 10.54117647] ; [92.54117647 45.45882353],0
v3,1,0.068617,3.315807,[ 3 27] ; [ 34 100],[ 6.76829268 23.23170732] ; [ 30.23170732 103.76829268],0
s7,1,0.083513,2.995166,[ 8 24] ; [ 17 116],[ 4.84848485 27.15151515] ; [ 20.15151515 112.84848485],0
b3,1,0.104937,2.628859,[ 7 13] ; [11 51],[ 4.3902439 15.6097561] ; [13.6097561 48.3902439],0
b2,1,0.104937,2.628859,[ 7 13] ; [11 51],[ 4.3902439 15.6097561] ; [13.6097561 48.3902439],0
n1,1,0.112263,2.522076,[ 6 10] ; [10 44],[ 3.65714286 12.34285714] ; [12.34285714 41.65714286],0
s2,1,0.116309,2.466335,[13 19] ; [ 37 102],[ 9.35672515 22.64327485] ; [40.64327485 98.35672515],0
n2,1,0.124454,2.360348,[13  3] ; [32 21],[10.43478261  5.56521739] ; [34.56521739 18.43478261],0
a4,1,0.131925,2.269702,[13 19] ; [ 38 102],[ 9.48837209 22.51162791] ; [41.51162791 98.48837209],0
s4,1,0.137276,2.208231,[10 22] ; [ 27 113],[ 6.88372093 25.11627907] ; [ 30.11627907 109.88372093],0
d4,1,0.15259,2.046166,[21 11] ; [108  31],[24.14035088  7.85964912] ; [104.85964912  34.14035088],0
p11,1,0.163825,1.938558,[23  9] ; [82 58],[19.53488372 12.46511628] ; [85.46511628 54.53488372],0
b4,1,0.175334,1.836737,[15 17] ; [84 56],[18.41860465 13.58139535] ; [80.58139535 59.41860465],0
