Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7e-06,20.278082,[43 76] ; [22  4],[53.34482759 65.65517241] ; [11.65517241 14.34482759],1
p8,1,0.000162,14.222662,[29 92] ; [16 10],[37.04081633 83.95918367] ; [ 7.95918367 18.04081633],1
p2,1,0.032052,4.595701,[61 61] ; [19  7],[65.94594595 56.05405405] ; [14.05405405 11.94594595],0
d5,1,0.043814,4.063722,[86 36] ; [13 13],[81.60810811 40.39189189] ; [17.39189189  8.60810811],0
p1,1,0.055423,3.669321,[  6 115] ; [ 4 22],[  8.23129252 112.76870748] ; [ 1.76870748 24.23129252],0
p4,1,0.056343,3.641895,[41 80] ; [14 12],[45.27210884 75.72789116] ; [ 9.72789116 16.27210884],0
b4,1,0.060125,3.53393,[76 46] ; [11 15],[71.71621622 50.28378378] ; [15.28378378 10.71621622],0
a5,1,0.066429,3.369127,[71 51] ; [10 16],[66.77027027 55.22972973] ; [14.22972973 11.77027027],0
s6,1,0.076805,3.13124,[43 79] ; [14 12],[46.98648649 75.01351351] ; [10.01351351 15.98648649],0
a4,1,0.077906,3.108051,[41 80] ; [ 4 21],[37.29452055 83.70547945] ; [ 7.70547945 17.29452055],0
n3,1,0.086384,2.940492,[23 22] ; [6 1],[25.09615385 19.90384615] ; [3.90384615 3.09615385],0
b1,1,0.087207,2.925198,[62 60] ; [18  8],[65.94594595 56.05405405] ; [14.05405405 11.94594595],0
p3,1,0.087468,2.920375,[31 90] ; [11 15],[34.57142857 86.42857143] ; [ 7.42857143 18.57142857],0
v3,1,0.097673,2.743132,[37 80] ; [ 4 22],[33.54545455 83.45454545] ; [ 7.45454545 18.54545455],0
r4,1,0.113233,2.508504,[79 43] ; [21  5],[82.43243243 39.56756757] ; [17.56756757  8.43243243],0
s2,1,0.135748,2.225509,[33 87] ; [11 15],[36.16438356 83.83561644] ; [ 7.83561644 18.16438356],0
d3,1,0.157337,1.99964,[66 56] ; [18  8],[69.24324324 52.75675676] ; [14.75675676 11.24324324],0
u2,1,0.161527,1.95987,[24 28] ; [10  5],[26.3880597 25.6119403] ; [7.6119403 7.3880597],0
r3,1,0.163541,1.941173,[92 29] ; [23  3],[94.65986395 26.34013605] ; [20.34013605  5.65986395],0
