Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5.7e-05,16.189827,[40 63] ; [28  8],[50.38848921 52.61151079] ; [17.61151079 18.38848921],1
s2,1,0.002446,9.180439,[33 69] ; [22 14],[40.65217391 61.34782609] ; [14.34782609 21.65217391],0
a4,1,0.005202,7.807677,[28 75] ; [19 17],[34.82733813 68.17266187] ; [12.17266187 23.82733813],0
s4,1,0.005271,7.784185,[19 84] ; [15 21],[25.1942446 77.8057554] ; [ 8.8057554 27.1942446],0
d4,1,0.006304,7.461255,[70 32] ; [33  3],[76.13043478 25.86956522] ; [26.86956522  9.13043478],0
p1,1,0.014926,5.925194,[  3 100] ; [ 5 31],[ 5.92805755 97.07194245] ; [ 2.07194245 33.92805755],0
n5,1,0.036516,4.372834,[39 62] ; [ 7 29],[33.91240876 67.08759124] ; [12.08759124 23.91240876],0
n1,1,0.039288,4.248366,[ 8 40] ; [ 7 10],[11.07692308 36.92307692] ; [ 3.92307692 13.07692308],0
s8,1,0.042727,4.106167,[20 83] ; [13 23],[24.45323741 78.54676259] ; [ 8.54676259 27.45323741],0
d2,1,0.046384,3.967601,[35 68] ; [19 17],[40.01438849 62.98561151] ; [13.98561151 22.01438849],0
s3,1,0.048551,3.890796,[42 61] ; [21 14],[47.02173913 55.97826087] ; [15.97826087 19.02173913],0
s7,1,0.057076,3.620371,[22 76] ; [13 20],[26.18320611 71.81679389] ; [ 8.81679389 24.18320611],0
d5,1,0.062478,3.470346,[65 37] ; [29  7],[69.47826087 32.52173913] ; [24.52173913 11.47826087],0
p10,1,0.077875,3.108707,[56 45] ; [26 10],[60.45255474 40.54744526] ; [21.54744526 14.45255474],0
r2,1,0.109463,2.561961,[86 17] ; [33  2],[88.81884058 14.18115942] ; [30.18115942  4.81884058],0
u1,1,0.126679,2.332732,[ 8 95] ; [ 6 30],[10.37410072 92.62589928] ; [ 3.62589928 32.37410072],0
n6,1,0.13474,2.237027,[63 40] ; [27  9],[66.69064748 36.30935252] ; [23.30935252 12.69064748],0
p4,1,0.142924,2.146191,[29 73] ; [15 21],[32.52173913 69.47826087] ; [11.47826087 24.52173913],0
n3,1,0.159082,1.98293,[34 15] ; [8 8],[31.66153846 17.33846154] ; [10.33846154  5.66153846],0
