Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,127.472823,[417  41] ; [61 68],[372.95400341  85.04599659] ; [105.04599659  23.95400341],1
n6,1,0.0,59.363547,[424  32] ; [87 42],[398.31794872  57.68205128] ; [112.68205128  16.31794872],1
p10,1,0.0,29.023198,[410  43] ; [93 36],[391.51030928  61.48969072] ; [111.48969072  17.51030928],1
p4,1,3e-06,21.978289,[310 144] ; [59 70],[287.3516295 166.6483705] ; [81.6483705 47.3516295],1
s6,1,4e-05,16.875143,[324 124] ; [68 60],[304.88888889 143.11111111] ; [87.11111111 40.88888889],1
s2,1,4.2e-05,16.789752,[250 199] ; [45 83],[229.55805893 219.44194107] ; [65.44194107 62.55805893],1
a2,1,8.9e-05,15.354777,[135 323] ; [ 16 113],[117.81601363 340.18398637] ; [33.18398637 95.81601363],1
s7,1,0.000101,15.120788,[240 197] ; [44 81],[220.83274021 216.16725979] ; [63.16725979 61.83274021],1
v3,1,0.000131,14.633907,[207 234] ; [34 89],[188.44148936 252.55851064] ; [52.55851064 70.44148936],1
v1,1,0.000196,13.864615,[278 169] ; [54 70],[259.90192644 187.09807356] ; [72.09807356 51.90192644],1
d2,1,0.000666,11.581358,[243 212] ; [47 82],[225.94178082 229.05821918] ; [64.05821918 64.94178082],1
p8,1,0.001055,10.727997,[276 170] ; [59 70],[259.84347826 186.15652174] ; [75.15652174 53.84347826],0
p3,1,0.002851,8.900477,[254 200] ; [53 76],[239.0703259 214.9296741] ; [67.9296741 61.0703259],0
u1,1,0.003001,8.806845,[104 354] ; [ 14 115],[ 92.0681431 365.9318569] ; [ 25.9318569 103.0681431],0
p9,1,0.003002,8.80625,[406  44] ; [104  25],[396.37305699  53.62694301] ; [113.62694301  15.37305699],0
d1,1,0.004711,7.987085,[297 161] ; [66 63],[283.22657581 174.77342419] ; [79.77342419 49.22657581],0
p6,1,0.006111,7.517377,[182 269] ; [34 92],[168.83188908 282.16811092] ; [47.16811092 78.83188908],0
s8,1,0.007381,7.177801,[225 227] ; [47 82],[211.60757315 240.39242685] ; [60.39242685 68.60757315],0
s3,1,0.007484,7.15296,[270 176] ; [60 67],[256.85863874 189.14136126] ; [73.14136126 53.85863874],0
d5,1,0.008851,6.852676,[382  74] ; [95 34],[371.81538462  84.18461538] ; [105.18461538  23.81538462],0
p5,1,0.012667,6.215025,[ 66 387] ; [  8 120],[ 57.69707401 395.30292599] ; [ 16.30292599 111.69707401],0
s5,1,0.019952,5.416057,[168 275] ; [33 91],[157.04232804 285.95767196] ; [43.95767196 80.04232804],0
a4,1,0.021258,5.30554,[225 230] ; [49 80],[213.4760274 241.5239726] ; [60.5239726 68.4760274],0
p12,1,0.027331,4.869807,[ 51 402] ; [  6 122],[ 44.44234079 408.55765921] ; [ 12.55765921 115.44234079],0
v4,1,0.030511,4.680269,[448   9] ; [120   7],[444.47945205  12.52054795] ; [123.52054795   3.47945205],0
a3,1,0.04624,3.972835,[344 112] ; [86 43],[335.17948718 120.82051282] ; [94.82051282 34.17948718],0
p7,1,0.055591,3.664267,[315 128] ; [79 48],[306.21403509 136.78596491] ; [87.78596491 39.21403509],0
a5,1,0.059084,3.562915,[365  92] ; [93 36],[357.1774744  99.8225256] ; [100.8225256  28.1774744],0
b1,1,0.069499,3.294822,[171 287] ; [37 92],[162.28960818 295.71039182] ; [45.71039182 83.28960818],0
a6,1,0.0916,2.846027,[331 124] ; [84 45],[323.33047945 131.66952055] ; [91.66952055 37.33047945],0
b4,1,0.097547,2.745198,[261 197] ; [84 45],[269.18228279 188.81771721] ; [75.81771721 53.18228279],0
p2,1,0.132215,2.266308,[400  55] ; [106  22],[394.90566038  60.09433962] ; [111.09433962  16.90566038],0
v2,1,0.133547,2.250777,[274 165] ; [67 55],[266.84313725 172.15686275] ; [74.15686275 47.84313725],0
n2,1,0.152528,2.046784,[56 14] ; [20 10],[53.2 16.8] ; [22.8  7.2],0
r2,1,0.170808,1.87584,[445  11] ; [121   6],[442.70325901  13.29674099] ; [123.29674099   3.70325901],0
u4,1,0.174906,1.840381,[ 13 445] ; [  1 128],[ 10.92333901 447.07666099] ; [  3.07666099 125.92333901],0
a8,1,0.175631,1.834214,[ 66 345] ; [ 13 105],[ 61.37807183 349.62192817] ; [ 17.62192817 100.37807183],0
b3,1,0.230556,1.437426,[122 170] ; [26 50],[117.43478261 174.56521739] ; [30.56521739 45.43478261],0
b2,1,0.230556,1.437426,[122 170] ; [26 50],[117.43478261 174.56521739] ; [30.56521739 45.43478261],0
r4,1,0.237246,1.396885,[446  12] ; [123   6],[443.95570698  14.04429302] ; [125.04429302   3.95570698],0
n3,1,0.370526,0.801901,[50 20] ; [24  6],[51.8 18.2] ; [22.2  7.8],0
p1,1,0.536573,0.381928,[ 40 414] ; [  9 118],[ 38.28915663 415.71084337] ; [ 10.71084337 116.28915663],0
n1,1,0.636394,0.22349,[26 44] ; [10 21],[24.95049505 45.04950495] ; [11.04950495 19.95049505],0
r3,1,0.649401,0.206656,[446  10] ; [127   2],[446.64615385   9.35384615] ; [126.35384615   2.64615385],0
u2,1,0.663239,0.189613,[70 43] ; [25 18],[68.81410256 44.18589744] ; [26.18589744 16.81410256],0
s1,1,0.684795,0.164778,[ 11 437] ; [  4 125],[ 11.64644714 436.35355286] ; [  3.35355286 125.64644714],0
u3,1,0.742699,0.107769,[71 43] ; [28 15],[71.88535032 42.11464968] ; [27.11464968 15.88535032],0
d4,1,0.791324,0.070009,[381  73] ; [107  22],[380.02058319  73.97941681] ; [107.97941681  21.02058319],0
d3,1,0.7954,0.067239,[327 129] ; [91 38],[325.82564103 130.17435897] ; [92.17435897 36.82564103],0
a7,1,0.863331,0.029631,[335 120] ; [94 35],[334.2380137 120.7619863] ; [94.7619863 34.2380137],0
a1,1,0.890196,0.01906,[ 19 439] ; [  5 124],[ 18.72572402 439.27427598] ; [  5.27427598 123.72572402],0
s4,1,0.89987,0.015832,[ 68 380] ; [ 19 110],[ 67.54939341 380.45060659] ; [ 19.45060659 109.54939341],0
b5,1,0.919769,0.010145,[265 193] ; [74 55],[264.50085179 193.49914821] ; [74.49914821 54.50085179],0
