Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.014524,5.973283,[7 3] ; [15 36],[3.60655738 6.39344262] ; [18.39344262 32.60655738],0
p12,1,0.0147,5.952108,[2 8] ; [ 1 51],[0.48387097 9.51612903] ; [ 2.51612903 49.48387097],0
u1,1,0.0147,5.952108,[2 8] ; [ 1 51],[0.48387097 9.51612903] ; [ 2.51612903 49.48387097],0
v2,1,0.016567,5.741627,[7 3] ; [15 35],[3.66666667 6.33333333] ; [18.33333333 31.66666667],0
a8,1,0.020767,5.346277,[4 6] ; [ 5 42],[1.57894737 8.42105263] ; [ 7.42105263 39.57894737],0
p7,1,0.021485,5.287019,[8 2] ; [21 31],[4.67741935 5.32258065] ; [24.32258065 27.67741935],0
p2,1,0.041826,4.142223,[9 1] ; [29 23],[6.12903226 3.87096774] ; [31.87096774 20.12903226],0
p3,1,0.056239,3.644962,[5 5] ; [11 41],[2.58064516 7.41935484] ; [13.41935484 38.58064516],0
p4,1,0.065455,3.393472,[7 3] ; [20 32],[4.35483871 5.64516129] ; [22.64516129 29.35483871],0
a6,1,0.084809,2.970249,[7 3] ; [21 31],[4.51612903 5.48387097] ; [23.48387097 28.51612903],0
r4,1,0.106444,2.606231,[4 6] ; [ 9 43],[2.09677419 7.90322581] ; [10.90322581 41.09677419],0
b5,1,0.124795,2.356082,[8 2] ; [28 24],[5.80645161 4.19354839] ; [30.19354839 21.80645161],0
p11,1,0.124795,2.356082,[8 2] ; [28 24],[5.80645161 4.19354839] ; [30.19354839 21.80645161],0
s8,1,0.15027,2.069505,[4 6] ; [10 42],[2.25806452 7.74193548] ; [11.74193548 40.25806452],0
a7,1,0.16722,1.907692,[7 3] ; [24 28],[5. 5.] ; [26. 26.],0
n5,1,0.221673,1.493508,[8 2] ; [31 21],[6.29032258 3.70967742] ; [32.70967742 19.29032258],0
d5,1,0.245708,1.347544,[7 3] ; [26 26],[5.32258065 4.67741935] ; [27.67741935 24.32258065],0
p10,1,0.24716,1.339286,[7 3] ; [25 25],[5.33333333 4.66666667] ; [26.66666667 23.33333333],0
n2,1,0.259656,1.270588,[1 2] ; [16  8],[1.88888889 1.11111111] ; [15.11111111  8.88888889],0
s2,1,0.278959,1.172157,[4 6] ; [12 39],[2.62295082 7.37704918] ; [13.37704918 37.62295082],0
d2,1,0.330169,0.948235,[4 6] ; [13 39],[2.74193548 7.25806452] ; [14.25806452 37.74193548],0
d1,1,0.330169,0.948235,[4 6] ; [13 39],[2.74193548 7.25806452] ; [14.25806452 37.74193548],0
s6,1,0.356355,0.850699,[5 5] ; [18 34],[3.70967742 6.29032258] ; [19.29032258 32.70967742],0
b4,1,0.360047,0.83773,[4 6] ; [29 23],[5.32258065 4.67741935] ; [27.67741935 24.32258065],0
a4,1,0.404092,0.696115,[4 6] ; [14 38],[2.90322581 7.09677419] ; [15.09677419 36.90322581],0
u2,1,0.411275,0.675111,[4 2] ; [12 13],[3.09677419 2.90322581] ; [12.90322581 12.09677419],0
d4,1,0.423492,0.640604,[5 5] ; [33 19],[6.12903226 3.87096774] ; [31.87096774 20.12903226],0
v3,1,0.443588,0.586982,[3 7] ; [10 42],[2.09677419 7.90322581] ; [10.90322581 41.09677419],0
s3,1,0.449692,0.571429,[4 6] ; [14 36],[3. 7.] ; [15. 35.],0
a3,1,0.454169,0.560228,[4 6] ; [27 24],[5.08196721 4.91803279] ; [25.91803279 25.08196721],0
b2,1,0.455869,0.556017,[2 3] ; [ 8 25],[1.31578947 3.68421053] ; [ 8.68421053 24.31578947],0
b3,1,0.455869,0.556017,[2 3] ; [ 8 25],[1.31578947 3.68421053] ; [ 8.68421053 24.31578947],0
a5,1,0.489819,0.476923,[4 6] ; [27 25],[5. 5.] ; [26. 26.],0
s7,1,0.489997,0.476533,[1 7] ; [11 36],[1.74545455 6.25454545] ; [10.25454545 36.74545455],0
n6,1,0.52605,0.402015,[5 5] ; [31 20],[5.90163934 4.09836066] ; [30.09836066 20.90163934],0
u3,1,0.568855,0.324601,[1 5] ; [ 7 18],[1.5483871 4.4516129] ; [ 6.4516129 18.5483871],0
p5,1,0.630527,0.231347,[1 9] ; [ 3 48],[0.6557377 9.3442623] ; [ 3.3442623 47.6557377],0
b1,1,0.692282,0.156626,[7 3] ; [33 19],[6.4516129 3.5483871] ; [33.5483871 18.4516129],0
s4,1,0.716294,0.132071,[2 8] ; [ 8 44],[1.61290323 8.38709677] ; [ 8.38709677 43.61290323],0
n4,1,0.720255,0.128248,[6 4] ; [28 24],[5.48387097 4.51612903] ; [28.51612903 23.48387097],0
r1,1,0.744485,0.106224,[4 6] ; [18 34],[3.5483871 6.4516129] ; [18.4516129 33.5483871],0
v4,1,0.804818,0.061066,[6 4] ; [29 23],[5.64516129 4.35483871] ; [29.35483871 22.64516129],0
a2,1,0.806112,0.060243,[1 9] ; [ 4 48],[0.80645161 9.19354839] ; [ 4.19354839 47.80645161],0
v1,1,0.841677,0.039899,[3 7] ; [14 38],[2.74193548 7.25806452] ; [14.25806452 37.74193548],0
n3,1,0.887949,0.019853,[2 1] ; [15  9],[1.88888889 1.11111111] ; [15.11111111  8.88888889],0
d3,1,0.911264,0.01242,[5 5] ; [25 27],[4.83870968 5.16129032] ; [25.16129032 26.83870968],0
r3,1,0.931706,0.007344,[7 3] ; [35 16],[6.8852459 3.1147541] ; [35.1147541 15.8852459],0
p9,1,0.961804,0.002293,[6 4] ; [29 20],[5.93220339 4.06779661] ; [29.06779661 19.93220339],0
