Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,232.071565,[466  45] ; [31 82],[406.99839744 104.00160256] ; [90.00160256 22.99839744],1
p11,1,0.0,54.249691,[434  79] ; [61 53],[405. 108.] ; [90. 24.],1
p2,1,0.0,43.08705,[443  68] ; [69 45],[418.6112  92.3888] ; [93.3888 20.6112],1
r3,1,0.0,42.590996,[492  18] ; [90 23],[476.43659711  33.56340289] ; [105.56340289   7.43659711],1
r4,1,0.0,31.706828,[470  43] ; [83 31],[452.45454545  60.54545455] ; [100.54545455  13.45454545],1
v4,1,0.0,30.791696,[489  21] ; [92 21],[475.61797753  34.38202247] ; [105.38202247   7.61797753],1
n6,1,0.0,29.946282,[455  55] ; [79 35],[436.44230769  73.55769231] ; [97.55769231 16.44230769],1
p4,1,0.0,27.925645,[319 191] ; [40 73],[293.88443018 216.11556982] ; [65.11556982 47.88443018],1
s6,1,0.0,27.868151,[347 157] ; [48 65],[322.65802269 181.34197731] ; [72.34197731 40.65802269],1
p8,1,1e-06,24.943982,[267 236] ; [31 83],[242.94003241 260.05996759] ; [55.05996759 58.94003241],1
s8,1,2e-06,23.074883,[244 267] ; [26 87],[221.10576923 289.89423077] ; [48.89423077 64.10576923],1
p7,1,2e-06,22.544445,[329 175] ; [46 66],[306.81818182 197.18181818] ; [68.18181818 43.81818182],1
b1,1,1.1e-05,19.280729,[187 326] ; [67 47],[207.81818182 305.18181818] ; [46.18181818 67.81818182],1
p6,1,3.9e-05,16.937927,[199 307] ; [21 91],[180.12944984 325.87055016] ; [39.87055016 72.12944984],1
n5,1,4.5e-05,16.660602,[441  68] ; [81 33],[426.48154093  82.51845907] ; [95.51845907 18.48154093],1
p3,1,5.4e-05,16.319783,[266 246] ; [35 78],[246.5792 265.4208] ; [54.4208 58.5792],1
a3,1,0.000114,14.889531,[385 125] ; [65 48],[368.3788122 141.6211878] ; [81.6211878 31.3788122],1
s7,1,0.000134,14.589964,[258 235] ; [33 71],[240.30653266 252.69346734] ; [50.69346734 53.30653266],1
s2,1,0.000135,14.56371,[269 239] ; [37 75],[250.72258065 257.27741935] ; [55.27741935 56.72258065],1
v2,1,0.000422,12.431743,[297 196] ; [47 65],[280.31735537 212.68264463] ; [63.68264463 48.31735537],1
v1,1,0.000901,11.020005,[279 221] ; [44 70],[263.02931596 236.97068404] ; [59.97068404 54.02931596],1
d1,1,0.000981,10.863476,[320 193] ; [52 62],[304.36363636 208.63636364] ; [67.63636364 46.36363636],1
a5,1,0.001038,10.759291,[403 110] ; [73 41],[389.45454545 123.54545455] ; [86.54545455 27.45454545],0
s5,1,0.001157,10.557635,[155 338] ; [18 94],[140.97355372 352.02644628] ; [32.02644628 79.97355372],0
d4,1,0.002446,9.180184,[425  86] ; [80 33],[413.54967949  97.45032051] ; [91.45032051 21.54967949],0
d5,1,0.002649,9.034847,[429  82] ; [82 32],[417.7936  93.2064] ; [93.2064 20.7936],0
r2,1,0.002747,8.968292,[482  22] ; [99 13],[475.36363636  28.63636364] ; [105.63636364   6.36363636],0
n3,1,0.004206,8.192524,[76 17] ; [20 15],[69.75 23.25] ; [26.25  8.75],0
s3,1,0.011129,6.444597,[292 213] ; [50 62],[279.91896272 225.08103728] ; [62.08103728 49.91896272],0
a8,1,0.016373,5.762352,[ 81 385] ; [ 8 94],[ 73.01760563 392.98239437] ; [15.98239437 86.01760563],0
a4,1,0.018404,5.557319,[259 252] ; [43 69],[247.70786517 263.29213483] ; [54.29213483 57.70786517],0
p12,1,0.022624,5.197123,[ 39 471] ; [  2 111],[ 33.56340289 476.43659711] ; [  7.43659711 105.56340289],0
d3,1,0.050534,3.823635,[354 158] ; [68 46],[345.15015974 166.84984026] ; [76.84984026 37.15015974],0
a1,1,0.066133,3.376475,[ 20 493] ; [  9 105],[ 23.72727273 489.27272727] ; [  5.27272727 108.72727273],0
