Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.6e-05,17.715033,[26  8] ; [26 52],[15.78571429 18.21428571] ; [36.21428571 41.78571429],1
p8,1,0.0001,15.138586,[21 13] ; [19 61],[11.92982456 22.07017544] ; [28.07017544 51.92982456],1
r4,1,0.00042,12.440513,[30  4] ; [44 38],[21.68965517 12.31034483] ; [52.31034483 29.68965517],1
v2,1,0.007102,7.246963,[19 14] ; [23 53],[12.71559633 20.28440367] ; [29.28440367 46.71559633],0
p4,1,0.008076,7.016642,[18 16] ; [22 59],[11.82608696 22.17391304] ; [28.17391304 52.82608696],0
p10,1,0.015652,5.841569,[22 12] ; [32 48],[16.10526316 17.89473684] ; [37.89473684 42.10526316],0
p9,1,0.020253,5.389971,[25  9] ; [40 40],[19.38596491 14.61403509] ; [45.61403509 34.38596491],0
v4,1,0.021443,5.290462,[30  4] ; [54 26],[25.05263158  8.94736842] ; [58.94736842 21.05263158],0
a3,1,0.021496,5.28613,[27  7] ; [46 35],[21.5826087 12.4173913] ; [51.4173913 29.5826087],0
p2,1,0.021496,5.28613,[27  7] ; [46 35],[21.5826087 12.4173913] ; [51.4173913 29.5826087],0
v1,1,0.026429,4.927726,[17 17] ; [23 58],[11.82608696 22.17391304] ; [28.17391304 52.82608696],0
a5,1,0.035786,4.407271,[25  9] ; [43 39],[19.93103448 14.06896552] ; [48.06896552 33.93103448],0
r2,1,0.039446,4.241535,[31  3] ; [60 21],[26.90434783  7.09565217] ; [64.09565217 16.90434783],0
r3,1,0.045649,3.994509,[29  5] ; [55 27],[24.62068966  9.37931034] ; [59.37931034 22.62068966],0
p6,1,0.046552,3.961517,[ 9 23] ; [10 70],[ 5.42857143 26.57142857] ; [13.57142857 66.42857143],0
r1,1,0.055718,3.660464,[27  7] ; [50 32],[22.56896552 11.43103448] ; [54.43103448 27.56896552],0
s5,1,0.07157,3.246644,[ 7 26] ; [ 7 72],[ 4.125 28.875] ; [ 9.875 69.125],0
d1,1,0.084522,2.975733,[17 17] ; [27 55],[12.89655172 21.10344828] ; [31.10344828 50.89655172],0
s6,1,0.093249,2.817365,[15 19] ; [23 59],[11.13793103 22.86206897] ; [26.86206897 55.13793103],0
b1,1,0.117533,2.449885,[22 12] ; [40 42],[18.17241379 15.82758621] ; [43.82758621 38.17241379],0
