Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,27.58741,[27  7] ; [20 57],[14.3963964 19.6036036] ; [32.6036036 44.3963964],1
s6,1,5.7e-05,16.207202,[26  8] ; [27 50],[16.23423423 17.76576577] ; [36.76576577 40.23423423],1
s8,1,0.002484,9.152627,[13 21] ; [10 67],[ 7.04504505 26.95495495] ; [15.95495495 61.04504505],0
s7,1,0.004008,8.2804,[16 16] ; [16 57],[ 9.75238095 22.24761905] ; [22.24761905 50.75238095],0
p8,1,0.022612,5.198042,[17 17] ; [21 55],[11.74545455 22.25454545] ; [26.25454545 49.74545455],0
p2,1,0.028834,4.77749,[26  8] ; [42 35],[20.82882883 13.17117117] ; [47.17117117 29.82882883],0
n2,1,0.030476,4.682266,[9 1] ; [16 15],[6.09756098 3.90243902] ; [18.90243902 12.09756098],0
p11,1,0.033816,4.503962,[22 12] ; [33 44],[16.84684685 17.15315315] ; [38.15315315 38.84684685],0
r3,1,0.041402,4.159482,[33  1] ; [64 13],[29.71171171  4.28828829] ; [67.28828829  9.71171171],0
u1,1,0.082119,3.022465,[ 9 25] ; [10 67],[ 5.81981982 28.18018018] ; [13.18018018 63.81981982],0
v4,1,0.089012,2.892155,[32  2] ; [63 14],[29.0990991  4.9009009] ; [65.9009009 11.0990991],0
p7,1,0.097755,2.741788,[18 14] ; [30 47],[14.09174312 17.90825688] ; [33.90825688 43.09174312],0
p4,1,0.109572,2.560389,[19 15] ; [30 46],[15.14545455 18.85454545] ; [33.85454545 42.14545455],0
r4,1,0.116531,2.463335,[29  5] ; [55 22],[25.72972973  8.27027027] ; [58.27027027 18.72972973],0
r1,1,0.116531,2.463335,[29  5] ; [55 22],[25.72972973  8.27027027] ; [58.27027027 18.72972973],0
p6,1,0.120771,2.407291,[10 23] ; [13 63],[ 6.96330275 26.03669725] ; [16.03669725 59.96330275],0
n5,1,0.123814,2.368401,[23 11] ; [40 37],[19.2972973 14.7027027] ; [43.7027027 33.2972973],0
r2,1,0.204386,1.610754,[32  2] ; [66 11],[30.01801802  3.98198198] ; [67.98198198  9.01801802],0
v3,1,0.207431,1.589267,[13 21] ; [20 56],[10.2 23.8] ; [22.8 53.2],0
d4,1,0.254671,1.297496,[30  4] ; [61 16],[27.87387387  6.12612613] ; [63.12612613 13.87387387],0
s4,1,0.26113,1.262755,[ 6 27] ; [ 8 69],[ 4.2 28.8] ; [ 9.8 67.2],0
p10,1,0.267424,1.229914,[12 22] ; [19 57],[ 9.58181818 24.41818182] ; [21.41818182 54.58181818],0
v1,1,0.305696,1.049179,[14 20] ; [24 53],[11.63963964 22.36036036] ; [26.36036036 50.63963964],0
