Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,37.129786,[72  3] ; [37 34],[55.99315068 19.00684932] ; [53.00684932 17.99315068],1
p10,1,0.0,25.956849,[51 24] ; [18 52],[35.68965517 39.31034483] ; [33.31034483 36.68965517],1
r4,1,1e-06,23.277656,[62 13] ; [32 40],[47.95918367 27.04081633] ; [46.04081633 25.95918367],1
p9,1,6e-06,20.511671,[51 23] ; [21 47],[37.52112676 36.47887324] ; [34.47887324 33.52112676],1
s8,1,0.000397,12.544,[27 48] ; [ 8 64],[17.85714286 57.14285714] ; [17.14285714 54.85714286],1
n6,1,0.000528,12.015265,[57 17] ; [35 36],[46.95172414 27.04827586] ; [45.04827586 25.95172414],1
v4,1,0.002304,9.290392,[64 11] ; [45 26],[55.99315068 19.00684932] ; [53.00684932 17.99315068],0
n2,1,0.002937,8.845919,[22  4] ; [15 17],[16.5862069  9.4137931] ; [20.4137931 11.5862069],0
s6,1,0.004534,8.056428,[38 37] ; [20 52],[29.59183673 45.40816327] ; [28.40816327 43.59183673],0
s7,1,0.008642,6.895389,[28 44] ; [12 53],[21.02189781 50.97810219] ; [18.97810219 46.02189781],0
s2,1,0.020138,5.399914,[30 45] ; [16 56],[23.46938776 51.53061224] ; [22.53061224 49.46938776],0
r1,1,0.03302,4.544719,[52 23] ; [37 34],[45.71917808 29.28082192] ; [43.28082192 27.71917808],0
n3,1,0.033965,4.496481,[19  7] ; [13 16],[15.12727273 10.87272727] ; [16.87272727 12.12727273],0
s1,1,0.034563,4.46665,[ 3 71] ; [10 61],[ 6.63448276 67.36551724] ; [ 6.36551724 64.63448276],0
a1,1,0.034776,4.456131,[ 3 72] ; [10 62],[ 6.63265306 68.36734694] ; [ 6.36734694 65.63265306],0
v2,1,0.039509,4.238856,[35 35] ; [23 47],[29. 41.] ; [29. 41.],0
v1,1,0.041598,4.151487,[28 43] ; [17 55],[22.34265734 48.65734266] ; [22.65734266 49.34265734],0
u2,1,0.044802,4.026061,[19 10] ; [10 16],[15.29090909 13.70909091] ; [13.70909091 12.29090909],0
r2,1,0.048153,3.904644,[65  9] ; [51 17],[60.45070423 13.54929577] ; [55.54929577 12.45070423],0
p4,1,0.051179,3.802422,[24 50] ; [13 58],[18.88275862 55.11724138] ; [18.11724138 52.88275862],0
p7,1,0.065143,3.401361,[26 44] ; [16 54],[21. 49.] ; [21. 49.],0
p3,1,0.090951,2.857468,[24 51] ; [14 57],[19.52054795 55.47945205] ; [18.47945205 52.52054795],0
a6,1,0.103648,2.648497,[47 28] ; [35 36],[42.12328767 32.87671233] ; [39.87671233 31.12328767],0
b5,1,0.12168,2.395561,[48 27] ; [37 35],[43.36734694 31.63265306] ; [41.63265306 30.36734694],0
n4,1,0.144773,2.126476,[53 22] ; [42 29],[48.80136986 26.19863014] ; [46.19863014 24.80136986],0
n5,1,0.159343,1.980445,[53 21] ; [43 28],[48.99310345 25.00689655] ; [47.00689655 23.99310345],0
s3,1,0.168476,1.896454,[33 42] ; [23 47],[28.96551724 46.03448276] ; [27.03448276 42.96551724],0
u4,1,0.187202,1.7395,[ 4 71] ; [ 1 71],[ 2.55102041 72.44897959] ; [ 2.44897959 69.55102041],0
b2,1,0.205903,1.6,[15 33] ; [21 27],[18. 30.] ; [18. 30.],0
b3,1,0.205903,1.6,[15 33] ; [21 27],[18. 30.] ; [18. 30.],0
b4,1,0.22412,1.477795,[46 29] ; [37 35],[42.34693878 32.65306122] ; [40.65306122 31.34693878],0
u3,1,0.226969,1.459754,[17 12] ; [11 15],[14.76363636 14.23636364] ; [13.23636364 12.76363636],0
d3,1,0.249962,1.323517,[42 33] ; [33 38],[38.52739726 36.47260274] ; [36.47260274 34.52739726],0
d4,1,0.263766,1.248884,[55 20] ; [46 25],[51.88356164 23.11643836] ; [49.11643836 21.88356164],0
p1,1,0.273293,1.200145,[ 3 72] ; [ 6 66],[ 4.59183673 70.40816327] ; [ 4.40816327 67.59183673],0
u1,1,0.281159,1.161481,[13 62] ; [ 8 64],[10.71428571 64.28571429] ; [10.28571429 61.71428571],0
b1,1,0.287037,1.133466,[33 42] ; [38 34],[36.2244898 38.7755102] ; [34.7755102 37.2244898],0
p5,1,0.414098,0.667006,[ 4 68] ; [ 2 69],[ 3.02097902 68.97902098] ; [ 2.97902098 68.02097902],0
a2,1,0.449328,0.572347,[12 63] ; [15 57],[13.7755102 61.2244898] ; [13.2244898 58.7755102],0
p6,1,0.51371,0.426504,[10 64] ; [ 7 63],[ 8.73611111 65.26388889] ; [ 8.26388889 61.73611111],0
a5,1,0.5358,0.38338,[41 34] ; [43 29],[42.85714286 32.14285714] ; [41.14285714 30.85714286],0
d1,1,0.552688,0.352523,[37 38] ; [32 40],[35.20408163 39.79591837] ; [33.79591837 38.20408163],0
p12,1,0.583875,0.300012,[ 2 73] ; [ 1 71],[ 1.53061224 73.46938776] ; [ 1.46938776 70.53061224],0
a3,1,0.584108,0.299641,[46 29] ; [46 24],[47.5862069 27.4137931] ; [44.4137931 25.5862069],0
v3,1,0.628771,0.233731,[25 47] ; [21 47],[23.65714286 48.34285714] ; [22.34285714 45.65714286],0
s4,1,0.637032,0.222645,[ 9 65] ; [ 7 65],[ 8.10958904 65.89041096] ; [ 7.89041096 64.10958904],0
p8,1,0.663274,0.189571,[17 58] ; [14 57],[15.92465753 59.07534247] ; [15.07534247 55.92465753],0
a4,1,0.734434,0.115079,[29 46] ; [29 41],[30. 45.] ; [28. 42.],0
a7,1,0.788041,0.072283,[46 29] ; [42 29],[45.20547945 29.79452055] ; [42.79452055 28.20547945],0
d5,1,0.920764,0.009895,[48 27] ; [46 25],[48.28767123 26.71232877] ; [45.71232877 25.28767123],0
n1,1,0.932731,0.007125,[12 13] ; [15 17],[11.84210526 13.15789474] ; [15.15789474 16.84210526],0
a8,1,0.940213,0.005625,[ 7 67] ; [ 6 60],[ 6.87142857 67.12857143] ; [ 6.12857143 59.87142857],0
d2,1,0.954213,0.003297,[35 40] ; [33 37],[35.17241379 39.82758621] ; [32.82758621 37.17241379],0
