Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,24.583848,[67 10] ; [27 30],[54.01492537 22.98507463] ; [39.98507463 17.01492537],1
p4,1,1e-06,24.357943,[44 34] ; [ 8 48],[30.26865672 47.73134328] ; [21.73134328 34.26865672],1
v4,1,2e-06,22.565067,[72  6] ; [33 24],[60.66666667 17.33333333] ; [44.33333333 12.66666667],1
p9,1,3e-06,22.052858,[54 23] ; [15 38],[40.86923077 36.13076923] ; [28.13076923 24.86923077],1
p10,1,0.000127,14.680782,[44 33] ; [13 42],[33.25 43.75] ; [23.75 31.25],1
r4,1,0.000187,13.96202,[60 18] ; [26 31],[49.68888889 28.31111111] ; [36.31111111 20.68888889],1
s6,1,0.000503,12.105102,[44 33] ; [15 41],[34.15789474 42.84210526] ; [24.84210526 31.15789474],1
s7,1,0.000637,11.665766,[35 41] ; [ 8 41],[26.144 49.856] ; [16.856 32.144],1
p7,1,0.001073,10.696713,[41 37] ; [14 43],[31.77777778 46.22222222] ; [23.22222222 33.77777778],0
p8,1,0.001375,10.23867,[31 47] ; [ 8 48],[22.70149254 55.29850746] ; [16.29850746 39.70149254],0
p3,1,0.001428,10.169213,[34 44] ; [10 47],[25.42222222 52.57777778] ; [18.57777778 38.42222222],0
p6,1,0.001471,10.115195,[23 55] ; [ 4 52],[15.71641791 62.28358209] ; [11.28358209 44.71641791],0
a1,1,0.002522,9.124864,[ 2 76] ; [10 47],[ 6.93333333 71.06666667] ; [ 5.06666667 51.93333333],0
n6,1,0.002798,8.934727,[56 21] ; [27 30],[47.69402985 29.30597015] ; [35.30597015 21.69402985],0
s8,1,0.005766,7.622012,[26 52] ; [ 7 49],[19.20895522 58.79104478] ; [13.79104478 42.20895522],0
s2,1,0.008162,6.997483,[35 43] ; [13 44],[27.73333333 50.26666667] ; [20.26666667 36.73333333],0
s3,1,0.027816,4.839413,[42 36] ; [19 36],[35.77443609 42.22556391] ; [25.22556391 29.77443609],0
s5,1,0.02972,4.72539,[23 51] ; [ 8 47],[17.78294574 56.21705426] ; [13.21705426 41.78294574],0
d3,1,0.038582,4.279161,[49 27] ; [26 30],[43.18181818 32.81818182] ; [31.81818182 24.18181818],0
v1,1,0.039129,4.255273,[29 48] ; [12 45],[23.55970149 53.44029851] ; [17.44029851 39.55970149],0
s1,1,0.043079,4.092308,[ 4 72] ; [ 9 48],[ 7.42857143 68.57142857] ; [ 5.57142857 51.42857143],0
b5,1,0.070872,3.2627,[53 25] ; [30 27],[47.95555556 30.04444444] ; [35.04444444 21.95555556],0
r1,1,0.083092,3.00336,[50 26] ; [29 28],[45.14285714 30.85714286] ; [33.85714286 23.14285714],0
a7,1,0.094956,2.788279,[54 23] ; [32 25],[49.41791045 27.58208955] ; [36.58208955 20.41791045],0
r2,1,0.111783,2.528828,[67 10] ; [42 13],[63.58333333 13.41666667] ; [45.41666667  9.58333333],0
u3,1,0.125548,2.346711,[17 16] ; [ 6 14],[14.32075472 18.67924528] ; [ 8.67924528 11.32075472],0
s4,1,0.138565,2.193826,[19 59] ; [ 8 49],[15.6 62.4] ; [11.4 45.6],0
a4,1,0.156828,2.004551,[26 52] ; [25 30],[29.90977444 48.09022556] ; [21.09022556 33.90977444],0
a2,1,0.200853,1.636158,[10 68] ; [12 45],[12.71111111 65.28888889] ; [ 9.28888889 47.71111111],0
p5,1,0.216474,1.527596,[ 9 69] ; [ 3 53],[ 6.98507463 71.01492537] ; [ 5.01492537 50.98507463],0
b2,1,0.255143,1.294924,[10 28] ; [15 24],[12.33766234 25.66233766] ; [12.66233766 26.33766234],0
b3,1,0.255143,1.294924,[10 28] ; [15 24],[12.33766234 25.66233766] ; [12.66233766 26.33766234],0
d4,1,0.255624,1.292303,[56 22] ; [35 21],[52.97014925 25.02985075] ; [38.02985075 17.97014925],0
a3,1,0.275515,1.189083,[44 32] ; [37 18],[46.99236641 29.00763359] ; [34.00763359 20.99236641],0
v3,1,0.309752,1.031731,[13 64] ; [13 41],[15.28244275 61.71755725] ; [10.71755725 43.28244275],0
d2,1,0.326901,0.961136,[33 45] ; [28 27],[35.77443609 42.22556391] ; [25.22556391 29.77443609],0
u2,1,0.365731,0.818118,[14 19] ; [ 6 14],[12.45283019 20.54716981] ; [ 7.54716981 12.45283019],0
n4,1,0.380283,0.769786,[49 28] ; [32 25],[46.54477612 30.45522388] ; [34.45522388 22.54477612],0
b1,1,0.430643,0.621089,[44 34] ; [36 21],[46.22222222 31.77777778] ; [33.77777778 23.22222222],0
a5,1,0.446356,0.579888,[40 38] ; [33 24],[42.17777778 35.82222222] ; [30.82222222 26.17777778],0
u1,1,0.459727,0.546559,[10 68] ; [ 5 52],[ 8.66666667 69.33333333] ; [ 6.33333333 50.66666667],0
p12,1,0.478979,0.501186,[ 3 75] ; [ 1 56],[ 2.31111111 75.68888889] ; [ 1.68888889 55.31111111],0
n1,1,0.5221,0.409742,[12 18] ; [14 15],[13.22033898 16.77966102] ; [12.77966102 16.22033898],0
n2,1,0.530402,0.393622,[20 11] ; [17 13],[18.80327869 12.19672131] ; [18.19672131 11.80327869],0
b4,1,0.587478,0.294301,[42 36] ; [28 29],[40.44444444 37.55555556] ; [29.55555556 27.44444444],0
d5,1,0.696003,0.152663,[52 25] ; [36 20],[50.94736842 26.05263158] ; [37.05263158 18.94736842],0
d1,1,0.706677,0.141618,[34 44] ; [23 34],[32.93333333 45.06666667] ; [24.06666667 32.93333333],0
p1,1,0.711645,0.13664,[ 8 70] ; [ 7 50],[ 8.66666667 69.33333333] ; [ 6.33333333 50.66666667],0
n5,1,0.748399,0.102882,[50 28] ; [35 22],[49.11111111 28.88888889] ; [35.88888889 21.11111111],0
n3,1,0.956332,0.002998,[17 14] ; [15 12],[17.10344828 13.89655172] ; [14.89655172 12.10344828],0
a8,1,0.964688,0.00196,[ 8 65] ; [ 6 50],[ 7.92248062 65.07751938] ; [ 6.07751938 49.92248062],0
a6,1,0.974904,0.00099,[42 36] ; [30 26],[41.91044776 36.08955224] ; [30.08955224 25.91044776],0
