Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.9e-05,18.299937,[45 12] ; [165 176],[30.07537688 26.92462312] ; [179.92462312 161.07537688],1
s2,1,6.9e-05,15.833759,[33 24] ; [106 238],[19.75810474 37.24189526] ; [119.24189526 224.75810474],1
s3,1,8.4e-05,15.470427,[39 19] ; [134 205],[25.27455919 32.72544081] ; [147.72544081 191.27455919],1
s5,1,0.004405,8.108968,[22 32] ; [ 77 263],[13.56852792 40.43147208] ; [ 85.43147208 254.56852792],0
b2,1,0.009181,6.787215,[ 2 25] ; [ 61 132],[ 7.73181818 19.26818182] ; [ 55.26818182 137.73181818],0
b3,1,0.009181,6.787215,[ 2 25] ; [ 61 132],[ 7.73181818 19.26818182] ; [ 55.26818182 137.73181818],0
s7,1,0.029912,4.714335,[23 34] ; [ 86 241],[16.1796875 40.8203125] ; [ 92.8203125 234.1796875],0
d3,1,0.050046,3.839923,[47 12] ; [230 114],[40.55334988 18.44665012] ; [236.44665012 107.55334988],0
a8,1,0.05157,3.789654,[ 2 52] ; [ 40 271],[ 6.21369863 47.78630137] ; [ 35.78630137 275.21369863],0
d2,1,0.057141,3.618487,[18 41] ; [150 193],[24.65671642 34.34328358] ; [143.34328358 199.65671642],0
n4,1,0.081991,3.024992,[37 22] ; [255  91],[42.5382716 16.4617284] ; [249.4617284  96.5382716],0
p3,1,0.08302,3.004761,[31 28] ; [138 203],[24.9275 34.0725] ; [144.0725 196.9275],0
n6,1,0.095952,2.771576,[50  8] ; [262  81],[45.12718204 12.87281796] ; [266.87281796  76.12718204],0
b1,1,0.122172,2.389258,[16 43] ; [130 216],[21.2691358 37.7308642] ; [124.7308642 221.2691358],0
p6,1,0.127593,2.321549,[21 37] ; [ 89 247],[16.1928934 41.8071066] ; [ 93.8071066 242.1928934],0
v3,1,0.13019,2.290239,[14 42] ; [117 214],[18.95607235 37.04392765] ; [112.04392765 218.95607235],0
u2,1,0.147028,2.102818,[ 7 11] ; [68 51],[9.8540146 8.1459854] ; [65.1459854 53.8540146],0
a2,1,0.150851,2.063623,[ 9 50] ; [ 82 264],[13.25679012 45.74320988] ; [ 77.74320988 268.25679012],0
d1,1,0.165746,1.921004,[27 32] ; [192 154],[31.9037037 27.0962963] ; [187.0962963 158.9037037],0
p1,1,0.17643,1.827443,[ 2 57] ; [ 29 313],[ 4.56109726 54.43890274] ; [ 26.43890274 315.56109726],0
n5,1,0.207614,1.587986,[36 23] ; [237 105],[40.16708229 18.83291771] ; [232.83291771 109.16708229],0
p10,1,0.208583,1.581237,[47 11] ; [249  91],[43.13567839 14.86432161] ; [252.86432161  87.13567839],0
r3,1,0.239533,1.38334,[52  5] ; [327  17],[53.87281796  3.12718204] ; [325.12718204  18.87281796],0
p11,1,0.262263,1.256773,[41 18] ; [264  82],[44.43209877 14.56790123] ; [260.56790123  85.43209877],0
p5,1,0.265193,1.241445,[ 2 57] ; [ 25 316],[ 3.9825 55.0175] ; [ 23.0175 317.9825],0
p9,1,0.274285,1.19519,[47 11] ; [252  87],[43.68261965 14.31738035] ; [255.31738035  83.68261965],0
v2,1,0.276526,1.184084,[28 29] ; [186 141],[31.765625 25.234375] ; [182.234375 144.765625],0
d4,1,0.283741,1.149082,[45 14] ; [281  61],[47.96508728 11.03491272] ; [278.03491272  63.96508728],0
a7,1,0.296093,1.091706,[41 18] ; [261  83],[44.2133995 14.7866005] ; [257.7866005  86.2133995],0
u1,1,0.300155,1.073505,[ 6 53] ; [ 53 293],[ 8.59506173 50.40493827] ; [ 50.40493827 295.59506173],0
v1,1,0.313518,1.015796,[24 34] ; [165 175],[27.54271357 30.45728643] ; [161.45728643 178.54271357],0
d5,1,0.360683,0.835512,[43 16] ; [270  75],[45.71039604 13.28960396] ; [267.28960396  77.71039604],0
p2,1,0.374575,0.788432,[45 14] ; [277  64],[47.495 11.505] ; [274.505  66.495],0
p4,1,0.382089,0.763969,[34 25] ; [175 165],[30.9047619 28.0952381] ; [178.0952381 161.9047619],0
a1,1,0.422853,0.642372,[ 1 58] ; [ 13 333],[ 2.03950617 56.96049383] ; [ 11.96049383 334.03950617],0
n1,1,0.475125,0.510032,[5 7] ; [26 57],[3.91578947 8.08421053] ; [27.08421053 55.91578947],0
a4,1,0.54665,0.363352,[24 35] ; [154 189],[26.12437811 32.87562189] ; [151.87562189 191.12437811],0
a3,1,0.549496,0.358221,[41 18] ; [224 118],[38.99002494 20.00997506] ; [226.00997506 115.99002494],0
