Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.747324,[58 19] ; [ 3 23],[45.60194175 31.39805825] ; [15.39805825 10.60194175],1
r3,1,0.0,26.649393,[64 12] ; [ 8 18],[53.64705882 22.35294118] ; [18.35294118  7.64705882],1
r2,1,8.1e-05,15.546051,[69  7] ; [14 11],[62.45544554 13.54455446] ; [20.54455446  4.45544554],1
p2,1,0.000812,11.213843,[47 30] ; [ 6 20],[39.62135922 37.37864078] ; [13.37864078 12.62135922],1
p11,1,0.000817,11.20126,[44 33] ; [ 5 21],[36.63106796 40.36893204] ; [12.36893204 13.63106796],1
n6,1,0.001231,10.442904,[50 27] ; [ 7 18],[43.02941176 33.97058824] ; [13.97058824 11.02941176],0
r1,1,0.00164,9.914612,[56 21] ; [10 16],[49.33980583 27.66019417] ; [16.66019417  9.33980583],0
v2,1,0.002372,9.236466,[34 42] ; [ 3 23],[27.56862745 48.43137255] ; [ 9.43137255 16.56862745],0
a1,1,0.016087,5.793354,[ 2 75] ; [ 4 22],[ 4.48543689 72.51456311] ; [ 1.51456311 24.48543689],0
v3,1,0.023614,5.122734,[22 52] ; [ 2 24],[17.76 56.24] ; [ 6.24 19.76],0
u2,1,0.025748,4.972874,[16 15] ; [ 2 11],[12.68181818 18.31818182] ; [5.31818182 7.68181818],0
n2,1,0.030329,4.690524,[20 11] ; [ 5 11],[16.4893617 14.5106383] ; [8.5106383 7.4893617],0
n3,1,0.033895,4.5,[20 10] ; [ 5 10],[16.66666667 13.33333333] ; [8.33333333 6.66666667],0
p7,1,0.050861,3.812844,[34 42] ; [ 6 20],[29.80392157 46.19607843] ; [10.19607843 15.80392157],0
d5,1,0.06271,3.464224,[54 23] ; [13 13],[50.08737864 26.91262136] ; [16.91262136  9.08737864],0
a7,1,0.082561,3.01375,[47 29] ; [11 15],[43.21568627 32.78431373] ; [14.78431373 11.21568627],0
p4,1,0.087538,2.91907,[25 51] ; [ 4 22],[21.60784314 54.39215686] ; [ 7.39215686 18.60784314],0
a6,1,0.09073,2.861365,[50 27] ; [12 14],[46.34951456 30.65048544] ; [15.65048544 10.34951456],0
p8,1,0.117782,2.446573,[21 56] ; [ 3 22],[18.11764706 58.88235294] ; [ 5.88235294 19.11764706],0
a5,1,0.122116,2.389964,[46 31] ; [11 15],[42.61165049 34.38834951] ; [14.38834951 11.61165049],0
p10,1,0.126467,2.335345,[20 57] ; [ 3 23],[17.19417476 59.80582524] ; [ 5.80582524 20.19417476],0
v1,1,0.146474,2.108588,[23 54] ; [ 4 22],[20.18446602 56.81553398] ; [ 6.81553398 19.18446602],0
p3,1,0.160966,1.965124,[22 53] ; [ 4 22],[19.30693069 55.69306931] ; [ 6.69306931 19.30693069],0
s1,1,0.171798,1.86718,[ 5 71] ; [ 4 22],[ 6.70588235 69.29411765] ; [ 2.29411765 23.70588235],0
b5,1,0.192143,1.701106,[38 39] ; [ 9 17],[35.13592233 41.86407767] ; [11.86407767 14.13592233],0
p6,1,0.207712,1.587302,[14 61] ; [ 2 23],[12. 63.] ; [ 4. 21.],0
b2,1,0.260522,1.265982,[13 31] ; [ 8 10],[14.90322581 29.09677419] ; [ 6.09677419 11.90322581],0
b3,1,0.260522,1.265982,[13 31] ; [ 8 10],[14.90322581 29.09677419] ; [ 6.09677419 11.90322581],0
a2,1,0.309974,1.030788,[12 65] ; [ 2 24],[10.46601942 66.53398058] ; [ 3.53398058 22.46601942],0
d3,1,0.334749,0.930439,[41 36] ; [11 15],[38.87378641 38.12621359] ; [13.12621359 12.87378641],0
n5,1,0.334749,0.930439,[36 41] ; [15 11],[38.12621359 38.87378641] ; [12.87378641 13.12621359],0
s5,1,0.38098,0.767536,[ 7 69] ; [ 4 22],[ 8.19607843 67.80392157] ; [ 2.80392157 23.19607843],0
s4,1,0.405973,0.690561,[ 5 72] ; [ 3 23],[ 5.98058252 71.01941748] ; [ 2.01941748 23.98058252],0
p12,1,0.421819,0.645243,[ 1 75] ; [ 1 25],[ 1.49019608 74.50980392] ; [ 0.50980392 25.49019608],0
