Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.747324,[58 19] ; [ 3 23],[45.60194175 31.39805825] ; [15.39805825 10.60194175],1
n1,1,0.48573,0.48597,[10 20] ; [7 9],[11.08695652 18.91304348] ; [ 5.91304348 10.08695652],0
s7,1,0.527089,0.4,[13 59] ; [ 3 21],[12. 60.] ; [ 4. 20.],0
p1,1,0.571784,0.319707,[ 6 70] ; [ 3 23],[ 6.70588235 69.29411765] ; [ 2.29411765 23.70588235],0
a3,1,0.572058,0.319251,[45 32] ; [13 12],[43.78431373 33.21568627] ; [14.21568627 10.78431373],0
s2,1,0.597291,0.279101,[12 64] ; [ 3 23],[11.17647059 64.82352941] ; [ 3.82352941 22.17647059],0
d2,1,0.605477,0.266813,[35 41] ; [13 12],[36.11881188 39.88118812] ; [11.88118812 13.11881188],0
b1,1,0.691804,0.157139,[38 39] ; [14 12],[38.87378641 38.12621359] ; [13.12621359 12.87378641],0
d4,1,0.695407,0.153294,[50 26] ; [16 10],[49.17647059 26.82352941] ; [16.82352941  9.17647059],0
a8,1,0.696878,0.15174,[ 4 68] ; [ 2 24],[ 4.40816327 67.59183673] ; [ 1.59183673 24.40816327],0
a4,1,0.743865,0.106758,[28 49] ; [10 15],[28.68627451 48.31372549] ; [ 9.31372549 15.68627451],0
n4,1,0.780706,0.077506,[48 29] ; [17  9],[48.59223301 28.40776699] ; [16.40776699  9.59223301],0
d1,1,0.781138,0.077193,[32 45] ; [10 16],[31.39805825 45.60194175] ; [10.60194175 15.39805825],0
s3,1,0.841874,0.039799,[20 57] ; [ 7 18],[20.38235294 56.61764706] ; [ 6.61764706 18.38235294],0
b4,1,0.854225,0.033757,[46 31] ; [15 11],[45.60194175 31.39805825] ; [15.39805825 10.60194175],0
