Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,4.3e-05,16.729668,[ 6 25] ; [45 26],[15.5 15.5] ; [35.5 35.5],1
s2,1,6.3e-05,16.010136,[10 21] ; [52 18],[19.02970297 11.97029703] ; [42.97029703 27.02970297],1
s3,1,0.000123,14.749208,[ 9 22] ; [49 21],[17.8019802 13.1980198] ; [40.1980198 29.8019802],1
s7,1,0.001291,10.355167,[11 17] ; [51 18],[17.89690722 10.10309278] ; [44.10309278 24.89690722],0
s5,1,0.003215,8.681084,[ 4 24] ; [31 36],[10.31578947 17.68421053] ; [24.68421053 42.31578947],0
p10,1,0.006093,7.522524,[19 12] ; [60 10],[24.24752475  6.75247525] ; [54.75247525 15.24752475],0
d2,1,0.009207,6.782207,[11 20] ; [45 26],[17.01960784 13.98039216] ; [38.98039216 32.01960784],0
a5,1,0.013321,6.12591,[17 14] ; [56 15],[22.18627451  8.81372549] ; [50.81372549 20.18627451],0
p9,1,0.019136,5.489037,[23  8] ; [65  6],[26.74509804  4.25490196] ; [61.25490196  9.74509804],0
r1,1,0.01932,5.472337,[18 13] ; [57 14],[22.79411765  8.20588235] ; [52.20588235 18.79411765],0
p2,1,0.022223,5.228223,[30  1] ; [56 15],[26.1372549  4.8627451] ; [59.8627451 11.1372549],0
b3,1,0.024204,5.079949,[12  3] ; [25 28],[8.16176471 6.83823529] ; [28.83823529 24.16176471],0
b2,1,0.024204,5.079949,[12  3] ; [25 28],[8.16176471 6.83823529] ; [28.83823529 24.16176471],0
v1,1,0.026701,4.910035,[11 20] ; [41 28],[16.12 14.88] ; [35.88 33.12],0
d4,1,0.0541,3.709613,[21 10] ; [60 11],[24.61764706  6.38235294] ; [56.38235294 14.61764706],0
d5,1,0.085941,2.948805,[22  8] ; [62  9],[24.95049505  5.04950495] ; [59.04950495 11.95049505],0
d1,1,0.086555,2.937301,[14 17] ; [45 26],[17.93137255 13.06862745] ; [41.06862745 29.93137255],0
a2,1,0.127956,2.317129,[ 7 24] ; [27 44],[10.33333333 20.66666667] ; [23.66666667 47.33333333],0
u1,1,0.140762,2.169605,[ 6 25] ; [24 47],[ 9.11764706 21.88235294] ; [20.88235294 50.11764706],0
n4,1,0.153192,2.040177,[23  8] ; [61 10],[25.52941176  5.47058824] ; [58.47058824 12.52941176],0
r4,1,0.185927,1.749602,[25  6] ; [64  7],[27.04901961  3.95098039] ; [61.95098039  9.04901961],0
v2,1,0.210799,1.565928,[15 14] ; [45 24],[17.75510204 11.24489796] ; [42.24489796 26.75510204],0
p4,1,0.21739,1.52152,[17 14] ; [48 23],[19.75490196 11.24509804] ; [45.24509804 25.75490196],0
b1,1,0.226542,1.462439,[10 21] ; [32 39],[12.76470588 18.23529412] ; [29.23529412 41.76470588],0
u3,1,0.23323,1.421053,[5 4] ; [14  4],[6.33333333 2.66666667] ; [12.66666667  5.33333333],0
b4,1,0.253434,1.304275,[15 16] ; [43 28],[17.62745098 13.37254902] ; [40.37254902 30.62745098],0
a4,1,0.277658,1.178515,[15 16] ; [42 28],[17.4950495 13.5049505] ; [39.5049505 30.4950495],0
a6,1,0.281763,1.158564,[25  6] ; [50 21],[22.79411765  8.20588235] ; [52.20588235 18.79411765],0
a7,1,0.320315,0.987658,[24  6] ; [50 21],[21.98019802  8.01980198] ; [52.01980198 18.98019802],0
p3,1,0.323867,0.973266,[12 19] ; [35 36],[14.28431373 16.71568627] ; [32.71568627 38.28431373],0
n3,1,0.338426,0.916385,[11  2] ; [14  6],[9.84848485 3.15151515] ; [15.15151515  4.84848485],0
b5,1,0.36452,0.82226,[19 12] ; [50 21],[20.97058824 10.02941176] ; [48.02941176 22.97058824],0
r2,1,0.36467,0.821746,[28  2] ; [69  2],[28.81188119  1.18811881] ; [68.18811881  2.81188119],0
r3,1,0.38439,0.756613,[29  2] ; [69  2],[29.78431373  1.21568627] ; [68.21568627  2.78431373],0
n5,1,0.397499,0.715878,[20 11] ; [51 19],[21.79207921  9.20792079] ; [49.20792079 20.79207921],0
p1,1,0.451859,0.565984,[ 2 29] ; [ 8 63],[ 3.03921569 27.96078431] ; [ 6.96078431 64.03921569],0
n6,1,0.500825,0.453187,[25  6] ; [61 10],[26.1372549  4.8627451] ; [59.8627451 11.1372549],0
