Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,63.357527,[112  57] ; [ 29 110],[77.36688312 91.63311688] ; [63.63311688 75.36688312],1
p6,1,0.0,46.721304,[82 86] ; [ 16 119],[ 54.33663366 113.66336634] ; [43.66336634 91.33663366],1
p7,1,0.0,33.630822,[121  46] ; [54 83],[96.13486842 70.86513158] ; [78.86513158 58.13486842],1
p2,1,0.0,29.108177,[153  16] ; [91 48],[133.88311688  35.11688312] ; [110.11688312  28.88311688],1
p8,1,0.0,27.267368,[108  58] ; [47 88],[85.48172757 80.51827243] ; [69.51827243 65.48172757],1
s6,1,1.7e-05,18.469935,[90 75] ; [41 96],[71.57284768 93.42715232] ; [59.42715232 77.57284768],1
v1,1,2e-05,18.199178,[105  63] ; [52 85],[86.47868852 81.52131148] ; [70.52131148 66.47868852],1
p10,1,2.2e-05,18.01815,[144  24] ; [89 48],[128.34098361  39.65901639] ; [104.65901639  32.34098361],1
p11,1,0.00028,13.200933,[140  29] ; [90 49],[126.2012987  42.7987013] ; [103.7987013  35.2012987],1
n5,1,0.000287,13.152961,[125  42] ; [76 62],[110.0557377  56.9442623] ; [90.9442623 47.0557377],1
p9,1,0.000321,12.945464,[146  23] ; [93 41],[133.30363036  35.69636964] ; [105.69636964  28.30363036],1
n4,1,0.000759,11.340054,[134  35] ; [86 53],[120.71428571  48.28571429] ; [99.28571429 39.71428571],1
s7,1,0.001212,10.471727,[ 55 101] ; [ 24 108],[ 42.79166667 113.20833333] ; [36.20833333 95.79166667],0
n6,1,0.001801,9.741853,[145  23] ; [100  39],[134.07166124  33.92833876] ; [110.92833876  28.07166124],0
r4,1,0.002543,9.109206,[155  14] ; [111  28],[145.95454545  23.04545455] ; [120.04545455  18.95454545],0
r1,1,0.003979,8.293514,[140  29] ; [95 43],[129.36482085  39.63517915] ; [105.63517915  32.36482085],0
p5,1,0.005779,7.617936,[ 23 146] ; [  6 132],[ 15.96416938 153.03583062] ; [ 13.03583062 124.96416938],0
v4,1,0.006946,7.286915,[163   6] ; [123  16],[156.92857143  12.07142857] ; [129.07142857   9.92857143],0
a5,1,0.009475,6.731067,[133  36] ; [91 48],[122.90909091  46.09090909] ; [101.09090909  37.90909091],0
