Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.018688,5.530439,[ 3 13] ; [45 44],[7.31428571 8.68571429] ; [40.68571429 48.31428571],0
s6,1,0.021974,5.247817,[9 7] ; [24 64],[ 5.07692308 10.92307692] ; [27.92307692 60.07692308],0
b1,1,0.049104,3.871808,[ 4 12] ; [46 43],[7.61904762 8.38095238] ; [42.38095238 46.61904762],0
s2,1,0.059709,3.545455,[7 9] ; [19 69],[ 4. 12.] ; [22. 66.],0
n1,1,0.112124,2.524022,[1 8] ; [17 27],[3.05660377 5.94339623] ; [14.94339623 29.05660377],0
u2,1,0.117934,2.444549,[5 2] ; [15 23],[3.11111111 3.88888889] ; [16.88888889 21.11111111],0
n2,1,0.122122,2.389888,[3 6] ; [27 17],[5.09433962 3.90566038] ; [24.90566038 19.09433962],0
v3,1,0.126674,2.332796,[ 1 15] ; [20 67],[ 3.26213592 12.73786408] ; [17.73786408 69.26213592],0
u3,1,0.132626,2.261499,[4 3] ; [11 28],[2.2826087 4.7173913] ; [12.7173913 26.2826087],0
d3,1,0.153916,2.033009,[10  6] ; [38 50],[7.38461538 8.61538462] ; [40.61538462 47.38461538],0
a5,1,0.15445,2.027739,[ 5 11] ; [45 44],[7.61904762 8.38095238] ; [42.38095238 46.61904762],0
p2,1,0.154877,2.023544,[11  5] ; [43 44],[8.38834951 7.61165049] ; [45.61165049 41.38834951],0
s7,1,0.165218,1.925804,[7 9] ; [22 61],[ 4.68686869 11.31313131] ; [24.31313131 58.68686869],0
b5,1,0.179401,1.802581,[11  5] ; [45 44],[8.53333333 7.46666667] ; [47.46666667 41.53333333],0
p9,1,0.205271,1.604472,[ 6 10] ; [46 38],[8.32 7.68] ; [43.68 40.32],0
r1,1,0.246666,1.34209,[ 3 13] ; [29 58],[ 4.97087379 11.02912621] ; [27.02912621 59.97087379],0
n4,1,0.254579,1.297997,[7 9] ; [52 36],[9.07692308 6.92307692] ; [49.92307692 38.07692308],0
a7,1,0.295621,1.093843,[10  6] ; [42 45],[8.0776699 7.9223301] ; [43.9223301 43.0776699],0
s3,1,0.352017,0.866172,[7 9] ; [27 58],[ 5.38613861 10.61386139] ; [28.61386139 56.38613861],0
v2,1,0.368602,0.808371,[ 4 11] ; [33 52],[5.55 9.45] ; [31.45 53.55],0
r3,1,0.395732,0.721257,[7 9] ; [47 38],[8.55445545 7.44554455] ; [45.44554455 39.55445545],0
d2,1,0.414003,0.667277,[8 8] ; [34 53],[6.52427184 9.47572816] ; [35.47572816 51.52427184],0
v4,1,0.415101,0.664142,[11  5] ; [48 35],[9.53535354 6.46464646] ; [49.46464646 33.53535354],0
p6,1,0.421855,0.645141,[ 3 13] ; [10 77],[ 2.01941748 13.98058252] ; [10.98058252 76.01941748],0
b4,1,0.42407,0.639008,[8 8] ; [54 35],[9.44761905 6.55238095] ; [52.55238095 36.44761905],0
a4,1,0.425812,0.634218,[ 4 12] ; [31 57],[ 5.38461538 10.61538462] ; [29.61538462 58.38461538],0
d5,1,0.47595,0.50813,[8 8] ; [53 36],[9.2952381 6.7047619] ; [51.7047619 37.2952381],0
a1,1,0.479458,0.500096,[ 1 15] ; [11 78],[ 1.82857143 14.17142857] ; [10.17142857 78.82857143],0
a2,1,0.479458,0.500096,[ 1 15] ; [11 78],[ 1.82857143 14.17142857] ; [10.17142857 78.82857143],0
p4,1,0.590464,0.28962,[ 3 13] ; [22 66],[ 3.84615385 12.15384615] ; [21.15384615 66.84615385],0
s5,1,0.592263,0.286823,[ 3 12] ; [13 76],[ 2.30769231 12.69230769] ; [13.69230769 75.30769231],0
n6,1,0.677628,0.172808,[9 7] ; [43 42],[8.23762376 7.76237624] ; [43.76237624 41.23762376],0
n3,1,0.713947,0.134367,[5 4] ; [21 22],[4.5 4.5] ; [21.5 21.5],0
p8,1,0.738687,0.111284,[ 4 11] ; [20 68],[ 3.49514563 11.50485437] ; [20.50485437 67.49514563],0
b2,1,0.740826,0.109402,[4 8] ; [20 32],[4.5 7.5] ; [19.5 32.5],0
b3,1,0.740826,0.109402,[4 8] ; [20 32],[4.5 7.5] ; [19.5 32.5],0
u1,1,0.822601,0.050266,[ 1 15] ; [ 7 82],[ 1.21904762 14.78095238] ; [ 6.78095238 82.21904762],0
p7,1,0.832156,0.044917,[ 5 10] ; [26 59],[ 4.65 10.35] ; [26.35 58.65],0
d1,1,0.837013,0.042319,[ 6 10] ; [31 58],[ 5.63809524 10.36190476] ; [31.36190476 57.63809524],0
s8,1,0.853016,0.034325,[ 3 13] ; [15 74],[ 2.74285714 13.25714286] ; [15.25714286 73.74285714],0
d4,1,0.864129,0.029282,[10  6] ; [53 35],[9.69230769 6.30769231] ; [53.30769231 34.69230769],0
p11,1,0.901169,0.015422,[8 8] ; [43 46],[7.77142857 8.22857143] ; [43.22857143 45.77142857],0
a3,1,0.927683,0.008237,[9 7] ; [50 37],[9.16504854 6.83495146] ; [49.83495146 37.16504854],0
s1,1,0.928554,0.00804,[ 1 15] ; [ 5 83],[ 0.92307692 15.07692308] ; [ 5.07692308 82.92307692],0
p1,1,0.933502,0.006962,[ 1 15] ; [ 6 82],[ 1.07692308 14.92307692] ; [ 5.92307692 82.07692308],0
n5,1,0.982381,0.000488,[10  6] ; [54 32],[10.03921569  5.96078431] ; [53.96078431 32.03921569],0
r2,1,0.990283,0.000148,[8 6] ; [47 35],[8.02083333 5.97916667] ; [46.97916667 35.02083333],0
p10,1,1.0,0.0,[8 8] ; [43 43],[8. 8.] ; [43. 43.],0
