Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4.9e-05,16.487454,[57 25] ; [158 196],[40.43577982 41.56422018] ; [174.56422018 179.43577982],1
s2,1,7.2e-05,15.7526,[38 43] ; [ 89 270],[23.37954545 57.62045455] ; [103.62045455 255.37954545],1
p3,1,0.000151,14.356256,[48 35] ; [127 233],[32.78781038 50.21218962] ; [142.21218962 217.78781038],1
d2,1,0.000201,13.826303,[50 33] ; [136 223],[34.92760181 48.07239819] ; [151.07239819 207.92760181],1
s3,1,0.000208,13.760918,[46 35] ; [123 233],[31.32494279 49.67505721] ; [137.67505721 218.32494279],1
d1,1,0.00043,12.398782,[58 25] ; [176 187],[43.5470852 39.4529148] ; [190.4529148 172.5470852],1
r4,1,0.001362,10.257155,[82  1] ; [314  49],[73.69506726  9.30493274] ; [322.30493274  40.69506726],0
p6,1,0.002868,8.889894,[32 51] ; [ 80 273],[21.32110092 61.67889908] ; [ 90.67889908 262.32110092],0
d5,1,0.005612,7.670767,[74  9] ; [272  90],[64.53483146 18.46516854] ; [281.46516854  80.53483146],0
p4,1,0.011279,6.420837,[50 33] ; [160 197],[39.61363636 43.38636364] ; [170.38636364 186.61363636],0
a5,1,0.015189,5.894467,[64 19] ; [229 134],[54.52690583 28.47309417] ; [238.47309417 124.52690583],0
p11,1,0.018994,5.502026,[71 12] ; [266  97],[62.71524664 20.28475336] ; [274.28475336  88.71524664],0
p8,1,0.021265,5.304941,[47 35] ; [154 202],[37.63013699 44.36986301] ; [163.36986301 192.63013699],0
p2,1,0.03194,4.60173,[72 11] ; [271  86],[64.70227273 18.29772727] ; [278.29772727  78.70227273],0
v1,1,0.03824,4.294307,[46 33] ; [161 194],[37.6797235 41.3202765] ; [169.3202765 185.6797235],0
r1,1,0.045575,3.99722,[70 12] ; [271  90],[63.11963883 18.88036117] ; [277.88036117  83.11963883],0
p7,1,0.046425,3.966104,[52 29] ; [184 170],[43.94482759 37.05517241] ; [192.05517241 161.94482759],0
s5,1,0.04749,3.927948,[24 53] ; [ 73 279],[17.41025641 59.58974359] ; [ 79.58974359 272.41025641],0
b3,1,0.066053,3.378483,[24 30] ; [ 56 125],[18.38297872 35.61702128] ; [ 61.61702128 119.38297872],0
b2,1,0.066053,3.378483,[24 30] ; [ 56 125],[18.38297872 35.61702128] ; [ 61.61702128 119.38297872],0
p10,1,0.080459,3.05561,[67 16] ; [253 102],[60.63926941 22.36073059] ; [259.36073059  95.63926941],0
p9,1,0.083948,2.986756,[70 13] ; [268  87],[64.05022831 18.94977169] ; [273.94977169  81.05022831],0
n4,1,0.099426,2.714731,[63 20] ; [241 121],[56.7011236 26.2988764] ; [247.2988764 114.7011236],0
u3,1,0.10079,2.693006,[20  9] ; [77 70],[15.98295455 13.01704545] ; [81.01704545 65.98295455],0
a8,1,0.118172,2.441382,[11 67] ; [ 28 307],[ 7.36561743 70.63438257] ; [ 31.63438257 303.36561743],0
v4,1,0.121707,2.395212,[81  2] ; [337  25],[77.96404494  5.03595506] ; [340.03595506  21.96404494],0
n3,1,0.12278,2.381498,[8 7] ; [70 26],[10.54054054  4.45945946] ; [67.45945946 28.54054054],0
r3,1,0.125802,2.343552,[80  3] ; [331  31],[76.65842697  6.34157303] ; [334.34157303  27.65842697],0
b1,1,0.152285,2.049211,[36 47] ; [127 236],[30.33408072 52.66591928] ; [132.66591928 230.33408072],0
v3,1,0.170649,1.877234,[30 48] ; [106 242],[24.90140845 53.09859155] ; [111.09859155 236.90140845],0
d4,1,0.227738,1.454931,[69 14] ; [279  83],[64.90786517 18.09213483] ; [283.09213483  78.90786517],0
p12,1,0.228508,1.450126,[ 6 76] ; [ 15 344],[ 3.9047619 78.0952381] ; [ 17.0952381 341.9047619],0
s4,1,0.279069,1.17162,[14 69] ; [ 44 311],[10.99086758 72.00913242] ; [ 47.00913242 307.99086758],0
a3,1,0.331655,0.942423,[54 29] ; [214 147],[50.0990991 32.9009009] ; [217.9009009 143.0990991],0
v2,1,0.41602,0.661531,[42 35] ; [170 174],[38.77434679 38.22565321] ; [173.22565321 170.77434679],0
u1,1,0.464238,0.535658,[11 72] ; [ 38 325],[ 9.11883408 73.88116592] ; [ 39.88116592 323.11883408],0
a6,1,0.477047,0.505606,[55 28] ; [255 108],[57.69058296 25.30941704] ; [252.30941704 110.69058296],0
s1,1,0.491985,0.472181,[ 1 79] ; [  9 348],[ 1.83066362 78.16933638] ; [  8.16933638 348.83066362],0
n2,1,0.502108,0.450478,[10  6] ; [68 28],[11.14285714  4.85714286] ; [66.85714286 29.14285714],0
a2,1,0.543303,0.369452,[17 66] ; [ 64 299],[15.07399103 67.92600897] ; [ 65.92600897 297.07399103],0
b5,1,0.553837,0.350488,[49 34] ; [227 136],[51.3632287 31.6367713] ; [224.6367713 138.3632287],0
b4,1,0.566111,0.329233,[52 31] ; [215 148],[49.68834081 33.31165919] ; [217.31165919 145.68834081],0
p1,1,0.583334,0.300876,[ 5 78] ; [ 28 332],[ 6.18284424 76.81715576] ; [ 26.81715576 333.18284424],0
a4,1,0.590525,0.289525,[34 49] ; [136 224],[31.8510158 51.1489842] ; [138.1489842 221.8510158],0
n1,1,0.644843,0.212464,[ 4 11] ; [31 64],[ 4.77272727 10.22727273] ; [30.22727273 64.77272727],0
a7,1,0.701253,0.147171,[61 21] ; [261 100],[59.6027088 22.3972912] ; [262.3972912  98.6027088],0
u2,1,0.709963,0.138314,[15 14] ; [70 76],[14.08571429 14.91428571] ; [70.91428571 75.08571429],0
p5,1,0.714212,0.134107,[ 4 79] ; [ 21 338],[ 4.69457014 78.30542986] ; [ 20.30542986 338.69457014],0
u4,1,0.741501,0.108812,[ 1 82] ; [  3 360],[ 0.74439462 82.25560538] ; [  3.25560538 359.74439462],0
n5,1,0.777533,0.079826,[56 26] ; [240 120],[54.91402715 27.08597285] ; [241.08597285 118.91402715],0
a1,1,0.828799,0.046761,[ 3 80] ; [ 15 348],[ 3.34977578 79.65022422] ; [ 14.65022422 348.34977578],0
n6,1,0.872619,0.025706,[65 18] ; [279  81],[64.45146727 18.54853273] ; [279.54853273  80.45146727],0
d3,1,0.891592,0.018575,[54 29] ; [232 129],[53.46396396 29.53603604] ; [232.53603604 128.46396396],0
