Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000711,11.461414,[ 1 14] ; [23 17],[6.54545455 8.45454545] ; [17.45454545 22.54545455],1
a4,1,0.001549,10.019979,[ 1 14] ; [22 19],[6.16071429 8.83928571] ; [16.83928571 24.16071429],0
d4,1,0.005369,7.750875,[8 7] ; [36  5],[11.78571429  3.21428571] ; [32.21428571  8.78571429],0
a8,1,0.007005,7.271615,[ 4 11] ; [ 1 37],[ 1.41509434 13.58490566] ; [ 3.58490566 34.41509434],0
p9,1,0.011927,6.321695,[8 7] ; [35  6],[11.51785714  3.48214286] ; [31.48214286  9.51785714],0
r2,1,0.019568,5.45006,[11  4] ; [39  2],[13.39285714  1.60714286] ; [36.60714286  4.39285714],0
r4,1,0.020381,5.37898,[9 6] ; [36  5],[12.05357143  2.94642857] ; [32.94642857  8.05357143],0
v4,1,0.023841,5.106191,[12  3] ; [40  1],[13.92857143  1.07142857] ; [38.07142857  2.92857143],0
s5,1,0.023851,5.105399,[ 2 12] ; [19 20],[5.54716981 8.45283019] ; [15.45283019 23.54716981],0
d2,1,0.023853,5.105257,[ 2 13] ; [19 22],[5.625 9.375] ; [15.375 25.625],0
d3,1,0.027542,4.856489,[7 8] ; [31  9],[10.36363636  4.63636364] ; [27.63636364 12.36363636],0
p10,1,0.042148,4.129246,[8 7] ; [33  8],[10.98214286  4.01785714] ; [30.01785714 10.98214286],0
s6,1,0.053173,3.738462,[7 8] ; [29 10],[10.  5.] ; [26. 13.],0
p5,1,0.078851,3.088436,[ 3 12] ; [ 2 39],[ 1.33928571 13.66071429] ; [ 3.66071429 37.33928571],0
p12,1,0.078851,3.088436,[ 3 12] ; [ 2 39],[ 1.33928571 13.66071429] ; [ 3.66071429 37.33928571],0
v2,1,0.110341,2.549328,[ 5 10] ; [23 17],[7.63636364 7.36363636] ; [20.36363636 19.63636364],0
u3,1,0.143235,2.142857,[3 5] ; [11  5],[4.66666667 3.33333333] ; [9.33333333 6.66666667],0
a5,1,0.162028,1.955197,[6 9] ; [25 16],[8.30357143 6.69642857] ; [22.69642857 18.30357143],0
b3,1,0.216358,1.528365,[2 7] ; [11 13],[3.54545455 5.45454545] ; [ 9.45454545 14.54545455],0
b2,1,0.216358,1.528365,[2 7] ; [11 13],[3.54545455 5.45454545] ; [ 9.45454545 14.54545455],0
b4,1,0.218052,1.517148,[6 9] ; [24 17],[8.03571429 6.96428571] ; [21.96428571 19.03571429],0
v3,1,0.221383,1.495385,[ 1 14] ; [ 8 31],[ 2.5 12.5] ; [ 6.5 32.5],0
p8,1,0.239247,1.385024,[12  3] ; [26 15],[10.17857143  4.82142857] ; [27.82142857 13.17857143],0
r3,1,0.276596,1.18374,[13  2] ; [39  2],[13.92857143  1.07142857] ; [38.07142857  2.92857143],0
a1,1,0.276596,1.18374,[ 2 13] ; [ 2 39],[ 1.07142857 13.92857143] ; [ 2.92857143 38.07142857],0
s7,1,0.30313,1.060372,[ 5 10] ; [20 21],[6.69642857 8.30357143] ; [18.30357143 22.69642857],0
a3,1,0.337959,0.918157,[7 8] ; [25 16],[8.57142857 6.42857143] ; [23.42857143 17.57142857],0
s8,1,0.345429,0.890177,[ 5 10] ; [19 21],[6.54545455 8.45454545] ; [17.45454545 22.54545455],0
p7,1,0.347796,0.881483,[13  1] ; [33  7],[11.92592593  2.07407407] ; [34.07407407  5.92592593],0
n3,1,0.363646,0.825263,[4 1] ; [11  8],[3.125 1.875] ; [11.875  7.125],0
a7,1,0.390443,0.737561,[12  3] ; [28 13],[10.71428571  4.28571429] ; [29.28571429 11.71428571],0
r1,1,0.39142,0.734526,[8 7] ; [27 14],[9.375 5.625] ; [25.625 15.375],0
p1,1,0.408884,0.682044,[ 1 14] ; [ 6 34],[ 1.90909091 13.09090909] ; [ 5.09090909 34.90909091],0
p4,1,0.446356,0.579889,[9 6] ; [29 12],[10.17857143  4.82142857] ; [27.82142857 13.17857143],0
s1,1,0.450279,0.569949,[ 1 14] ; [ 1 40],[ 0.53571429 14.46428571] ; [ 1.46428571 39.53571429],0
p11,1,0.487948,0.481047,[12  3] ; [29 12],[10.98214286  4.01785714] ; [30.01785714 10.98214286],0
u2,1,0.525358,0.403361,[5 3] ; [12  4],[5.66666667 2.33333333] ; [11.33333333  4.66666667],0
p3,1,0.642857,0.215025,[7 8] ; [22 19],[7.76785714 7.23214286] ; [21.23214286 19.76785714],0
s4,1,0.696858,0.151762,[ 5 10] ; [16 25],[5.625 9.375] ; [15.375 25.625],0
b5,1,0.716383,0.131984,[11  4] ; [28 13],[10.44642857  4.55357143] ; [28.55357143 12.44642857],0
a6,1,0.727511,0.121409,[8 7] ; [24 17],[8.57142857 6.42857143] ; [23.42857143 17.57142857],0
p2,1,0.730396,0.118749,[12  3] ; [31 10],[11.51785714  3.48214286] ; [31.48214286  9.51785714],0
s3,1,0.762838,0.091057,[7 8] ; [21 20],[7.5 7.5] ; [20.5 20.5],0
b1,1,0.762838,0.091057,[8 7] ; [20 21],[7.5 7.5] ; [20.5 20.5],0
n6,1,0.779765,0.07819,[9 6] ; [25 14],[9.44444444 5.55555556] ; [24.55555556 14.44444444],0
s2,1,0.921474,0.009718,[9 6] ; [24 17],[8.83928571 6.16071429] ; [24.16071429 16.83928571],0
n1,1,0.932294,0.007218,[2 3] ; [ 8 11],[2.08333333 2.91666667] ; [ 7.91666667 11.08333333],0
n2,1,0.958873,0.002659,[4 1] ; [15  4],[3.95833333 1.04166667] ; [15.04166667  3.95833333],0
n5,1,1.0,0.0,[6 9] ; [16 24],[6. 9.] ; [16. 24.],0
