Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,3.5e-05,17.110079,[16 27] ; [52 16],[26.34234234 16.65765766] ; [41.65765766 26.34234234],1
v2,1,0.567948,0.326128,[11 29] ; [21 43],[12.30769231 27.69230769] ; [19.69230769 44.30769231],0
s4,1,0.572283,0.318878,[ 7 36] ; [14 54],[ 8.13513514 34.86486486] ; [12.86486486 55.13513514],0
v3,1,0.59616,0.280826,[ 8 33] ; [16 51],[ 9.11111111 31.88888889] ; [14.88888889 52.11111111],0
s3,1,0.616184,0.251268,[22 21] ; [31 36],[20.71818182 22.28181818] ; [32.28181818 34.71818182],0
a3,1,0.638727,0.220411,[22 20] ; [32 35],[20.80733945 21.19266055] ; [33.19266055 33.80733945],0
n2,1,0.664542,0.188053,[11  3] ; [21  8],[10.41860465  3.58139535] ; [21.58139535  7.41860465],0
p9,1,0.751181,0.100541,[28 15] ; [41 25],[27.22018349 15.77981651] ; [41.77981651 24.22018349],0
a8,1,0.753638,0.098499,[ 6 35] ; [ 8 56],[ 5.46666667 35.53333333] ; [ 8.53333333 55.46666667],0
p6,1,0.765248,0.08916,[ 6 36] ; [11 56],[ 6.55045872 35.44954128] ; [10.44954128 56.55045872],0
a7,1,0.786909,0.073076,[22 21] ; [33 35],[21.30630631 21.69369369] ; [33.69369369 34.30630631],0
a6,1,0.786909,0.073076,[21 22] ; [35 33],[21.69369369 21.30630631] ; [34.30630631 33.69369369],0
b4,1,0.804942,0.060988,[23 20] ; [38 30],[23.63063063 19.36936937] ; [37.36936937 30.63063063],0
u3,1,0.873061,0.025527,[ 9 11] ; [17 19],[ 9.28571429 10.71428571] ; [16.71428571 19.28571429],0
s2,1,0.932974,0.007073,[14 29] ; [22 44],[14.20183486 28.79816514] ; [21.79816514 44.20183486],0
a1,1,0.940483,0.005574,[ 3 40] ; [ 5 63],[ 3.0990991 39.9009009] ; [ 4.9009009 63.0990991],0
d3,1,0.943188,0.005078,[18 25] ; [28 40],[17.81981982 25.18018018] ; [28.18018018 39.81981982],0
r2,1,0.946402,0.004519,[35  8] ; [55 13],[34.86486486  8.13513514] ; [55.13513514 12.86486486],0
s5,1,0.957132,0.002889,[ 7 33] ; [12 55],[ 7.10280374 32.89719626] ; [11.89719626 55.10280374],0
