Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000467,12.244175,[131  12] ; [29 12],[124.34782609  18.65217391] ; [35.65217391  5.34782609],1
s5,1,0.008677,6.888079,[62 73] ; [26 11],[69.06976744 65.93023256] ; [18.93023256 18.06976744],0
n6,1,0.010473,6.552584,[133   9] ; [33  8],[128.80874317  13.19125683] ; [37.19125683  3.80874317],0
v1,1,0.011549,6.378769,[104  36] ; [22 19],[97.45856354 42.54143646] ; [28.54143646 12.45856354],0
v2,1,0.015243,5.888128,[95 46] ; [18 21],[88.51666667 52.48333333] ; [24.48333333 14.51666667],0
d1,1,0.015489,5.859981,[94 49] ; [35  6],[100.25543478  42.74456522] ; [28.74456522 12.25543478],0
a8,1,0.016459,5.753155,[ 29 103] ; [ 2 37],[ 23.92982456 108.07017544] ; [ 7.07017544 31.92982456],0
n5,1,0.018871,5.513451,[126  17] ; [30 11],[121.23913043  21.76086957] ; [34.76086957  6.23913043],0
v3,1,0.023544,5.127932,[72 67] ; [13 28],[65.63888889 73.36111111] ; [19.36111111 21.63888889],0
p1,1,0.04826,3.900921,[ 17 125] ; [10 31],[ 20.95081967 121.04918033] ; [ 6.04918033 34.95081967],0
s1,1,0.055584,3.66449,[  4 138] ; [ 4 37],[  6.20765027 135.79234973] ; [ 1.79234973 39.20765027],0
u1,1,0.065913,3.381968,[ 32 111] ; [15 26],[ 36.52717391 106.47282609] ; [10.47282609 30.52717391],0
d3,1,0.084124,2.983371,[99 44] ; [34  7],[103.36413043  39.63586957] ; [29.63586957 11.36413043],0
r3,1,0.097163,2.7515,[140   3] ; [38  3],[138.33695652   4.66304348] ; [39.66304348  1.33695652],0
d4,1,0.132421,2.263888,[123  19] ; [39  2],[125.70491803  16.29508197] ; [36.29508197  4.70491803],0
d2,1,0.135425,2.229186,[79 64] ; [28 13],[83.1576087 59.8423913] ; [23.8423913 17.1576087],0
s2,1,0.158327,1.990129,[103  40] ; [34  7],[106.47282609  36.52717391] ; [30.52717391 10.47282609],0
a2,1,0.220483,1.501223,[ 32 111] ; [13 28],[ 34.97282609 108.02717391] ; [10.02717391 30.97282609],0
