Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.002303,9.291101,[6 1] ; [20 50],[2.36363636 4.63636364] ; [23.63636364 46.36363636],0
b3,1,0.002303,9.291101,[6 1] ; [20 50],[2.36363636 4.63636364] ; [23.63636364 46.36363636],0
v3,1,0.006992,7.275116,[5 1] ; [38 87],[1.96946565 4.03053435] ; [41.03053435 83.96946565],0
p5,1,0.008355,6.955736,[2 4] ; [  7 119],[0.40909091 5.59090909] ; [  8.59090909 117.40909091],0
a8,1,0.01745,5.650513,[2 2] ; [ 13 108],[0.48 3.52] ; [ 14.52 106.48],0
a2,1,0.021529,5.283442,[4 3] ; [ 26 103],[1.54411765 5.45588235] ; [ 28.45588235 100.54411765],0
v2,1,0.023064,5.163661,[5 1] ; [47 80],[2.34586466 3.65413534] ; [49.65413534 77.34586466],0
u1,1,0.023602,5.123622,[3 4] ; [ 16 113],[0.97794118 6.02205882] ; [ 18.02205882 110.97794118],0
s8,1,0.033709,4.509423,[5 2] ; [41 86],[2.40298507 4.59701493] ; [43.59701493 83.40298507],0
d1,1,0.035391,4.426234,[6 1] ; [58 71],[3.29411765 3.70588235] ; [60.70588235 68.29411765],0
p8,1,0.035395,4.426018,[4 3] ; [28 98],[1.68421053 5.31578947] ; [30.31578947 95.68421053],0
p10,1,0.052135,3.771429,[6 1] ; [60 65],[3.5 3.5] ; [62.5 62.5],0
d2,1,0.081289,3.038935,[6 1] ; [66 61],[3.76119403 3.23880597] ; [68.23880597 58.76119403],0
a1,1,0.128194,2.314235,[2 5] ; [ 13 116],[0.77205882 6.22794118] ; [ 14.22794118 114.77205882],0
p12,1,0.130175,2.290413,[1 6] ; [  4 123],[0.26119403 6.73880597] ; [  4.73880597 122.26119403],0
p4,1,0.145218,2.121779,[5 2] ; [55 72],[3.13432836 3.86567164] ; [56.86567164 70.13432836],0
a4,1,0.151917,2.052899,[5 2] ; [56 72],[3.16296296 3.83703704] ; [57.83703704 70.16296296],0
s7,1,0.169212,1.889906,[5 2] ; [51 63],[3.23966942 3.76033058] ; [52.76033058 61.23966942],0
p2,1,0.171475,1.87,[6 1] ; [76 51],[4.28358209 2.71641791] ; [77.71641791 49.28358209],0
p7,1,0.176374,1.827919,[5 2] ; [57 69],[3.26315789 3.73684211] ; [58.73684211 67.26315789],0
s3,1,0.220512,1.501039,[5 2] ; [61 67],[3.42222222 3.57777778] ; [62.57777778 65.42222222],0
n4,1,0.232382,1.426222,[6 1] ; [82 47],[4.52941176 2.47058824] ; [83.47058824 45.52941176],0
r1,1,0.277676,1.178429,[6 1] ; [85 44],[4.68382353 2.31617647] ; [86.31617647 42.68382353],0
a6,1,0.287065,1.133334,[5 2] ; [65 63],[3.62962963 3.37037037] ; [66.37037037 61.62962963],0
p6,1,0.314146,1.013165,[3 4] ; [32 93],[1.85606061 5.14393939] ; [33.14393939 91.85606061],0
p3,1,0.373803,0.790983,[4 3] ; [51 76],[2.87313433 4.12686567] ; [52.12686567 74.87313433],0
b4,1,0.439428,0.597776,[5 2] ; [73 56],[4.01470588 2.98529412] ; [73.98529412 55.01470588],0
d5,1,0.488648,0.479502,[6 1] ; [94 33],[5.2238806 1.7761194] ; [94.7761194 32.2238806],0
s2,1,0.540808,0.374044,[4 3] ; [58 70],[3.21481481 3.78518519] ; [58.78518519 69.21481481],0
a7,1,0.578626,0.308461,[5 2] ; [78 50],[4.3037037 2.6962963] ; [78.6962963 49.3037037],0
b5,1,0.616361,0.251015,[5 2] ; [80 49],[4.375 2.625] ; [80.625 48.375],0
s5,1,0.827965,0.047224,[2 5] ; [40 83],[2.26153846 4.73846154] ; [39.73846154 83.26153846],0
