Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.001226,10.450386,[10 13] ; [84 25],[16.37878788  6.62121212] ; [77.62121212 31.37878788],0
d2,1,0.012724,6.207135,[ 1 22] ; [33 81],[ 5.7080292 17.2919708] ; [28.2919708 85.7080292],0
s7,1,0.023746,5.113108,[ 5 17] ; [52 54],[ 9.796875 12.203125] ; [47.203125 58.796875],0
p9,1,0.032464,4.573821,[13 10] ; [85 24],[17.07575758  5.92424242] ; [80.92424242 28.07575758],0
b5,1,0.051115,3.804492,[17  6] ; [59 55],[12.75912409 10.24087591] ; [63.24087591 50.75912409],0
p8,1,0.051767,3.783268,[ 7 16] ; [58 52],[11.2406015 11.7593985] ; [53.7593985 56.2406015],0
s5,1,0.089866,2.876765,[ 2 17] ; [32 78],[ 5.00775194 13.99224806] ; [28.99224806 81.00775194],0
n6,1,0.101609,2.680108,[16  7] ; [95 18],[18.77205882  4.22794118] ; [92.22794118 20.77205882],0
s2,1,0.105908,2.614251,[ 6 16] ; [51 60],[ 9.42857143 12.57142857] ; [47.57142857 63.42857143],0
n1,1,0.125825,2.343277,[1 4] ; [16 12],[2.57575758 2.42424242] ; [14.42424242 13.57575758],0
p6,1,0.186384,1.745972,[ 5 18] ; [40 71],[ 7.7238806 15.2761194] ; [37.2761194 73.7238806],0
a3,1,0.220844,1.498881,[ 9 14] ; [59 52],[11.67164179 11.32835821] ; [56.32835821 54.67164179],0
v4,1,0.225832,1.466923,[22  1] ; [98 15],[20.29411765  2.70588235] ; [99.70588235 13.29411765],0
p7,1,0.252,1.312182,[ 9 14] ; [58 53],[11.5 11.5] ; [55.5 55.5],0
s6,1,0.257512,1.282085,[10 12] ; [65 46],[12.40601504  9.59398496] ; [62.59398496 48.40601504],0
v1,1,0.308115,1.038737,[ 8 14] ; [54 58],[10.17910448 11.82089552] ; [51.82089552 60.17910448],0
r3,1,0.326012,0.964674,[21  2] ; [94 19],[19.44852941  3.55147059] ; [95.55147059 17.44852941],0
p12,1,0.34053,0.908434,[ 1 22] ; [12 99],[ 2.23134328 20.76865672] ; [ 10.76865672 100.23134328],0
v2,1,0.392972,0.729727,[ 8 14] ; [50 58],[ 9.81538462 12.18461538] ; [48.18461538 59.81538462],0
u2,1,0.396283,0.719577,[8 6] ; [24 30],[6.58823529 7.41176471] ; [25.41176471 28.58823529],0
p4,1,0.498823,0.45744,[ 9 14] ; [52 59],[10.47014925 12.52985075] ; [50.52985075 60.47014925],0
p11,1,0.532753,0.389137,[18  5] ; [82 32],[16.78832117  6.21167883] ; [83.21167883 30.78832117],0
a5,1,0.537047,0.381041,[11 12] ; [62 51],[12.34558824 10.65441176] ; [60.65441176 52.34558824],0
a6,1,0.544104,0.367986,[15  8] ; [66 47],[13.69852941  9.30147059] ; [67.30147059 45.69852941],0
a2,1,0.550828,0.355836,[ 1 22] ; [  9 105],[ 1.67883212 21.32116788] ; [  8.32116788 105.67883212],0
s8,1,0.567718,0.326516,[ 6 17] ; [36 76],[ 7.15555556 15.84444444] ; [34.84444444 77.15555556],0
a4,1,0.569497,0.323525,[ 6 17] ; [23 88],[ 4.97761194 18.02238806] ; [24.02238806 86.97761194],0
p1,1,0.575959,0.312813,[ 3 20] ; [20 92],[ 3.91851852 19.08148148] ; [19.08148148 92.91851852],0
b4,1,0.621054,0.244388,[14  9] ; [63 51],[12.9270073 10.0729927] ; [64.0729927 49.9270073],0
d3,1,0.626751,0.236492,[10 13] ; [43 70],[ 8.96323529 14.03676471] ; [44.03676471 68.96323529],0
r1,1,0.659314,0.194358,[17  6] ; [79 35],[16.11678832  6.88321168] ; [79.88321168 34.11678832],0
s3,1,0.669567,0.182109,[13  9] ; [59 50],[12.09160305  9.90839695] ; [59.90839695 49.09160305],0
r4,1,0.691211,0.157778,[19  4] ; [90 24],[18.29927007  4.70072993] ; [90.70072993 23.29927007],0
d4,1,0.694353,0.154413,[11 12] ; [49 64],[10.14705882 12.85294118] ; [49.85294118 63.14705882],0
n2,1,0.722511,0.1261,[4 1] ; [21  8],[3.67647059 1.32352941] ; [21.32352941  7.67647059],0
u3,1,0.767391,0.087491,[6 8] ; [26 29],[6.49275362 7.50724638] ; [25.50724638 29.49275362],0
a8,1,0.770477,0.085118,[ 3 19] ; [12 93],[ 2.5984252 19.4015748] ; [12.4015748 92.5984252],0
p3,1,0.801619,0.063127,[ 9 14] ; [47 65],[ 9.54074074 13.45925926] ; [46.45925926 65.54074074],0
p2,1,0.805673,0.060522,[15  8] ; [76 36],[15.5037037  7.4962963] ; [75.4962963 36.5037037],0
r2,1,0.834587,0.043607,[20  3] ; [100  13],[20.29411765  2.70588235] ; [99.70588235 13.29411765],0
b1,1,0.851098,0.035238,[10 13] ; [52 62],[10.40875912 12.59124088] ; [51.59124088 62.40875912],0
a1,1,0.855693,0.033073,[ 1 22] ; [  6 108],[ 1.17518248 21.82481752] ; [  5.82481752 108.17518248],0
s4,1,0.8622,0.030128,[ 4 19] ; [18 95],[ 3.72058824 19.27941176] ; [18.27941176 94.72058824],0
a7,1,0.929538,0.007819,[13 10] ; [65 48],[13.19117647  9.80882353] ; [64.80882353 48.19117647],0
v3,1,0.982703,0.00047,[ 8 14] ; [41 71],[ 8.04477612 13.95522388] ; [40.95522388 71.04477612],0
b2,1,0.990537,0.000141,[ 7 10] ; [31 44],[7.02173913 9.97826087] ; [30.97826087 44.02173913],0
b3,1,0.990537,0.000141,[ 7 10] ; [31 44],[7.02173913 9.97826087] ; [30.97826087 44.02173913],0
