Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,153.580116,[34 50] ; [343  19],[71.0044843 12.9955157] ; [305.9955157  56.0044843],1
p11,1,0.0,53.27887,[45 43] ; [313  50],[69.85365854 18.14634146] ; [288.14634146  74.85365854],1
p2,1,0.0,33.258301,[54 34] ; [315  45],[72.48214286 15.51785714] ; [296.51785714  63.48214286],1
p7,1,0.0,29.353737,[32 54] ; [242 110],[53.79908676 32.20091324] ; [220.20091324 131.79908676],1
r4,1,0.0,28.924077,[65 23] ; [339  24],[78.82926829  9.17073171] ; [325.17073171  37.82926829],1
p3,1,1e-06,23.25662,[24 63] ; [203 157],[44.18120805 42.81879195] ; [182.81879195 177.18120805],1
n4,1,4e-06,21.180857,[56 31] ; [311  52],[70.95333333 16.04666667] ; [296.04666667  66.95333333],1
n5,1,6e-06,20.619116,[51 36] ; [294  67],[66.99776786 20.00223214] ; [278.00223214  82.99776786],1
n6,1,1.7e-05,18.516833,[60 26] ; [318  42],[72.88789238 13.11210762] ; [305.11210762  54.88789238],1
p4,1,3.2e-05,17.322105,[37 50] ; [240 120],[53.91275168 33.08724832] ; [223.08724832 136.91275168],1
v4,1,9.9e-05,15.154377,[75 12] ; [349  12],[82.33928571  4.66071429] ; [341.66071429  19.33928571],1
s2,1,0.000409,12.49154,[29 58] ; [196 164],[43.79194631 43.20805369] ; [181.20805369 178.79194631],1
p8,1,0.000486,12.167775,[31 55] ; [205 155],[45.50672646 40.49327354] ; [190.49327354 169.50672646],1
v1,1,0.000569,11.876034,[34 52] ; [211 140],[48.21510297 37.78489703] ; [196.78489703 154.21510297],1
s5,1,0.00065,11.626693,[15 72] ; [127 222],[28.33486239 58.66513761] ; [113.66513761 235.33486239],1
v3,1,0.000665,11.585382,[23 60] ; [166 177],[36.82394366 46.17605634] ; [152.17605634 190.82394366],1
s8,1,0.00088,11.064762,[27 61] ; [181 178],[40.94854586 47.05145414] ; [167.05145414 191.94854586],1
s3,1,0.001583,9.978954,[34 52] ; [208 148],[47.08597285 38.91402715] ; [194.91402715 161.08597285],0
p12,1,0.003207,8.68578,[ 1 87] ; [ 41 321],[ 8.21333333 79.78666667] ; [ 33.78666667 328.21333333],0
s6,1,0.003876,8.341146,[44 44] ; [237 119],[55.69369369 32.30630631] ; [225.30630631 130.69369369],0
r2,1,0.006695,7.353124,[79  8] ; [347  10],[83.47297297  3.52702703] ; [342.52702703  14.47297297],0
n2,1,0.007431,7.165619,[19 19] ; [50 16],[25.21153846 12.78846154] ; [43.78846154 22.21153846],0
r1,1,0.009124,6.798356,[65 22] ; [311  50],[73.01785714 13.98214286] ; [302.98214286  58.01785714],0
s7,1,0.016027,5.799962,[32 52] ; [183 164],[41.9025522 42.0974478] ; [173.0974478 173.9025522],0
r3,1,0.026222,4.941342,[79  8] ; [349  13],[82.93095768  4.06904232] ; [345.06904232  16.93095768],0
p6,1,0.026273,4.937946,[21 63] ; [136 223],[29.76975169 54.23024831] ; [127.23024831 231.76975169],0
n3,1,0.043303,4.083528,[20 18] ; [47 18],[24.7184466 13.2815534] ; [42.2815534 22.7184466],0
p5,1,0.044787,4.026632,[ 5 83] ; [ 48 310],[10.4573991 77.5426009] ; [ 42.5426009 315.4573991],0
s1,1,0.04754,3.926173,[ 5 81] ; [  7 351],[ 2.32432432 83.67567568] ; [  9.67567568 348.32432432],0
v2,1,0.066195,3.374942,[46 39] ; [227 123],[53.34482759 31.65517241] ; [219.65517241 130.34482759],0
a8,1,0.104917,2.629169,[ 7 71] ; [ 52 268],[11.56281407 66.43718593] ; [ 47.43718593 272.56281407],0
d2,1,0.110537,2.546532,[68 17] ; [258 103],[62.13004484 22.86995516] ; [263.86995516  97.13004484],0
