Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,55.971075,[11 92] ; [45 24],[33.53488372 69.46511628] ; [22.46511628 46.53488372],1
s2,1,1e-06,24.386734,[27 73] ; [45 24],[42.6035503 57.3964497] ; [29.3964497 39.6035503],1
s6,1,7e-06,20.101492,[42 58] ; [53 16],[56.21301775 43.78698225] ; [38.78698225 30.21301775],1
s3,1,4.2e-05,16.765973,[41 58] ; [50 18],[53.94610778 45.05389222] ; [37.05389222 30.94610778],1
p8,1,7.5e-05,15.68011,[38 64] ; [47 22],[50.70175439 51.29824561] ; [34.29824561 34.70175439],1
p6,1,0.000142,14.480661,[20 82] ; [32 36],[31.2 70.8] ; [20.8 47.2],1
a5,1,0.000346,12.802589,[40 63] ; [46 23],[51.5 51.5] ; [34.5 34.5],1
p2,1,0.000579,11.841198,[67 36] ; [61  8],[76.65116279 26.34883721] ; [51.34883721 17.65116279],1
n5,1,0.001224,10.453376,[58 43] ; [56 13],[67.72941176 33.27058824] ; [46.27058824 22.72941176],0
p7,1,0.001627,9.929179,[46 54] ; [48 20],[55.95238095 44.04761905] ; [38.04761905 29.95238095],0
p4,1,0.001709,9.838772,[35 65] ; [41 28],[44.9704142 55.0295858] ; [31.0295858 37.9704142],0
s5,1,0.00355,8.500609,[18 80] ; [26 41],[26.13333333 71.86666667] ; [17.86666667 49.13333333],0
a3,1,0.005506,7.705164,[44 57] ; [45 24],[52.87647059 48.12352941] ; [36.12352941 32.87647059],0
u3,1,0.005584,7.679926,[24 34] ; [18  6],[29.70731707 28.29268293] ; [12.29268293 11.70731707],0
p10,1,0.005756,7.625281,[63 37] ; [57 12],[71.00591716 28.99408284] ; [48.99408284 20.00591716],0
p3,1,0.006398,7.434646,[31 72] ; [35 34],[39.52325581 63.47674419] ; [26.47674419 42.52325581],0
p5,1,0.006791,7.327438,[ 6 97] ; [13 55],[11.44444444 91.55555556] ; [ 7.55555556 60.44444444],0
p1,1,0.015944,5.809091,[ 8 95] ; [14 55],[13.1744186 89.8255814] ; [ 8.8255814 60.1744186],0
p9,1,0.022747,5.187718,[73 28] ; [60  9],[79.01764706 21.98235294] ; [53.98235294 15.01764706],0
n4,1,0.042516,4.114543,[60 42] ; [51 18],[66.21052632 35.78947368] ; [44.78947368 24.21052632],0
a2,1,0.051704,3.785315,[ 4 99] ; [ 8 61],[ 7.18604651 95.81395349] ; [ 4.81395349 64.18604651],0
a7,1,0.06077,3.516255,[57 46] ; [48 21],[62.87790698 40.12209302] ; [42.12209302 26.87790698],0
r2,1,0.067108,3.352372,[90 13] ; [66  3],[93.41860465  9.58139535] ; [62.58139535  6.41860465],0
n6,1,0.094033,2.803938,[79 24] ; [60  9],[83.23837209 19.76162791] ; [55.76162791 13.23837209],0
r1,1,0.099682,2.710629,[67 36] ; [53 16],[71.86046512 31.13953488] ; [48.13953488 20.86046512],0
v1,1,0.110011,2.554068,[39 61] ; [35 33],[44.04761905 55.95238095] ; [29.95238095 38.04761905],0
u2,1,0.112016,2.525543,[27 30] ; [16  8],[30.25925926 26.74074074] ; [12.74074074 11.25925926],0
v3,1,0.150659,2.065567,[28 73] ; [26 42],[32.27218935 68.72781065] ; [21.72781065 46.27218935],0
b3,1,0.153495,2.037174,[18 39] ; [20 24],[21.44554455 35.55445545] ; [16.55445545 27.44554455],0
b2,1,0.153495,2.037174,[18 39] ; [20 24],[21.44554455 35.55445545] ; [16.55445545 27.44554455],0
n1,1,0.171857,1.866667,[ 8 20] ; [7 7],[10. 18.] ; [5. 9.],0
u1,1,0.176808,1.824248,[  2 101] ; [ 4 65],[ 3.59302326 99.40697674] ; [ 2.40697674 66.59302326],0
r4,1,0.181224,1.787558,[85 18] ; [62  7],[88.02906977 14.97093023] ; [58.97093023 10.02906977],0
d4,1,0.249817,1.324324,[49 54] ; [39 30],[52.69767442 50.30232558] ; [35.30232558 33.69767442],0
