Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8.3e-05,15.478643,[38 51] ; [53 19],[50.30434783 38.69565217] ; [40.69565217 31.30434783],1
p3,1,0.000114,14.890976,[19 72] ; [37 38],[30.69879518 60.30120482] ; [25.30120482 49.69879518],1
p4,1,0.000354,12.761732,[29 61] ; [45 30],[40.36363636 49.63636364] ; [33.63636364 41.36363636],1
p6,1,0.001406,10.19774,[11 79] ; [24 49],[19.32515337 70.67484663] ; [15.67484663 57.32515337],0
p2,1,0.004863,7.92964,[60 31] ; [63 11],[67.83636364 23.16363636] ; [55.16363636 18.83636364],0
a5,1,0.007505,7.147846,[47 44] ; [54 21],[55.36746988 35.63253012] ; [45.63253012 29.36746988],0
p12,1,0.02881,4.778933,[ 1 89] ; [ 6 69],[ 3.81818182 86.18181818] ; [ 3.18181818 71.81818182],0
p11,1,0.037666,4.320043,[54 37] ; [56 19],[60.30120482 30.69879518] ; [49.69879518 25.30120482],0
a7,1,0.045752,3.990711,[63 28] ; [62 13],[68.52409639 22.47590361] ; [56.47590361 18.52409639],0
n2,1,0.046665,3.957429,[26 16] ; [15  2],[29.18644068 12.81355932] ; [11.81355932  5.18644068],0
p9,1,0.053377,3.732075,[62 27] ; [62 13],[67.29268293 21.70731707] ; [56.70731707 18.29268293],0
d3,1,0.057385,3.611382,[58 33] ; [58 17],[63.59036145 27.40963855] ; [52.40963855 22.59036145],0
p10,1,0.088064,2.909413,[58 31] ; [58 17],[62.95121951 26.04878049] ; [53.04878049 21.95121951],0
b3,1,0.100226,2.701936,[ 9 35] ; [13 22],[12.25316456 31.74683544] ; [ 9.74683544 25.25316456],0
b2,1,0.100226,2.701936,[ 9 35] ; [13 22],[12.25316456 31.74683544] ; [ 9.74683544 25.25316456],0
v2,1,0.137225,2.208803,[41 41] ; [44 27],[45.55555556 36.44444444] ; [39.44444444 31.55555556],0
s8,1,0.137732,2.20312,[25 65] ; [29 46],[29.45454545 60.54545455] ; [24.54545455 50.45454545],0
u3,1,0.140381,2.173775,[25  8] ; [15 11],[22.37288136 10.62711864] ; [17.62711864  8.37288136],0
b1,1,0.143214,2.143085,[34 57] ; [20 55],[29.60240964 61.39759036] ; [24.39759036 50.60240964],0
s5,1,0.159381,1.980091,[21 66] ; [25 48],[25.0125 61.9875] ; [20.9875 52.0125],0
a4,1,0.169004,1.891753,[36 55] ; [22 53],[31.79518072 59.20481928] ; [26.20481928 48.79518072],0
a2,1,0.176444,1.827325,[18 73] ; [ 9 66],[14.80120482 76.19879518] ; [12.19879518 62.80120482],0
n3,1,0.18221,1.779504,[32 10] ; [10  7],[29.89830508 12.10169492] ; [12.10169492  4.89830508],0
n5,1,0.201457,1.631782,[26 63] ; [29 46],[29.84756098 59.15243902] ; [25.15243902 49.84756098],0
s7,1,0.216775,1.525592,[24 61] ; [27 45],[27.61146497 57.38853503] ; [23.38853503 48.61146497],0
r4,1,0.238847,1.387387,[80 11] ; [70  5],[82.22891566  8.77108434] ; [67.77108434  7.22891566],0
d4,1,0.255973,1.290407,[72 18] ; [65 10],[74.72727273 15.27272727] ; [62.27272727 12.72727273],0
u1,1,0.28478,1.144136,[12 79] ; [ 6 69],[ 9.86746988 81.13253012] ; [ 8.13253012 66.86746988],0
d2,1,0.294497,1.098948,[35 56] ; [23 52],[31.79518072 59.20481928] ; [26.20481928 48.79518072],0
a8,1,0.314048,1.013573,[ 6 82] ; [ 2 62],[ 4.63157895 83.36842105] ; [ 3.36842105 60.63157895],0
