Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-05,19.475945,[192 108] ; [26 47],[175.33512064 124.66487936] ; [42.66487936 30.33512064],1
p7,1,7.7e-05,15.632894,[223  74] ; [37 35],[209.26829268  87.73170732] ; [50.73170732 21.26829268],1
p10,1,0.000143,14.462024,[277  28] ; [52 18],[267.58666667  37.41333333] ; [61.41333333  8.58666667],1
p9,1,0.000803,11.235291,[284  21] ; [57 14],[276.60904255  28.39095745] ; [64.39095745  6.60904255],1
b1,1,0.01781,5.614786,[117 189] ; [39 34],[125.9525066 180.0474934] ; [30.0474934 42.9525066],0
n4,1,0.018427,5.555108,[260  46] ; [52 19],[253.24137931  52.75862069] ; [58.75862069 12.24137931],0
p2,1,0.044163,4.050311,[263  42] ; [56 17],[257.39417989  47.60582011] ; [61.60582011 11.39417989],0
a5,1,0.045818,3.988286,[250  56] ; [52 21],[243.83113456  62.16886544] ; [58.16886544 14.83113456],0
p1,1,0.050194,3.834973,[ 27 278] ; [12 60],[ 31.55172414 273.44827586] ; [ 7.44827586 64.55172414],0
d4,1,0.057195,3.616907,[265  40] ; [57 16],[259.81481481  45.18518519] ; [62.18518519 10.81481481],0
p3,1,0.06574,3.38631,[187 119] ; [36 37],[180.0474934 125.9525066] ; [42.9525066 30.0474934],0
b2,1,0.070716,3.266318,[102 115] ; [13 28],[ 96.7248062 120.2751938] ; [18.2751938 22.7248062],0
b3,1,0.070716,3.266318,[102 115] ; [13 28],[ 96.7248062 120.2751938] ; [18.2751938 22.7248062],0
n5,1,0.073214,3.209445,[249  56] ; [52 20],[243.51458886  61.48541114] ; [57.48541114 14.51458886],0
p4,1,0.092992,2.821797,[211  94] ; [43 30],[204.94708995 100.05291005] ; [49.05291005 23.94708995],0
s2,1,0.105901,2.61435,[212  91] ; [58 15],[217.57978723  85.42021277] ; [52.42021277 20.57978723],0
s4,1,0.108576,2.574821,[ 54 250] ; [19 54],[ 58.86472149 245.13527851] ; [14.13527851 58.86472149],0
n1,1,0.123595,2.371166,[20 31] ; [15 11],[23.18181818 27.81818182] ; [11.81818182 14.18181818],0
p12,1,0.160108,1.973206,[ 39 264] ; [ 5 67],[ 35.552 267.448] ; [ 8.448 63.552],0
s7,1,0.169515,1.887226,[222  75] ; [53 11],[226.2465374  70.7534626] ; [48.7534626 15.2465374],0
s5,1,0.174509,1.843774,[128 164] ; [36 32],[133.02222222 158.97777778] ; [30.97777778 37.02222222],0
v1,1,0.181257,1.787285,[189 106] ; [40 32],[184.07356948 110.92643052] ; [44.92643052 27.07356948],0
r3,1,0.186108,1.74816,[301   5] ; [70  3],[299.5408971   6.4591029] ; [71.4591029  1.5408971],0
s6,1,0.217554,1.520436,[256  48] ; [63  7],[259.29411765  44.70588235] ; [59.70588235 10.29411765],0
v3,1,0.233443,1.419761,[146 146] ; [29 40],[141.55124654 150.44875346] ; [33.44875346 35.55124654],0
u1,1,0.235875,1.405082,[ 68 238] ; [21 52],[ 71.85751979 234.14248021] ; [17.14248021 55.85751979],0
u3,1,0.254373,1.299127,[43 20] ; [14  3],[44.8875 18.1125] ; [12.1125  4.8875],0
d3,1,0.327848,0.957379,[219  87] ; [48 25],[215.57255937  90.42744063] ; [51.42744063 21.57255937],0
s3,1,0.353176,0.862013,[227  75] ; [51 22],[223.88266667  78.11733333] ; [54.11733333 18.88266667],0
p5,1,0.402887,0.699692,[ 49 252] ; [ 9 64],[ 46.67914439 254.32085561] ; [11.32085561 61.67914439],0
b5,1,0.411848,0.673461,[181 125] ; [47 26],[184.08443272 121.91556728] ; [43.91556728 29.08443272],0
n6,1,0.482046,0.494231,[272  34] ; [61 10],[270.28647215  35.71352785] ; [62.71352785  8.28647215],0
d1,1,0.485575,0.486316,[210  96] ; [47 26],[207.49868074  98.50131926] ; [49.50131926 23.49868074],0
r1,1,0.519414,0.415057,[267  38] ; [65  7],[268.59416446  36.40583554] ; [63.40583554  8.59416446],0
a7,1,0.519882,0.414127,[214  91] ; [54 19],[216.24338624  88.75661376] ; [51.75661376 21.24338624],0
v4,1,0.528378,0.39751,[301   5] ; [71  2],[300.34828496   5.65171504] ; [71.65171504  1.34828496],0
a1,1,0.551913,0.353902,[ 18 288] ; [ 3 70],[ 16.95514512 289.04485488] ; [ 4.04485488 68.95514512],0
n3,1,0.570834,0.321289,[37 16] ; [19  6],[38.05128205 14.94871795] ; [17.94871795  7.05128205],0
a3,1,0.576373,0.312134,[243  62] ; [56 17],[241.25661376  63.74338624] ; [57.74338624 15.25661376],0
a2,1,0.605279,0.267107,[ 83 223] ; [22 51],[ 84.77572559 221.22427441] ; [20.22427441 52.77572559],0
p6,1,0.624438,0.239679,[142 160] ; [32 41],[140.128 161.872] ; [33.872 39.128],0
d2,1,0.631625,0.229863,[175 131] ; [44 29],[176.81794195 129.18205805] ; [42.18205805 30.81794195],0
d5,1,0.642913,0.214953,[261  44] ; [64  9],[262.23544974  42.76455026] ; [62.76455026 10.23544974],0
v2,1,0.675246,0.175527,[180 111] ; [42 29],[178.45856354 112.54143646] ; [43.54143646 27.45856354],0
r2,1,0.73146,0.117775,[298   6] ; [72  1],[298.35543767   5.64456233] ; [71.64456233  1.35543767],0
n2,1,0.764007,0.090134,[37 16] ; [19  7],[37.56962025 15.43037975] ; [18.43037975  7.56962025],0
a4,1,0.805473,0.060649,[146 160] ; [36 37],[146.94459103 159.05540897] ; [35.05540897 37.94459103],0
b4,1,0.829211,0.046532,[176 130] ; [43 30],[176.81794195 129.18205805] ; [42.18205805 30.81794195],0
s1,1,0.837254,0.042192,[ 11 290] ; [ 3 69],[ 11.29758713 289.70241287] ; [ 2.70241287 69.29758713],0
u4,1,0.957745,0.002807,[ 13 293] ; [ 3 70],[ 12.9182058 293.0817942] ; [ 3.0817942 69.9182058],0
a8,1,0.959469,0.002583,[ 50 232] ; [11 52],[ 49.86086957 232.13913043] ; [11.13913043 51.86086957],0
u2,1,0.969611,0.001451,[43 20] ; [11  5],[43.06329114 19.93670886] ; [10.93670886  5.06329114],0
a6,1,0.988284,0.000216,[205 100] ; [49 24],[204.94708995 100.05291005] ; [49.05291005 23.94708995],0
