Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,52.151048,[107  13] ; [ 2 14],[96.17647059 23.82352941] ; [12.82352941  3.17647059],1
v4,1,0.0,34.569028,[113   7] ; [7 9],[105.88235294  14.11764706] ; [14.11764706  1.88235294],1
r1,1,1e-06,23.470625,[93 27] ; [ 3 13],[84.70588235 35.29411765] ; [11.29411765  4.70588235],1
a7,1,0.004693,7.993995,[74 45] ; [ 4 12],[68.75555556 50.24444444] ; [9.24444444 6.75555556],0
r3,1,0.005595,7.676222,[105  15] ; [9 6],[101.33333333  18.66666667] ; [12.66666667  2.33333333],0
s3,1,0.011057,6.45609,[67 47] ; [ 4 12],[62.26153846 51.73846154] ; [8.73846154 7.26153846],0
a6,1,0.01241,6.251313,[76 43] ; [ 5 11],[71.4 47.6] ; [9.6 6.4],0
u3,1,0.022901,5.175971,[31 29] ; [1 8],[27.82608696 32.17391304] ; [4.17391304 4.82608696],0
v3,1,0.031388,4.631588,[47 70] ; [ 2 14],[43.10526316 73.89473684] ; [ 5.89473684 10.10526316],0
b5,1,0.040747,4.186521,[70 50] ; [ 5 11],[66.17647059 53.82352941] ; [8.82352941 7.17647059],0
s1,1,0.043396,4.079899,[  6 110] ; [ 3 13],[  7.90909091 108.09090909] ; [ 1.09090909 14.90909091],0
p8,1,0.044953,4.020411,[60 56] ; [ 4 12],[56.24242424 59.75757576] ; [7.75757576 8.24242424],0
p3,1,0.046448,3.965282,[53 65] ; [ 3 13],[49.31343284 68.68656716] ; [6.68656716 9.31343284],0
a5,1,0.051022,3.807554,[68 51] ; [ 5 11],[64.34814815 54.65185185] ; [8.65185185 7.34814815],0
v1,1,0.074137,3.188962,[57 60] ; [ 4 12],[53.66165414 63.33834586] ; [7.33834586 8.66165414],0
s4,1,0.08453,2.975574,[ 17 102] ; [ 5 11],[19.39259259 99.60740741] ; [ 2.60740741 13.39259259],0
s7,1,0.099874,2.707558,[52 59] ; [ 4 12],[48.94488189 62.05511811] ; [7.05511811 8.94488189],0
p10,1,0.109242,2.56516,[85 31] ; [8 7],[82.35114504 33.64885496] ; [10.64885496  4.35114504],0
s6,1,0.110553,2.546293,[68 48] ; [ 6 10],[65.03030303 50.96969697] ; [8.96969697 7.03030303],0
p11,1,0.113403,2.506143,[90 30] ; [9 7],[87.35294118 32.64705882] ; [11.64705882  4.35294118],0
n3,1,0.11456,2.49016,[17  6] ; [4 5],[15.09375  7.90625] ; [5.90625 3.09375],0
v2,1,0.146106,2.112446,[53 61] ; [ 4 11],[50.37209302 63.62790698] ; [6.62790698 8.37209302],0
a1,1,0.156459,2.008121,[  5 115] ; [ 2 14],[  6.17647059 113.82352941] ; [ 0.82352941 15.17647059],0
s5,1,0.173348,1.853746,[32 80] ; [ 2 14],[29.75 82.25] ; [ 4.25 11.75],0
p9,1,0.187271,1.73896,[88 28] ; [9 6],[85.89312977 30.10687023] ; [11.10687023  3.89312977],0
b3,1,0.206449,1.596158,[35 44] ; [3 9],[32.98901099 46.01098901] ; [5.01098901 6.98901099],0
b2,1,0.206449,1.596158,[35 44] ; [3 9],[32.98901099 46.01098901] ; [5.01098901 6.98901099],0
d3,1,0.21348,1.547671,[49 70] ; [ 4 12],[46.71851852 72.28148148] ; [6.28148148 9.71851852],0
p4,1,0.234789,1.411613,[55 62] ; [ 5 11],[52.78195489 64.21804511] ; [7.21804511 8.78195489],0
p7,1,0.301066,1.069465,[60 57] ; [ 6 10],[58.06015038 58.93984962] ; [7.93984962 8.06015038],0
p2,1,0.321857,0.981385,[81 37] ; [9 7],[79.25373134 38.74626866] ; [10.74626866  5.25373134],0
a4,1,0.336553,0.923517,[27 90] ; [ 2 14],[25.5112782 91.4887218] ; [ 3.4887218 12.5112782],0
n6,1,0.339541,0.912162,[100  20] ; [11  4],[98.66666667 21.33333333] ; [12.33333333  2.66666667],0
p5,1,0.363841,0.824591,[ 17 100] ; [ 1 15],[ 15.83458647 101.16541353] ; [ 2.16541353 13.83458647],0
u2,1,0.375808,0.784369,[29 30] ; [3 6],[27.76470588 31.23529412] ; [4.23529412 4.76470588],0
d2,1,0.538795,0.377778,[31 89] ; [ 3 13],[30. 90.] ; [ 4. 12.],0
d4,1,0.551567,0.354517,[54 65] ; [ 6 10],[52.88888889 66.11111111] ; [7.11111111 8.88888889],0
a8,1,0.559517,0.340541,[14 98] ; [ 1 13],[13.33333333 98.66666667] ; [ 1.66666667 12.33333333],0
b4,1,0.569625,0.323311,[69 51] ; [8 8],[67.94117647 52.05882353] ; [9.05882353 6.94117647],0
n2,1,0.586289,0.296178,[19  6] ; [6 3],[18.38235294  6.61764706] ; [6.61764706 2.38235294],0
p1,1,0.598012,0.278005,[21 97] ; [ 2 14],[20.25373134 97.74626866] ; [ 2.74626866 13.25373134],0
s8,1,0.60465,0.268039,[37 81] ; [ 4 12],[36.10447761 81.89552239] ; [ 4.89552239 11.10447761],0
p12,1,0.612757,0.256179,[ 12 105] ; [ 1 15],[ 11.43609023 105.56390977] ; [ 1.56390977 14.43609023],0
n1,1,0.618698,0.247702,[13 11] ; [4 5],[12.36363636 11.63636364] ; [4.63636364 4.36363636],0
b1,1,0.659431,0.194215,[53 67] ; [8 8],[53.82352941 66.17647059] ; [7.17647059 8.82352941],0
s2,1,0.670736,0.180743,[50 66] ; [ 6 10],[49.21212121 66.78787879] ; [6.78787879 9.21212121],0
a3,1,0.760333,0.093051,[60 58] ; [7 8],[59.44360902 58.55639098] ; [7.55639098 7.44360902],0
n5,1,0.834587,0.043607,[100  20] ; [13  3],[99.70588235 20.29411765] ; [13.29411765  2.70588235],0
a2,1,0.857194,0.032381,[  9 111] ; [ 1 15],[  8.82352941 111.17647059] ; [ 1.17647059 14.82352941],0
d1,1,0.946951,0.004427,[  7 113] ; [ 1 15],[  7.05882353 112.94117647] ; [ 0.94117647 15.05882353],0
