Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,23.952789,[58 81] ; [39  8],[72.48924731 66.51075269] ; [24.51075269 22.48924731],1
s2,1,5e-06,20.798034,[ 37 101] ; [30 17],[49.97837838 88.02162162] ; [17.02162162 29.97837838],1
s3,1,0.00017,14.135873,[52 86] ; [32 14],[63. 75.] ; [21. 25.],1
s8,1,0.00806,7.020074,[ 29 110] ; [19 28],[ 35.87096774 103.12903226] ; [12.12903226 34.87096774],0
n6,1,0.022989,5.169367,[84 55] ; [37 10],[90.42473118 48.57526882] ; [30.57526882 16.42473118],0
d4,1,0.026289,4.936892,[98 40] ; [41  6],[103.68648649  34.31351351] ; [35.31351351 11.68648649],0
r2,1,0.028873,4.775169,[115  24] ; [44  2],[119.46486486  19.53513514] ; [39.53513514  6.46486486],0
s4,1,0.036251,4.385269,[ 22 117] ; [14 33],[ 26.90322581 112.09677419] ; [ 9.09677419 37.90322581],0
r3,1,0.05072,3.817485,[118  21] ; [45  2],[121.81182796  17.18817204] ; [41.18817204  5.81182796],0
s7,1,0.060974,3.510684,[ 30 102] ; [16 27],[34.69714286 97.30285714] ; [11.30285714 31.69714286],0
b5,1,0.102939,2.659405,[84 55] ; [22 25],[79.21505376 59.78494624] ; [26.78494624 20.21505376],0
p9,1,0.117776,2.446643,[93 43] ; [37  9],[97.14285714 38.85714286] ; [32.85714286 13.14285714],0
a4,1,0.119793,2.420021,[ 34 105] ; [17 30],[ 38.11290323 100.88709677] ; [12.88709677 34.11290323],0
p10,1,0.122363,2.386813,[84 53] ; [34 12],[88.33879781 48.66120219] ; [29.66120219 16.33879781],0
b1,1,0.162309,1.952584,[51 88] ; [12 35],[47.08064516 91.91935484] ; [15.91935484 31.08064516],0
p11,1,0.171076,1.873493,[82 57] ; [33 14],[85.94086022 53.05913978] ; [29.05913978 17.94086022],0
d2,1,0.173957,1.848504,[44 95] ; [20 27],[47.82795699 91.17204301] ; [16.17204301 30.82795699],0
d1,1,0.229338,1.444963,[57 82] ; [24 23],[60.53225806 78.46774194] ; [20.46774194 26.53225806],0
n5,1,0.247165,1.339257,[51 87] ; [13 34],[47.74054054 90.25945946] ; [16.25945946 30.74054054],0
a1,1,0.249866,1.324051,[  2 137] ; [ 2 45],[  2.98924731 136.01075269] ; [ 1.01075269 45.98924731],0
r1,1,0.251755,1.313539,[90 49] ; [34 12],[93.16756757 45.83243243] ; [30.83243243 15.16756757],0
u2,1,0.253778,1.302383,[29 26] ; [ 8 13],[26.77631579 28.22368421] ; [10.22368421 10.77631579],0
b3,1,0.255414,1.293447,[15 51] ; [ 8 15],[17.05617978 48.94382022] ; [ 5.94382022 17.05617978],0
b2,1,0.255414,1.293447,[15 51] ; [ 8 15],[17.05617978 48.94382022] ; [ 5.94382022 17.05617978],0
a2,1,0.262034,1.25798,[ 15 124] ; [ 8 39],[ 17.18817204 121.81182796] ; [ 5.81182796 41.18817204],0
p1,1,0.265942,1.237557,[  4 134] ; [ 3 43],[  5.25 132.75] ; [ 1.75 44.25],0
p5,1,0.270434,1.214545,[  4 133] ; [ 3 43],[  5.24043716 131.75956284] ; [ 1.75956284 44.24043716],0
v2,1,0.282033,1.157266,[54 75] ; [23 22],[57.0862069 71.9137931] ; [19.9137931 25.0862069],0
d5,1,0.333342,0.935871,[93 46] ; [35 12],[95.65591398 43.34408602] ; [32.34408602 14.65591398],0
u1,1,0.349645,0.874745,[  9 130] ; [ 5 42],[ 10.46236559 128.53763441] ; [ 3.53763441 43.46236559],0
a5,1,0.355204,0.85478,[75 64] ; [29 18],[77.72043011 61.27956989] ; [26.27956989 20.72043011],0
n1,1,0.356581,0.849897,[10 43] ; [ 5 12],[11.35714286 41.64285714] ; [ 3.64285714 13.35714286],0
u4,1,0.418391,0.654829,[  1 138] ; [ 1 46],[  1.49462366 137.50537634] ; [ 0.50537634 46.49462366],0
p3,1,0.42419,0.638677,[ 36 103] ; [15 32],[ 38.11290323 100.88709677] ; [12.88709677 34.11290323],0
a7,1,0.428925,0.625733,[95 44] ; [35 12],[97.15053763 41.84946237] ; [32.84946237 14.15053763],0
r4,1,0.466267,0.530809,[102  37] ; [37 10],[103.87634409  35.12365591] ; [35.12365591 11.87634409],0
v4,1,0.530731,0.392993,[121  17] ; [41  4],[122.16393443  15.83606557] ; [39.83606557  5.16393443],0
s1,1,0.622083,0.242951,[  5 134] ; [ 1 46],[  4.48387097 134.51612903] ; [ 1.51612903 45.48387097],0
d3,1,0.678576,0.171733,[87 52] ; [31 16],[88.1827957 50.8172043] ; [29.8172043 17.1827957],0
v1,1,0.697683,0.150893,[50 86] ; [18 27],[51.09392265 84.90607735] ; [16.90607735 28.09392265],0
v3,1,0.701053,0.147378,[34 97] ; [13 32],[34.98295455 96.01704545] ; [12.01704545 32.98295455],0
p2,1,0.711378,0.136905,[95 43] ; [33 13],[96. 42.] ; [32. 14.],0
n3,1,0.75778,0.095109,[36 18] ; [10  6],[35.48571429 18.51428571] ; [10.51428571  5.48571429],0
p7,1,0.758666,0.094392,[61 76] ; [18 25],[60.12777778 76.87222222] ; [18.87222222 24.12777778],0
a3,1,0.768213,0.086856,[82 57] ; [26 20],[81.14594595 57.85405405] ; [26.85405405 19.14594595],0
p8,1,0.789361,0.071364,[48 90] ; [17 29],[48.75 89.25] ; [16.25 29.75],0
b4,1,0.848249,0.036616,[85 54] ; [28 19],[84.44623656 54.55376344] ; [28.55376344 18.44623656],0
a6,1,0.848249,0.036616,[85 54] ; [28 19],[84.44623656 54.55376344] ; [28.55376344 18.44623656],0
p4,1,0.869547,0.026973,[51 87] ; [18 29],[51.47027027 86.52972973] ; [17.52972973 29.47027027],0
u3,1,0.934619,0.00673,[32 23] ; [12  9],[31.84210526 23.15789474] ; [12.15789474  8.84210526],0
n2,1,0.966857,0.001726,[34 19] ; [11  6],[34.07142857 18.92857143] ; [10.92857143  6.07142857],0
