Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,104.529999,[128 207] ; [213  54],[189.75913621 145.24086379] ; [151.24086379 115.75913621],1
v1,1,0.0,30.555541,[163 176] ; [188  79],[196.35148515 142.64851485] ; [154.64851485 112.35148515],1
s7,1,5.8e-05,16.16268,[155 175] ; [160  91],[178.91566265 151.08433735] ; [136.08433735 114.91566265],1
s8,1,8.1e-05,15.526625,[140 204] ; [151 115],[164.10491803 179.89508197] ; [126.89508197 139.10491803],1
s4,1,0.000376,12.64549,[ 72 266] ; [ 28 239],[ 55.8677686 282.1322314] ; [ 44.1322314 222.8677686],1
p3,1,0.001044,10.748666,[166 178] ; [165 103],[186.05228758 157.94771242] ; [144.94771242 123.05228758],0
a1,1,0.001904,9.639575,[  9 336] ; [ 22 249],[ 17.36201299 327.63798701] ; [ 13.63798701 257.36201299],0
p12,1,0.002131,9.432826,[ 21 321] ; [ 36 232],[ 31.95737705 310.04262295] ; [ 25.04262295 242.95737705],0
p5,1,0.00274,8.973206,[ 36 307] ; [ 51 217],[ 48.8396072 294.1603928] ; [ 38.1603928 229.8396072],0
p7,1,0.002765,8.95666,[204 135] ; [187  73],[221.28380634 117.71619366] ; [169.71619366  90.28380634],0
n4,1,0.005368,7.751175,[299  45] ; [254  17],[309.3203252  34.6796748] ; [243.6796748  27.3203252],0
r1,1,0.008457,6.934046,[264  78] ; [232  39],[276.72430669  65.27569331] ; [219.27569331  51.72430669],0
s2,1,0.013426,6.112077,[166 177] ; [155 110],[181.09046053 161.90953947] ; [139.90953947 125.09046053],0
p10,1,0.022397,5.214715,[283  60] ; [237  29],[292.87356322  50.12643678] ; [227.12643678  38.87356322],0
d1,1,0.023633,5.121341,[193 152] ; [176  95],[206.66396104 138.33603896] ; [162.33603896 108.66396104],0
a3,1,0.024445,5.062782,[239 105] ; [208  60],[251.25490196  92.74509804] ; [195.74509804  72.25490196],0
p4,1,0.036804,4.359472,[209 135] ; [184  83],[221.26350245 122.73649755] ; [171.73649755  95.26350245],0
s5,1,0.039018,4.260089,[110 224] ; [107 153],[122.01683502 211.98316498] ; [ 94.98316498 165.01683502],0
a2,1,0.041764,4.144739,[ 77 268] ; [ 80 191],[ 87.93019481 257.06980519] ; [ 69.06980519 201.93019481],0
r4,1,0.047461,3.928976,[306  39] ; [253  18],[313.0762987  31.9237013] ; [245.9237013  25.0762987],0
p1,1,0.050679,3.81884,[ 27 316] ; [ 34 235],[ 34.1879085 308.8120915] ; [ 26.8120915 242.1879085],0
r3,1,0.058977,3.565923,[318  25] ; [259  10],[323.38398693  19.61601307] ; [253.61601307  15.38398693],0
d2,1,0.073504,3.202994,[165 178] ; [149 120],[175.98366013 167.01633987] ; [138.01633987 130.98366013],0
p11,1,0.081682,3.031116,[274  71] ; [230  41],[282.27272727  62.72727273] ; [221.72727273  49.27272727],0
d4,1,0.084276,2.98044,[272  73] ; [226  42],[280.27732463  64.72267537] ; [217.72267537  50.27732463],0
s3,1,0.10316,2.656003,[186 158] ; [159 103],[195.84158416 148.15841584] ; [149.15841584 112.84158416],0
v4,1,0.115663,2.475084,[324  21] ; [261   9],[328.17073171  16.82926829] ; [256.82926829  13.17073171],0
u4,1,0.121793,2.394109,[  5 340] ; [  9 262],[  7.84090909 337.15909091] ; [  6.15909091 264.84090909],0
p8,1,0.138512,2.194408,[183 157] ; [158 106],[191.95364238 148.04635762] ; [149.04635762 114.95364238],0
d3,1,0.139559,2.182815,[222 123] ; [189  81],[230.56097561 114.43902439] ; [180.43902439  89.56097561],0
d5,1,0.140512,2.17234,[274  71] ; [227  43],[281.04878049  63.95121951] ; [219.95121951  50.04878049],0
u1,1,0.161933,1.956079,[ 62 283] ; [ 61 210],[ 68.88798701 276.11201299] ; [ 54.11201299 216.88798701],0
r2,1,0.164001,1.936942,[320  23] ; [257  11],[323.91325696  19.08674304] ; [253.08674304  14.91325696],0
s6,1,0.171059,1.873635,[231 108] ; [192  70],[238.59733777 100.40266223] ; [184.40266223  77.59733777],0
a4,1,0.211912,1.558316,[153 189] ; [134 135],[160.64484452 181.35515548] ; [126.35515548 142.64484452],0
u2,1,0.307505,1.041361,[49 56] ; [34 28],[52.18562874 52.81437126] ; [30.81437126 31.18562874],0
p9,1,0.328263,0.955738,[291  49] ; [234  31],[295.04132231  44.95867769] ; [229.95867769  35.04132231],0
p6,1,0.333169,0.936543,[130 212] ; [111 154],[135.78583196 206.21416804] ; [105.21416804 159.78583196],0
p2,1,0.346805,0.885114,[287  57] ; [231  37],[291.16339869  52.83660131] ; [226.83660131  41.16339869],0
b4,1,0.354344,0.857839,[196 149] ; [164 107],[201.62337662 143.37662338] ; [158.37662338 112.62337662],0
u3,1,0.387715,0.746095,[55 51] ; [37 26],[57.70414201 48.29585799] ; [34.29585799 28.70414201],0
