Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3e-06,21.795316,[76 30] ; [71 95],[57.28676471 48.71323529] ; [89.71323529 76.28676471],1
s8,1,0.00641,7.431367,[48 62] ; [ 47 122],[37.45519713 72.54480287] ; [ 57.54480287 111.45519713],0
r4,1,0.009608,6.706259,[101   9] ; [136  33],[93.44086022 16.55913978] ; [143.55913978  25.44086022],0
p3,1,0.032627,4.565268,[33 77] ; [ 32 137],[25.62724014 84.37275986] ; [ 39.37275986 129.62724014],0
s7,1,0.034671,4.461296,[47 60] ; [ 51 112],[38.83703704 68.16296296] ; [ 59.16296296 103.83703704],0
p11,1,0.035071,4.441695,[92 18] ; [123  46],[84.76702509 25.23297491] ; [130.23297491  38.76702509],0
b4,1,0.039931,4.22083,[56 54] ; [107  62],[64.26523297 45.73476703] ; [98.73476703 70.26523297],0
r3,1,0.044898,4.022471,[108   2] ; [154  12],[104.42028986   5.57971014] ; [157.57971014   8.42028986],0
p1,1,0.047663,3.921828,[  8 101] ; [  4 164],[  4.72202166 104.27797834] ; [  7.27797834 160.72202166],0
p9,1,0.078416,3.097439,[94 14] ; [133  36],[88.50541516 19.49458484] ; [138.49458484  30.50541516],0
p5,1,0.089156,2.889554,[  6 104] ; [  3 166],[  3.5483871 106.4516129] ; [  5.4516129 163.5483871],0
a1,1,0.113815,2.500429,[  1 109] ; [  7 162],[  3.15412186 106.84587814] ; [  4.84587814 164.15412186],0
n6,1,0.122632,2.38338,[92 18] ; [126  40],[86.88405797 23.11594203] ; [131.11594203  34.88405797],0
p10,1,0.130115,2.291129,[88 21] ; [123  46],[82.73021583 26.26978417] ; [128.26978417  40.73021583],0
u2,1,0.135309,2.230508,[17 22] ; [32 22],[20.5483871 18.4516129] ; [28.4516129 25.5483871],0
a7,1,0.160024,1.973996,[80 30] ; [108  59],[74.65703971 35.34296029] ; [113.34296029  53.65703971],0
p6,1,0.173555,1.851962,[24 82] ; [ 27 141],[19.72992701 86.27007299] ; [ 31.27007299 136.72992701],0
a5,1,0.184642,1.759857,[75 35] ; [102  67],[69.78494624 40.21505376] ; [107.21505376  61.78494624],0
s6,1,0.205587,1.602236,[65 42] ; [89 79],[59.92 47.08] ; [94.08 73.92],0
