Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,143.196749,[ 6 95] ; [212  72],[57.18961039 43.81038961] ; [160.81038961 123.18961039],1
d3,1,0.0,81.182796,[46 56] ; [252  32],[78.74611399 23.25388601] ; [219.25388601  64.74611399],1
d5,1,0.0,66.135032,[72 30] ; [278   6],[92.48704663  9.51295337] ; [257.51295337  26.48704663],1
u1,1,0.0,36.877224,[ 3 99] ; [ 95 189],[25.89637306 76.10362694] ; [ 72.10362694 211.89637306],1
a2,1,0.0,36.639283,[ 6 96] ; [107 177],[29.86010363 72.13989637] ; [ 83.13989637 200.86010363],1
a4,1,0.0,31.937449,[28 74] ; [170 113],[52.45714286 49.54285714] ; [145.54285714 137.45714286],1
a5,1,8e-05,15.557567,[70 32] ; [245  39],[83.23834197 18.76165803] ; [231.76165803  52.23834197],1
a3,1,9e-05,15.340615,[66 36] ; [235  47],[79.953125 22.046875] ; [221.046875  60.953125],1
s8,1,0.000383,12.613431,[39 63] ; [165 116],[54.32898172 47.67101828] ; [149.67101828 131.32898172],1
p9,1,0.002567,9.092349,[82 20] ; [258  24],[90.3125 11.6875] ; [249.6875  32.3125],0
p4,1,0.004207,8.192204,[73 29] ; [240  44],[82.70984456 19.29015544] ; [230.29015544  53.70984456],0
r2,1,0.005322,7.766641,[91  9] ; [274   7],[95.80052493  4.19947507] ; [269.19947507  11.80052493],0
a7,1,0.006536,7.396146,[63 38] ; [217  67],[73.45454545 27.54545455] ; [206.54545455  77.45454545],0
r1,1,0.006827,7.3178,[75 27] ; [241  41],[83.9375 18.0625] ; [232.0625  49.9375],0
p10,1,0.008857,6.851356,[79 21] ; [252  30],[86.64921466 13.35078534] ; [244.35078534  37.64921466],0
a6,1,0.008864,6.849937,[60 42] ; [206  77],[70.47272727 31.52727273] ; [195.52727273  87.47272727],0
r4,1,0.014281,6.003046,[87 15] ; [265  19],[93.01554404  8.98445596] ; [258.98445596  25.01554404],0
n5,1,0.04018,4.210255,[71 30] ; [227  56],[78.38020833 22.61979167] ; [219.61979167  63.38020833],0
n4,1,0.056959,3.623794,[78 24] ; [240  43],[84.24935065 17.75064935] ; [233.75064935  49.24935065],0
p12,1,0.059607,3.548274,[ 6 95] ; [ 36 246],[11.07571802 89.92428198] ; [ 30.92428198 251.07571802],0
v1,1,0.066294,3.372489,[55 46] ; [177  96],[62.65240642 38.34759358] ; [169.34759358 103.65240642],0
p1,1,0.079662,3.071786,[ 7 94] ; [ 38 244],[11.86684073 89.13315927] ; [ 33.13315927 248.86684073],0
p6,1,0.102083,2.672701,[41 57] ; [144 136],[47.96296296 50.03703704] ; [137.03703704 142.96296296],0
n6,1,0.108017,2.582991,[84 18] ; [249  32],[88.68407311 13.31592689] ; [244.31592689  36.68407311],0
v4,1,0.111815,2.528378,[95  7] ; [273   9],[97.75  4.25] ; [270.25  11.75],0
s3,1,0.114039,2.497339,[55 47] ; [176 104],[61.68062827 40.31937173] ; [169.31937173 110.68062827],0
s6,1,0.14796,2.093154,[68 32] ; [209  68],[73.47480106 26.52519894] ; [203.52519894  73.47480106],0
v2,1,0.160539,1.969142,[55 43] ; [177  99],[60.79144385 37.20855615] ; [171.20855615 104.79144385],0
s5,1,0.200581,1.638139,[36 61] ; [120 149],[41.3442623 55.6557377] ; [114.6557377 154.3442623],0
b5,1,0.231222,1.433327,[53 49] ; [167 117],[58.13471503 43.86528497] ; [161.86528497 122.13471503],0
v3,1,0.231336,1.432629,[40 59] ; [128 142],[45.07317073 53.92682927] ; [122.92682927 147.07317073],0
u3,1,0.273322,1.2,[21 14] ; [35 14],[23.33333333 11.66666667] ; [32.66666667 16.33333333],0
s2,1,0.286319,1.136849,[55 47] ; [168 112],[59.54450262 42.45549738] ; [163.45549738 116.54450262],0
p8,1,0.328594,0.954431,[63 38] ; [191  91],[66.98172324 34.01827676] ; [187.01827676  94.98172324],0
b1,1,0.343041,0.899033,[49 53] ; [121 163],[44.92227979 57.07772021] ; [125.07772021 158.92227979],0
s4,1,0.435137,0.609072,[16 85] ; [ 54 225],[18.60526316 82.39473684] ; [ 51.39473684 227.60526316],0
n3,1,0.437662,0.602405,[14  3] ; [35 13],[12.81538462  4.18461538] ; [36.18461538 11.81538462],0
s7,1,0.440218,0.595715,[55 43] ; [160 104],[58.20441989 39.79558011] ; [156.79558011 107.20441989],0
r3,1,0.509974,0.434121,[96  6] ; [269  12],[97.20626632  4.79373368] ; [267.79373368  13.20626632],0
p7,1,0.656564,0.197724,[78 22] ; [213  68],[76.37795276 23.62204724] ; [214.62204724  66.37795276],0
a8,1,0.671499,0.179854,[14 82] ; [ 32 217],[12.8 83.2] ; [ 33.2 215.8],0
u2,1,0.682643,0.167165,[20 14] ; [31 18],[20.89156627 13.10843373] ; [30.10843373 18.89156627],0
b2,1,0.736866,0.1129,[24 30] ; [ 80 111],[22.92244898 31.07755102] ; [ 81.07755102 109.92244898],0
b3,1,0.736866,0.1129,[24 30] ; [ 80 111],[22.92244898 31.07755102] ; [ 81.07755102 109.92244898],0
n1,1,0.739943,0.110177,[ 7 10] ; [22 26],[7.58461538 9.41538462] ; [21.41538462 26.58461538],0
s1,1,0.788155,0.072203,[ 3 98] ; [ 10 273],[ 3.41927083 97.58072917] ; [  9.58072917 273.41927083],0
p2,1,0.799761,0.064342,[89 12] ; [252  31],[89.69010417 11.30989583] ; [251.30989583  31.69010417],0
p5,1,0.847653,0.036908,[18 84] ; [ 52 229],[18.64229765 83.35770235] ; [ 51.35770235 229.64229765],0
p11,1,0.896038,0.017074,[82 20] ; [230  54],[82.44559585 19.55440415] ; [229.55440415  54.44559585],0
n2,1,0.903724,0.014631,[13  4] ; [36 12],[12.81538462  4.18461538] ; [36.18461538 11.81538462],0
b4,1,0.904055,0.01453,[60 42] ; [169 115],[60.51295337 41.48704663] ; [168.48704663 115.51295337],0
a1,1,0.952428,0.003559,[ 7 95] ; [ 19 265],[ 6.87046632 95.12953368] ; [ 19.12953368 264.87046632],0
