Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001064,10.712481,[29  5] ; [44 39],[21.21367521 12.78632479] ; [51.78632479 31.21367521],0
p9,1,0.001976,9.571945,[27  7] ; [39 42],[19.51304348 14.48695652] ; [46.48695652 34.51304348],0
r3,1,0.002437,9.187215,[32  2] ; [56 27],[25.57264957  8.42735043] ; [62.42735043 20.57264957],0
p2,1,0.002682,9.012392,[26  7] ; [40 43],[18.77586207 14.22413793] ; [47.22413793 35.77586207],0
s6,1,0.002686,9.009617,[21 13] ; [26 56],[13.77586207 20.22413793] ; [33.22413793 48.77586207],0
p7,1,0.003028,8.790536,[18 15] ; [21 61],[11.19130435 21.80869565] ; [27.80869565 54.19130435],0
p3,1,0.003836,8.360081,[15 19] ; [15 67],[ 8.79310345 25.20689655] ; [21.20689655 60.79310345],0
u3,1,0.008477,6.929904,[10  1] ; [13 16],[6.325 4.675] ; [16.675 12.325],0
p11,1,0.009985,6.637542,[22 12] ; [32 51],[15.69230769 18.30769231] ; [38.30769231 44.69230769],0
s8,1,0.012748,6.203792,[13 21] ; [14 69],[ 7.84615385 26.15384615] ; [19.15384615 63.84615385],0
p10,1,0.020892,5.335788,[21 13] ; [31 50],[15.37391304 18.62608696] ; [36.62608696 44.37391304],0
p6,1,0.035247,4.433176,[ 8 24] ; [ 8 74],[ 4.49122807 27.50877193] ; [11.50877193 70.49122807],0
p5,1,0.041047,4.174062,[ 3 31] ; [ 1 81],[ 1.17241379 32.82758621] ; [ 2.82758621 79.17241379],0
a5,1,0.053027,3.743053,[25  9] ; [45 38],[20.34188034 13.65811966] ; [49.65811966 33.34188034],0
a2,1,0.084647,2.973341,[ 9 25] ; [11 72],[ 5.81196581 28.18803419] ; [14.18803419 68.81196581],0
d1,1,0.086127,2.94532,[19 15] ; [32 51],[14.82051282 19.17948718] ; [36.17948718 46.82051282],0
n5,1,0.116504,2.463701,[11 22] ; [41 42],[14.79310345 18.20689655] ; [37.20689655 45.79310345],0
u1,1,0.127243,2.325826,[ 5 29] ; [ 5 78],[ 2.90598291 31.09401709] ; [ 7.09401709 75.90598291],0
s2,1,0.138886,2.190264,[16 18] ; [27 56],[12.4957265 21.5042735] ; [30.5042735 52.4957265],0
r2,1,0.149812,2.074159,[31  3] ; [65 16],[28.3826087  5.6173913] ; [67.6173913 13.3826087],0
v4,1,0.150454,2.067644,[29  5] ; [59 22],[26.0173913  7.9826087] ; [61.9826087 19.0173913],0
a6,1,0.181808,1.78278,[24 10] ; [47 35],[20.81034483 13.18965517] ; [50.18965517 31.81034483],0
n4,1,0.191699,1.704514,[16 18] ; [50 33],[19.17948718 14.82051282] ; [46.82051282 36.17948718],0
b5,1,0.202364,1.62523,[22 12] ; [43 40],[18.88888889 15.11111111] ; [46.11111111 36.88888889],0
v3,1,0.209997,1.57145,[ 4 26] ; [19 59],[ 6.38888889 23.61111111] ; [16.61111111 61.38888889],0
d5,1,0.213118,1.550116,[26  8] ; [53 29],[23.15517241 10.84482759] ; [55.84482759 26.15517241],0
a4,1,0.254549,1.298162,[17 17] ; [32 51],[14.23931624 19.76068376] ; [34.76068376 48.23931624],0
d4,1,0.278032,1.176682,[28  6] ; [59 22],[25.72173913  8.27826087] ; [61.27826087 19.72173913],0
d3,1,0.304095,1.056151,[22 12] ; [44 37],[19.51304348 14.48695652] ; [46.48695652 34.51304348],0
n3,1,0.381136,0.767033,[11  4] ; [23 15],[9.62264151 5.37735849] ; [24.37735849 13.62264151],0
s1,1,0.392701,0.730563,[ 3 30] ; [ 4 78],[ 2.00869565 30.99130435] ; [ 4.99130435 77.00869565],0
v2,1,0.393974,0.726642,[14 18] ; [27 50],[12.03669725 19.96330275] ; [28.96330275 48.03669725],0
s4,1,0.400946,0.705487,[ 4 30] ; [15 68],[ 5.52136752 28.47863248] ; [13.47863248 69.52136752],0
u2,1,0.481582,0.495278,[8 3] ; [17 11],[7.05128205 3.94871795] ; [17.94871795 10.05128205],0
a7,1,0.491024,0.474282,[22 12] ; [48 35],[20.34188034 13.65811966] ; [49.65811966 33.34188034],0
a1,1,0.509366,0.435368,[ 2 32] ; [ 8 75],[ 2.90598291 31.09401709] ; [ 7.09401709 75.90598291],0
r1,1,0.519895,0.414101,[22 11] ; [50 33],[20.48275862 12.51724138] ; [51.51724138 31.48275862],0
d2,1,0.579631,0.306832,[16 18] ; [34 48],[14.65517241 19.34482759] ; [35.34482759 46.65517241],0
s7,1,0.734378,0.115129,[10 22] ; [21 54],[ 9.27102804 22.72897196] ; [21.72897196 53.27102804],0
s5,1,0.73858,0.111378,[ 6 25] ; [13 65],[ 5.40366972 25.59633028] ; [13.59633028 64.40366972],0
a8,1,0.763078,0.090867,[ 4 26] ; [ 9 71],[ 3.54545455 26.45454545] ; [ 9.45454545 70.54545455],0
n2,1,0.774812,0.081845,[10  5] ; [25 15],[9.54545455 5.45454545] ; [25.45454545 14.54545455],0
p1,1,0.782495,0.076214,[ 3 31] ; [ 6 76],[ 2.63793103 31.36206897] ; [ 6.36206897 75.63793103],0
a3,1,0.852357,0.034638,[23 11] ; [54 28],[22.56896552 11.43103448] ; [54.43103448 27.56896552],0
b1,1,0.869481,0.027,[19 15] ; [45 38],[18.5982906 15.4017094] ; [45.4017094 37.5982906],0
s3,1,0.883132,0.021609,[17 16] ; [41 41],[16.64347826 16.35652174] ; [41.35652174 40.64347826],0
v1,1,0.932929,0.007083,[13 20] ; [33 49],[13.2 19.8] ; [32.8 49.2],0
b2,1,0.980243,0.000613,[ 8 17] ; [13 28],[ 7.95454545 17.04545455] ; [13.04545455 27.95454545],0
b3,1,0.980243,0.000613,[ 8 17] ; [13 28],[ 7.95454545 17.04545455] ; [13.04545455 27.95454545],0
b4,1,0.983063,0.000451,[20 14] ; [49 34],[20.05128205 13.94871795] ; [48.94871795 34.05128205],0
n1,1,0.99022,0.00015,[5 9] ; [14 25],[5.01886792 8.98113208] ; [13.98113208 25.01886792],0
