Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,92.400635,[39 65] ; [210  29],[75.49854227 28.50145773] ; [173.50145773  65.49854227],1
n6,1,0.0,31.040498,[60 44] ; [203  35],[79.97660819 24.02339181] ; [183.02339181  54.97660819],1
s7,1,0.000576,11.851907,[22 75] ; [ 98 131],[35.70552147 61.29447853] ; [ 84.29447853 144.70552147],1
r2,1,0.001024,10.782871,[82 21] ; [220  19],[90.95321637 12.04678363] ; [211.04678363  27.95321637],0
a5,1,0.001263,10.395284,[53 51] ; [166  74],[66.20930233 37.79069767] ; [152.79069767  87.20930233],0
n1,1,0.001777,9.766207,[ 7 28] ; [33 30],[14.28571429 20.71428571] ; [25.71428571 37.28571429],0
p10,1,0.007691,7.104004,[60 42] ; [174  63],[70.40707965 31.59292035] ; [163.59292035  73.40707965],0
s6,1,0.00925,6.773819,[44 59] ; [137  99],[54.99410029 48.00589971] ; [126.00589971 109.99410029],0
d1,1,0.009833,6.664866,[38 66] ; [124 116],[48.97674419 55.02325581] ; [113.02325581 126.97674419],0
p5,1,0.010883,6.484382,[ 5 98] ; [ 34 201],[11.88461538 91.11538462] ; [ 27.11538462 207.88461538],0
a6,1,0.012531,6.234183,[53 51] ; [156  83],[63.37026239 40.62973761] ; [145.62973761  93.37026239],0
v1,1,0.016152,5.78622,[27 75] ; [ 94 140],[36.73214286 65.26785714] ; [ 84.26785714 149.73214286],0
p9,1,0.017049,5.691284,[68 35] ; [184  51],[76.79289941 26.20710059] ; [175.20710059  59.79289941],0
a3,1,0.020703,5.351637,[56 47] ; [160  77],[65.43529412 37.56470588] ; [150.56470588  86.43529412],0
b3,1,0.021244,5.306632,[15 43] ; [66 87],[22.26540284 35.73459716] ; [58.73459716 94.26540284],0
b2,1,0.021244,5.306632,[15 43] ; [66 87],[22.26540284 35.73459716] ; [58.73459716 94.26540284],0
p4,1,0.029889,4.715692,[42 62] ; [127 112],[51.24198251 52.75801749] ; [117.75801749 121.24198251],0
p1,1,0.030065,4.705571,[ 4 98] ; [ 27 212],[ 9.27272727 92.72727273] ; [ 21.72727273 217.27272727],0
d2,1,0.030115,4.702714,[36 68] ; [112 125],[45.13782991 58.86217009] ; [102.86217009 134.13782991],0
d5,1,0.033051,4.543138,[66 38] ; [178  60],[74.19883041 29.80116959] ; [169.80116959  68.19883041],0
s8,1,0.037194,4.341512,[26 77] ; [ 88 151],[34.33333333 68.66666667] ; [ 79.66666667 159.33333333],0
s3,1,0.03819,4.296544,[40 62] ; [122 115],[48.74336283 53.25663717] ; [113.25663717 123.74336283],0
u1,1,0.050596,3.821583,[ 7 97] ; [ 34 206],[12.39534884 91.60465116] ; [ 28.60465116 211.39534884],0
a8,1,0.051118,3.804405,[ 9 89] ; [ 39 182],[14.7460815 83.2539185] ; [ 33.2539185 187.7460815],0
a2,1,0.055452,3.668438,[13 91] ; [ 51 189],[19.34883721 84.65116279] ; [ 44.65116279 195.34883721],0
a4,1,0.055945,3.653681,[35 69] ; [106 131],[43.00293255 60.99706745] ; [ 97.99706745 139.00293255],0
v3,1,0.076063,3.147072,[13 87] ; [ 50 185],[18.80597015 81.19402985] ; [ 44.19402985 190.80597015],0
r1,1,0.08548,2.957499,[65 39] ; [171  67],[71.76608187 32.23391813] ; [164.23391813  73.76608187],0
p6,1,0.086465,2.93898,[22 80] ; [ 73 165],[28.5 73.5] ; [ 66.5 171.5],0
