Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000472,12.222222,[ 5 44] ; [10 11],[10.5 38.5] ; [ 4.5 16.5],1
a3,1,0.027159,4.880672,[15 36] ; [12  9],[19.125 31.875] ; [ 7.875 13.125],0
p10,1,0.028828,4.777831,[24 26] ; [16  5],[28.16901408 21.83098592] ; [11.83098592  9.16901408],0
p9,1,0.043114,4.090909,[30 19] ; [18  3],[33.6 15.4] ; [14.4  6.6],0
u3,1,0.048452,3.894231,[ 8 28] ; [5 4],[10.4 25.6] ; [2.6 6.4],0
b1,1,0.055717,3.660504,[19 32] ; [13  8],[22.66666667 28.33333333] ; [ 9.33333333 11.66666667],0
p4,1,0.087407,2.921489,[18 33] ; [12  9],[21.25 29.75] ; [ 8.75 12.25],0
p6,1,0.12062,2.409251,[13 37] ; [ 2 19],[10.56338028 39.43661972] ; [ 4.43661972 16.56338028],0
n5,1,0.13205,2.268236,[32 19] ; [17  4],[34.70833333 16.29166667] ; [14.29166667  6.70833333],0
v3,1,0.136599,2.215858,[ 7 44] ; [ 6 15],[ 9.20833333 41.79166667] ; [ 3.79166667 17.20833333],0
s2,1,0.140217,2.175577,[15 36] ; [10 11],[17.70833333 33.29166667] ; [ 7.29166667 13.70833333],0
s4,1,0.1723,1.862814,[12 39] ; [ 2 19],[ 9.91666667 41.08333333] ; [ 4.08333333 16.91666667],0
d4,1,0.179058,1.805422,[18 33] ; [11 10],[20.54166667 30.45833333] ; [ 8.45833333 12.54166667],0
n2,1,0.214193,1.542857,[12  8] ; [6 1],[13.33333333  6.66666667] ; [4.66666667 2.33333333],0
b4,1,0.25196,1.312404,[27 24] ; [ 8 13],[24.79166667 26.20833333] ; [10.20833333 10.79166667],0
p5,1,0.251973,1.31233,[ 3 47] ; [ 3 18],[ 4.22535211 45.77464789] ; [ 1.77464789 19.22535211],0
p1,1,0.271315,1.210084,[ 7 44] ; [ 1 20],[ 5.66666667 45.33333333] ; [ 2.33333333 18.66666667],0
