Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000472,12.222222,[ 5 44] ; [10 11],[10.5 38.5] ; [ 4.5 16.5],1
a5,1,0.294697,1.098039,[11 40] ; [ 7 14],[12.75 38.25] ; [ 5.25 15.75],0
s6,1,0.305147,1.051564,[20 31] ; [11 10],[21.95833333 29.04166667] ; [ 9.04166667 11.95833333],0
p11,1,0.305147,1.051564,[31 20] ; [10 11],[29.04166667 21.95833333] ; [11.95833333  9.04166667],0
s1,1,0.34554,0.889768,[ 2 49] ; [ 2 19],[ 2.83333333 48.16666667] ; [ 1.16666667 19.83333333],0
a6,1,0.357386,0.847059,[23 28] ; [ 7 14],[21.25 29.75] ; [ 8.75 12.25],0
a7,1,0.415068,0.664236,[19 32] ; [10 11],[20.54166667 30.45833333] ; [ 8.45833333 12.54166667],0
b3,1,0.468541,0.525415,[ 7 24] ; [4 8],[ 7.93023256 23.06976744] ; [3.06976744 8.93023256],0
b2,1,0.468541,0.525415,[ 7 24] ; [4 8],[ 7.93023256 23.06976744] ; [3.06976744 8.93023256],0
a8,1,0.486402,0.484475,[ 5 44] ; [ 1 19],[ 4.26086957 44.73913043] ; [ 1.73913043 18.26086957],0
n4,1,0.486601,0.484034,[27 24] ; [13  8],[28.33333333 22.66666667] ; [11.66666667  9.33333333],0
b5,1,0.510925,0.432173,[31 20] ; [11 10],[29.75 21.25] ; [12.25  8.75],0
d1,1,0.510925,0.432173,[ 1 50] ; [ 1 20],[ 1.41666667 49.58333333] ; [ 0.58333333 20.41666667],0
n1,1,0.534561,0.385714,[ 6 14] ; [3 4],[ 6.66666667 13.33333333] ; [2.33333333 4.66666667],0
p2,1,0.546831,0.363025,[33 18] ; [12  9],[31.875 19.125] ; [13.125  7.875],0
s8,1,0.558494,0.342318,[13 38] ; [ 4 17],[12.04166667 38.95833333] ; [ 4.95833333 16.04166667],0
r2,1,0.564804,0.331454,[32 19] ; [14  6],[33.04225352 17.95774648] ; [12.95774648  7.04225352],0
a1,1,0.580622,0.30523,[ 3 48] ; [ 2 19],[ 3.54166667 47.45833333] ; [ 1.45833333 19.54166667],0
a4,1,0.582306,0.302521,[ 5 46] ; [ 3 18],[ 5.66666667 45.33333333] ; [ 2.33333333 18.66666667],0
s5,1,0.59164,0.287791,[ 7 43] ; [ 4 17],[ 7.74647887 42.25352113] ; [ 3.25352113 17.74647887],0
p3,1,0.617685,0.249135,[14 37] ; [ 7 14],[14.875 36.125] ; [ 6.125 14.875],0
p7,1,0.676325,0.174292,[23 26] ; [11 10],[23.8 25.2] ; [10.2 10.8],0
n6,1,0.699671,0.148815,[34 17] ; [13  8],[33.29166667 17.70833333] ; [13.70833333  7.29166667],0
p8,1,0.759994,0.093323,[21 29] ; [ 8 13],[20.42253521 29.57746479] ; [ 8.57746479 12.42253521],0
s3,1,0.823125,0.049965,[20 30] ; [ 9 12],[20.42253521 29.57746479] ; [ 8.57746479 12.42253521],0
v4,1,0.833792,0.044033,[37 14] ; [15  5],[37.35211268 13.64788732] ; [14.64788732  5.35211268],0
r4,1,0.861919,0.030252,[23 28] ; [ 9 12],[22.66666667 28.33333333] ; [ 9.33333333 11.66666667],0
d3,1,0.92314,0.009308,[14 37] ; [ 6 15],[14.16666667 36.83333333] ; [ 5.83333333 15.16666667],0
u2,1,0.941116,0.005456,[13 23] ; [3 5],[13.09090909 22.90909091] ; [2.90909091 5.09090909],0
n3,1,0.943206,0.005075,[14  6] ; [5 2],[14.07407407  5.92592593] ; [4.92592593 2.07407407],0
s7,1,0.94397,0.004939,[13 38] ; [ 5 14],[13.11428571 37.88571429] ; [ 4.88571429 14.11428571],0
d2,1,0.956462,0.002981,[10 41] ; [ 4 17],[ 9.91666667 41.08333333] ; [ 4.08333333 16.91666667],0
r3,1,0.961037,0.002387,[36 15] ; [14  6],[35.91549296 15.08450704] ; [14.08450704  5.91549296],0
