Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3.9e-05,16.940106,[25 11] ; [ 50 105],[14.13612565 21.86387435] ; [60.86387435 94.13612565],1
p9,1,0.279344,1.170279,[28  8] ; [105  48],[25.33333333 10.66666667] ; [107.66666667  45.33333333],0
b1,1,0.294932,1.096969,[10 27] ; [56 99],[12.71875 24.28125] ; [ 53.28125 101.71875],0
r2,1,0.370298,0.802665,[36  1] ; [143  10],[34.85789474  2.14210526] ; [144.14210526   8.85789474],0
r4,1,0.411147,0.675481,[35  2] ; [140  15],[33.72395833  3.27604167] ; [141.27604167  13.72395833],0
v1,1,0.428647,0.626486,[13 24] ; [63 86],[15.11827957 21.88172043] ; [60.88172043 88.11827957],0
n2,1,0.430223,0.622222,[4 4] ; [31 17],[5. 3.] ; [30. 18.],0
a6,1,0.463091,0.538412,[26 11] ; [99 56],[24.08854167 12.91145833] ; [100.91145833  54.08854167],0
d2,1,0.463278,0.537962,[17 20] ; [61 94],[15.03125 21.96875] ; [62.96875 92.03125],0
s8,1,0.484354,0.489045,[14 23] ; [ 49 105],[12.20418848 24.79581152] ; [ 50.79581152 103.20418848],0
n1,1,0.522047,0.409847,[3 5] ; [13 36],[2.24561404 5.75438596] ; [13.75438596 35.24561404],0
s1,1,0.524968,0.404122,[ 1 36] ; [  8 147],[ 1.734375 35.265625] ; [  7.265625 147.734375],0
d1,1,0.56276,0.334948,[22 15] ; [84 71],[20.42708333 16.57291667] ; [85.57291667 69.42708333],0
v4,1,0.563181,0.334227,[34  2] ; [141  13],[33.15789474  2.84210526] ; [141.84210526  12.15789474],0
p5,1,0.610803,0.259007,[ 1 36] ; [  7 146],[ 1.55789474 35.44210526] ; [  6.44210526 146.55789474],0
v3,1,0.61091,0.258852,[12 25] ; [ 40 102],[10.74860335 26.25139665] ; [ 41.25139665 100.74860335],0
p1,1,0.624661,0.239371,[ 3 34] ; [  9 143],[ 2.34920635 34.65079365] ; [  9.65079365 142.34920635],0
a5,1,0.639029,0.220015,[27 10] ; [107  48],[25.82291667 11.17708333] ; [108.17708333  46.82291667],0
r3,1,0.674723,0.176127,[35  2] ; [149   6],[35.45833333  1.54166667] ; [148.54166667   6.45833333],0
p12,1,0.743701,0.1069,[ 1 35] ; [  6 147],[ 1.33333333 34.66666667] ; [  5.66666667 147.33333333],0
a2,1,0.756033,0.096531,[ 7 30] ; [ 26 129],[ 6.359375 30.640625] ; [ 26.640625 128.359375],0
n4,1,0.766704,0.088024,[15 22] ; [67 88],[15.80208333 21.19791667] ; [66.19791667 88.80208333],0
a7,1,0.815075,0.054702,[27 10] ; [116  39],[27.55729167  9.44270833] ; [115.44270833  39.55729167],0
p7,1,0.832258,0.044862,[19 18] ; [81 71],[19.57671958 17.42328042] ; [80.42328042 71.57671958],0
d5,1,0.89995,0.015807,[29  8] ; [120  35],[28.71354167  8.28645833] ; [120.28645833  34.71354167],0
b4,1,0.909865,0.012816,[24 13] ; [99 56],[23.703125 13.296875] ; [99.296875 55.703125],0
v2,1,0.924601,0.008957,[19 16] ; [80 65],[19.25 15.75] ; [79.75 65.25],0
a4,1,0.951935,0.003633,[15 22] ; [62 93],[14.83854167 22.16145833] ; [62.16145833 92.83854167],0
p3,1,0.957523,0.002837,[14 23] ; [59 95],[14.14136126 22.85863874] ; [58.85863874 95.14136126],0
a3,1,0.968211,0.001588,[24 13] ; [100  55],[23.89583333 13.10416667] ; [100.10416667  54.89583333],0
p4,1,0.976859,0.000841,[16 21] ; [67 87],[16.07853403 20.92146597] ; [66.92146597 87.07853403],0
