Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,36.857298,[48 11] ; [ 5 27],[34.36263736 24.63736264] ; [18.63736264 13.36263736],1
r3,1,1e-05,19.479832,[49 10] ; [12 20],[39.54945055 19.45054945] ; [21.45054945 10.54945055],1
r2,1,0.000348,12.790977,[54  5] ; [18 12],[47.73033708 11.26966292] ; [24.26966292  5.73033708],1
n6,1,0.000706,11.473297,[41 18] ; [10 21],[33.43333333 25.56666667] ; [17.56666667 13.43333333],1
u3,1,0.001517,10.057895,[18  8] ; [ 2 11],[13.33333333 12.66666667] ; [6.66666667 6.33333333],0
r1,1,0.003129,8.730795,[41 18] ; [12 20],[34.36263736 24.63736264] ; [18.63736264 13.36263736],0
p1,1,0.010565,6.537034,[ 1 58] ; [ 5 27],[ 3.89010989 55.10989011] ; [ 2.10989011 29.89010989],0
s8,1,0.015657,5.841024,[13 45] ; [ 1 31],[ 9.02222222 48.97777778] ; [ 4.97777778 27.02222222],0
s6,1,0.030567,4.677114,[30 28] ; [ 9 23],[25.13333333 32.86666667] ; [13.86666667 18.13333333],0
u1,1,0.077313,3.120508,[ 9 50] ; [ 1 31],[ 6.48351648 52.51648352] ; [ 3.51648352 28.48351648],0
a1,1,0.081272,3.039284,[ 4 55] ; [ 6 26],[ 6.48351648 52.51648352] ; [ 3.51648352 28.48351648],0
n2,1,0.103387,2.652498,[16  9] ; [ 7 11],[13.37209302 11.62790698] ; [9.62790698 8.37209302],0
v1,1,0.110172,2.551746,[21 38] ; [ 6 25],[17.7 41.3] ; [ 9.3 21.7],0
p6,1,0.111252,2.536345,[11 47] ; [ 2 29],[ 8.47191011 49.52808989] ; [ 4.52808989 26.47191011],0
d2,1,0.138875,2.190375,[26 32] ; [19 12],[29.3258427 28.6741573] ; [15.6741573 15.3258427],0
d3,1,0.147084,2.102237,[31 27] ; [12 20],[27.71111111 30.28888889] ; [15.28888889 16.71111111],0
p11,1,0.178981,1.806069,[23 36] ; [ 8 24],[20.0989011 38.9010989] ; [10.9010989 21.0989011],0
n3,1,0.203628,1.616162,[13  9] ; [ 7 11],[11. 11.] ; [9. 9.],0
b5,1,0.205479,1.602995,[34 25] ; [14 18],[31.12087912 27.87912088] ; [16.87912088 15.12087912],0
u2,1,0.211767,1.559302,[13 12] ; [4 9],[11.18421053 13.81578947] ; [5.81578947 7.18421053],0
v3,1,0.268127,1.226306,[19 37] ; [ 7 24],[16.73563218 39.26436782] ; [ 9.26436782 21.73563218],0
v2,1,0.325381,0.967193,[20 37] ; [ 8 24],[17.93258427 39.06741573] ; [10.06741573 21.93258427],0
p7,1,0.350455,0.871808,[16 42] ; [ 6 26],[14.17777778 43.82222222] ; [ 7.82222222 24.17777778],0
p9,1,0.358436,0.843366,[14 43] ; [ 5 26],[12.30681818 44.69318182] ; [ 6.69318182 24.30681818],0
d5,1,0.35939,0.840022,[40 18] ; [19 13],[38.02222222 19.97777778] ; [20.97777778 11.02222222],0
p4,1,0.3733,0.792651,[16 43] ; [ 6 26],[14.26373626 44.73626374] ; [ 7.73626374 24.26373626],0
s2,1,0.378329,0.776123,[18 41] ; [ 7 25],[16.20879121 42.79120879] ; [ 8.79120879 23.20879121],0
d4,1,0.393699,0.727487,[43 15] ; [21 11],[41.24444444 16.75555556] ; [22.75555556  9.24444444],0
a7,1,0.423121,0.641631,[31 28] ; [14 18],[29.17582418 29.82417582] ; [15.82417582 16.17582418],0
b2,1,0.429656,0.623753,[16 22] ; [ 7 15],[14.56666667 23.43333333] ; [ 8.43333333 13.56666667],0
b3,1,0.429656,0.623753,[16 22] ; [ 7 15],[14.56666667 23.43333333] ; [ 8.43333333 13.56666667],0
a2,1,0.450689,0.568919,[11 48] ; [ 4 28],[ 9.72527473 49.27472527] ; [ 5.27472527 26.72527473],0
n4,1,0.456264,0.555045,[34 25] ; [21 11],[35.65934066 23.34065934] ; [19.34065934 12.65934066],0
s3,1,0.495121,0.465379,[21 37] ; [ 9 22],[19.5505618 38.4494382] ; [10.4494382 20.5505618],0
s5,1,0.530557,0.393325,[10 47] ; [ 4 28],[ 8.96629213 48.03370787] ; [ 5.03370787 26.96629213],0
p3,1,0.556177,0.346367,[14 44] ; [ 6 26],[12.88888889 45.11111111] ; [ 7.11111111 24.88888889],0
b1,1,0.568413,0.325344,[35 24] ; [17 15],[33.71428571 25.28571429] ; [18.28571429 13.71428571],0
a4,1,0.578262,0.309052,[26 32] ; [12 19],[24.76404494 33.23595506] ; [13.23595506 17.76404494],0
s1,1,0.612674,0.2563,[ 7 52] ; [ 5 27],[ 7.78021978 51.21978022] ; [ 4.21978022 27.78021978],0
p8,1,0.614795,0.253251,[10 49] ; [ 4 27],[ 9.17777778 49.82222222] ; [ 4.82222222 26.17777778],0
s4,1,0.634752,0.225671,[ 7 51] ; [ 5 27],[ 7.73333333 50.26666667] ; [ 4.26666667 27.73333333],0
