Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,53.39773,[111  18] ; [21 41],[89.15183246 39.84816754] ; [42.84816754 19.15183246],1
d3,1,0.0,42.248782,[108  21] ; [23 39],[88.47643979 40.52356021] ; [42.52356021 19.47643979],1
a2,1,8e-06,20.021836,[57 73] ; [ 7 55],[43.33333333 86.66666667] ; [20.66666667 41.33333333],1
u1,1,5.9e-05,16.118729,[49 81] ; [ 6 56],[37.23958333 92.76041667] ; [17.76041667 44.23958333],1
d1,1,0.001354,10.267292,[90 40] ; [28 34],[79.89583333 50.10416667] ; [38.10416667 23.89583333],0
r4,1,0.001488,10.092831,[120  10] ; [47 15],[113.07291667  16.92708333] ; [53.92708333  8.07291667],0
v4,1,0.002973,8.823809,[125   4] ; [52  9],[120.17368421   8.82631579] ; [56.82631579  4.17368421],0
v2,1,0.004071,8.251814,[81 44] ; [26 35],[71.90860215 53.09139785] ; [35.09139785 25.90860215],0
b5,1,0.005921,7.574286,[97 33] ; [34 28],[88.69791667 41.30208333] ; [42.30208333 19.69791667],0
d4,1,0.012836,6.191507,[114  15] ; [46 16],[108.06282723  20.93717277] ; [51.93717277 10.06282723],0
b3,1,0.030662,4.6718,[35 59] ; [29 23],[41.20547945 52.79452055] ; [22.79452055 29.20547945],0
b2,1,0.030662,4.6718,[35 59] ; [29 23],[41.20547945 52.79452055] ; [22.79452055 29.20547945],0
r1,1,0.040633,4.191255,[108  21] ; [44 18],[102.65968586  26.34031414] ; [49.34031414 12.65968586],0
p9,1,0.050943,3.810155,[113  15] ; [48 14],[108.46315789  19.53684211] ; [52.53684211  9.46315789],0
s6,1,0.10586,2.614956,[108  21] ; [45 16],[103.87894737  25.12105263] ; [49.12105263 11.87894737],0
p11,1,0.111913,2.526999,[86 44] ; [48 14],[90.72916667 39.27083333] ; [43.27083333 18.72916667],0
p4,1,0.126734,2.332062,[74 56] ; [28 34],[69.0625 60.9375] ; [32.9375 29.0625],0
n1,1,0.134418,2.240722,[14 19] ; [15  9],[16.78947368 16.21052632] ; [12.21052632 11.78947368],0
r2,1,0.139828,2.179851,[122   4] ; [57  5],[119.96808511   6.03191489] ; [59.03191489  2.96808511],0
p10,1,0.200356,1.639778,[106  23] ; [46 16],[102.65968586  26.34031414] ; [49.34031414 12.65968586],0
a3,1,0.205141,1.605392,[101  29] ; [53  9],[104.27083333  25.72916667] ; [49.72916667 12.27083333],0
n5,1,0.211968,1.557936,[92 36] ; [49 12],[95.49206349 32.50793651] ; [45.50793651 15.49206349],0
p2,1,0.221355,1.495566,[97 33] ; [41 21],[93.4375 36.5625] ; [44.5625 17.4375],0
r3,1,0.223667,1.480686,[124   5] ; [57  5],[122.2460733   6.7539267] ; [58.7539267  3.2460733],0
b4,1,0.22797,1.45348,[77 53] ; [31 31],[73.125 56.875] ; [34.875 27.125],0
b1,1,0.230877,1.435453,[49 81] ; [29 33],[52.8125 77.1875] ; [25.1875 36.8125],0
u3,1,0.24061,1.377014,[22  7] ; [5 4],[20.60526316  8.39473684] ; [6.39473684 2.60526316],0
a8,1,0.247388,1.337996,[21 91] ; [ 7 52],[18.33918129 93.66081871] ; [ 9.66081871 49.33918129],0
d5,1,0.248609,1.331105,[114  15] ; [51 11],[111.43979058  17.56020942] ; [53.56020942  8.43979058],0
p6,1,0.256769,1.286093,[46 83] ; [17 45],[42.54973822 86.45026178] ; [20.45026178 41.54973822],0
n4,1,0.310467,1.028687,[102  27] ; [52  9],[104.55789474  24.44210526] ; [49.44210526 11.55789474],0
n2,1,0.313499,1.015879,[21 12] ; [19  6],[22.75862069 10.24137931] ; [17.24137931  7.75862069],0
p1,1,0.336253,0.924665,[  6 124] ; [ 5 57],[  7.44791667 122.55208333] ; [ 3.55208333 58.44791667],0
d2,1,0.344661,0.893015,[82 47] ; [35 27],[79.02094241 49.97905759] ; [37.97905759 24.02094241],0
s3,1,0.414438,0.666034,[94 34] ; [42 20],[91.62105263 36.37894737] ; [44.37894737 17.62105263],0
p7,1,0.534914,0.385049,[65 61] ; [29 33],[63. 63.] ; [31. 31.],0
s2,1,0.536241,0.38255,[93 36] ; [42 20],[91.17801047 37.82198953] ; [43.82198953 18.17801047],0
a1,1,0.592347,0.286694,[  6 124] ; [ 4 58],[  6.77083333 123.22916667] ; [ 3.22916667 58.77083333],0
s5,1,0.604552,0.268185,[50 73] ; [22 38],[48.39344262 74.60655738] ; [23.60655738 36.39344262],0
n6,1,0.624853,0.239106,[109  20] ; [49 11],[107.84126984  21.15873016] ; [50.15873016  9.84126984],0
u2,1,0.693012,0.155844,[17 10] ; [5 4],[16.5 10.5] ; [5.5 3.5],0
p5,1,0.754046,0.098163,[  7 120] ; [ 4 56],[  7.47058824 119.52941176] ; [ 3.52941176 56.47058824],0
p3,1,0.792019,0.069533,[54 76] ; [27 35],[54.84375 75.15625] ; [26.15625 35.84375],0
v1,1,0.795431,0.067218,[64 61] ; [29 30],[63.17934783 61.82065217] ; [29.82065217 29.17934783],0
s8,1,0.817161,0.053453,[84 46] ; [39 23],[83.28125 46.71875] ; [39.71875 22.28125],0
n3,1,0.847439,0.037013,[24  9] ; [18  6],[24.31578947  8.68421053] ; [17.68421053  6.31578947],0
a4,1,0.856608,0.03265,[71 59] ; [33 29],[70.41666667 59.58333333] ; [33.58333333 28.41666667],0
s1,1,0.871347,0.026227,[  9 118] ; [ 4 58],[  8.73544974 118.26455026] ; [ 4.26455026 57.73544974],0
v3,1,0.934271,0.006802,[50 71] ; [24 35],[49.74444444 71.25555556] ; [24.25555556 34.74444444],0
p12,1,0.936475,0.006352,[  8 122] ; [ 4 58],[  8.125 121.875] ; [ 3.875 58.125],0
s4,1,0.942634,0.005178,[ 25 105] ; [12 49],[ 25.18324607 104.81675393] ; [11.81675393 49.18324607],0
a5,1,0.974735,0.001003,[103  27] ; [49 13],[102.91666667  27.08333333] ; [49.08333333 12.91666667],0
