Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000145,14.431479,[ 6 42] ; [28 32],[15.11111111 32.88888889] ; [18.88888889 41.11111111],1
s6,1,0.000224,13.617249,[ 8 41] ; [31 31],[17.21621622 31.78378378] ; [21.78378378 40.21621622],1
p11,1,0.000458,12.277459,[16 33] ; [41 21],[25.16216216 23.83783784] ; [31.83783784 30.16216216],1
s2,1,0.002637,9.04297,[ 7 42] ; [25 37],[14.12612613 34.87387387] ; [17.87387387 44.12612613],0
p9,1,0.003834,8.360944,[18 28] ; [41 20],[25.36448598 20.63551402] ; [33.63551402 27.36448598],0
p2,1,0.012205,6.280807,[23 26] ; [43 18],[29.4 19.6] ; [36.6 24.4],0
p1,1,0.022123,5.236111,[ 6 43] ; [ 1 61],[ 3.09009009 45.90990991] ; [ 3.90990991 58.09009009],0
p10,1,0.02247,5.208997,[19 29] ; [37 23],[24.88888889 23.11111111] ; [31.11111111 28.88888889],0
n5,1,0.028316,4.808743,[35 14] ; [31 30],[29.4 19.6] ; [36.6 24.4],0
v1,1,0.04856,3.890515,[10 39] ; [22 36],[14.65420561 34.34579439] ; [17.34579439 40.65420561],0
p4,1,0.050606,3.821273,[14 35] ; [29 33],[18.98198198 30.01801802] ; [24.01801802 37.98198198],0
n6,1,0.05374,3.720772,[21 27] ; [38 23],[25.98165138 22.01834862] ; [33.01834862 27.98165138],0
s8,1,0.056879,3.626116,[ 5 44] ; [15 47],[ 8.82882883 40.17117117] ; [11.17117117 50.82882883],0
p8,1,0.057011,3.622278,[10 38] ; [23 38],[14.53211009 33.46788991] ; [18.46788991 42.53211009],0
d4,1,0.083837,2.988897,[27 22] ; [44 18],[31.34234234 17.65765766] ; [39.65765766 22.34234234],0
s7,1,0.08591,2.949385,[10 36] ; [22 37],[14.01904762 31.98095238] ; [17.98095238 41.01904762],0
s3,1,0.088547,2.900593,[14 33] ; [28 33],[18.27777778 28.72222222] ; [23.72222222 37.27777778],0
a7,1,0.092487,2.830551,[19 30] ; [34 28],[23.3963964 25.6036036] ; [29.6036036 32.3963964],0
p6,1,0.094121,2.802431,[ 6 42] ; [15 44],[ 9.42056075 38.57943925] ; [11.57943925 47.42056075],0
n2,1,0.113704,2.501973,[13 15] ; [17  8],[15.8490566 12.1509434] ; [14.1509434 10.8490566],0
p7,1,0.140981,2.16722,[15 32] ; [28 33],[18.71296296 28.28703704] ; [24.28703704 36.71296296],0
n1,1,0.147874,2.094041,[12 16] ; [ 6 19],[ 9.50943396 18.49056604] ; [ 8.49056604 16.50943396],0
v4,1,0.148247,2.090195,[26 23] ; [40 20],[29.66972477 19.33027523] ; [36.33027523 23.66972477],0
d5,1,0.151792,2.054148,[25 24] ; [40 22],[28.69369369 20.30630631] ; [36.30630631 25.69369369],0
a1,1,0.15576,2.014919,[ 6 43] ; [ 3 59],[ 3.97297297 45.02702703] ; [ 5.02702703 56.97297297],0
b1,1,0.162237,1.953249,[31 18] ; [31 31],[27.36936937 21.63063063] ; [34.63063063 27.36936937],0
b2,1,0.168441,1.896768,[13 22] ; [ 8 28],[10.35211268 24.64788732] ; [10.64788732 25.35211268],0
b3,1,0.168441,1.896768,[13 22] ; [ 8 28],[10.35211268 24.64788732] ; [10.64788732 25.35211268],0
a4,1,0.188116,1.73231,[18 30] ; [16 46],[14.83636364 33.16363636] ; [19.16363636 42.83636364],0
s5,1,0.199322,1.647334,[ 6 42] ; [13 46],[ 8.52336449 39.47663551] ; [10.47663551 48.52336449],0
r1,1,0.245332,1.349691,[15 34] ; [13 49],[12.36036036 36.63963964] ; [15.63963964 46.36036036],0
u1,1,0.257627,1.281462,[ 2 47] ; [ 6 56],[ 3.53153153 45.46846847] ; [ 4.46846847 57.53153153],0
n3,1,0.265838,1.238095,[12 16] ; [14 10],[14. 14.] ; [12. 12.],0
a2,1,0.277743,1.178103,[ 5 44] ; [ 3 59],[ 3.53153153 45.46846847] ; [ 4.46846847 57.53153153],0
p3,1,0.308619,1.036579,[11 38] ; [19 42],[13.36363636 35.63636364] ; [16.63636364 44.36363636],0
n4,1,0.31123,1.025447,[30 19] ; [32 30],[27.36936937 21.63063063] ; [34.63063063 27.36936937],0
b5,1,0.340231,0.909561,[24 25] ; [36 26],[26.48648649 22.51351351] ; [33.51351351 28.48648649],0
d1,1,0.37488,0.787423,[15 34] ; [24 38],[17.21621622 31.78378378] ; [21.78378378 40.21621622],0
