Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,21.946524,[20  5] ; [12 39],[10.52631579 14.47368421] ; [21.47368421 29.52631579],1
s8,1,8.1e-05,15.533778,[13 13] ; [ 5 46],[ 6.07792208 19.92207792] ; [11.92207792 39.07792208],1
s3,1,0.001445,10.148051,[16  9] ; [13 37],[ 9.66666667 15.33333333] ; [19.33333333 30.66666667],0
p2,1,0.002131,9.433141,[20  6] ; [19 29],[13.7027027 12.2972973] ; [25.2972973 22.7027027],0
p6,1,0.003615,8.467969,[11 15] ; [ 6 42],[ 5.97297297 20.02702703] ; [11.02702703 36.97297297],0
v2,1,0.004821,7.945381,[16  9] ; [15 35],[10.33333333 14.66666667] ; [20.66666667 29.33333333],0
p3,1,0.007242,7.211999,[14 12] ; [11 37],[ 8.78378378 17.21621622] ; [16.21621622 31.78378378],0
s7,1,0.007987,7.036468,[15  9] ; [14 33],[ 9.8028169 14.1971831] ; [19.1971831 27.8028169],0
r3,1,0.010903,6.481086,[19  6] ; [22 27],[13.85135135 11.14864865] ; [27.14864865 21.85135135],0
p7,1,0.011504,6.385769,[15 11] ; [13 34],[ 9.97260274 16.02739726] ; [18.02739726 28.97260274],0
p4,1,0.021569,5.280243,[16 10] ; [17 33],[11.28947368 14.71052632] ; [21.71052632 28.28947368],0
s4,1,0.023655,5.119784,[ 7 19] ; [ 4 47],[ 3.71428571 22.28571429] ; [ 7.28571429 43.71428571],0
s5,1,0.025337,5.000689,[ 8 16] ; [ 6 45],[ 4.48 19.52] ; [ 9.52 41.48],0
p9,1,0.034925,4.448826,[21  5] ; [27 21],[16.86486486  9.13513514] ; [31.13513514 16.86486486],0
n6,1,0.058412,3.581899,[18  5] ; [27 22],[14.375  8.625] ; [30.625 18.375],0
a7,1,0.070286,3.276318,[11 15] ; [32 18],[14.71052632 11.28947368] ; [28.28947368 21.71052632],0
n3,1,0.084695,2.972426,[8 3] ; [ 9 13],[5.66666667 5.33333333] ; [11.33333333 10.66666667],0
b4,1,0.091992,2.839161,[ 9 17] ; [28 23],[12.49350649 13.50649351] ; [24.50649351 26.49350649],0
v3,1,0.106016,2.612626,[ 9 17] ; [ 9 41],[ 6.15789474 19.84210526] ; [11.84210526 38.15789474],0
u1,1,0.126186,2.338811,[ 1 25] ; [ 8 43],[ 3.03896104 22.96103896] ; [ 5.96103896 45.03896104],0
r1,1,0.156607,2.006689,[ 5 20] ; [18 32],[ 7.66666667 17.33333333] ; [15.33333333 34.66666667],0
p5,1,0.163364,1.94281,[ 1 25] ; [ 7 42],[ 2.77333333 23.22666667] ; [ 5.22666667 43.77333333],0
n1,1,0.171301,1.871521,[3 8] ; [12 11],[4.85294118 6.14705882] ; [10.14705882 12.85294118],0
a2,1,0.20897,1.578551,[ 3 23] ; [12 39],[ 5.06493506 20.93506494] ; [ 9.93506494 41.06493506],0
p11,1,0.228689,1.448994,[17  9] ; [26 25],[14.51948052 11.48051948] ; [28.48051948 22.51948052],0
p10,1,0.233004,1.42243,[17  9] ; [25 24],[14.56 11.44] ; [27.44 21.56],0
p8,1,0.256829,1.285768,[ 9 17] ; [11 38],[ 6.93333333 19.06666667] ; [13.06666667 35.93333333],0
v4,1,0.269259,1.220519,[16  8] ; [26 23],[13.80821918 10.19178082] ; [28.19178082 20.80821918],0
p1,1,0.356346,0.85073,[ 1 25] ; [ 5 46],[ 2.02597403 23.97402597] ; [ 3.97402597 47.02597403],0
b5,1,0.378903,0.774258,[16 10] ; [26 25],[14.18181818 11.81818182] ; [27.81818182 23.18181818],0
a4,1,0.414743,0.665162,[12 14] ; [28 22],[13.68421053 12.31578947] ; [26.31578947 23.68421053],0
v1,1,0.455483,0.556971,[11 13] ; [18 31],[ 9.53424658 14.46575342] ; [19.46575342 29.53424658],0
b1,1,0.460897,0.543715,[13 13] ; [30 21],[14.51948052 11.48051948] ; [28.48051948 22.51948052],0
n2,1,0.528871,0.396561,[7 4] ; [12 11],[6.14705882 4.85294118] ; [12.85294118 10.14705882],0
n4,1,0.528908,0.396489,[19  7] ; [33 17],[17.78947368  8.21052632] ; [34.21052632 15.78947368],0
d4,1,0.539382,0.376685,[21  5] ; [38 13],[19.92207792  6.07792208] ; [39.07792208 11.92207792],0
a6,1,0.576626,0.311721,[17  9] ; [30 21],[15.87012987 10.12987013] ; [31.12987013 19.87012987],0
u2,1,0.582493,0.302222,[1 4] ; [4 8],[1.47058824 3.52941176] ; [3.52941176 8.47058824],0
u3,1,0.585106,0.298052,[3 3] ; [4 7],[2.47058824 3.52941176] ; [4.52941176 6.47058824],0
d2,1,0.618586,0.247861,[13 13] ; [28 22],[14.02631579 11.97368421] ; [26.97368421 23.02631579],0
a8,1,0.652883,0.202285,[ 3 23] ; [ 4 44],[ 2.45945946 23.54054054] ; [ 4.54054054 43.45945946],0
n5,1,0.763242,0.090737,[17  7] ; [33 16],[16.43835616  7.56164384] ; [33.56164384 15.43835616],0
s1,1,0.777697,0.079705,[ 2 24] ; [ 3 47],[ 1.71052632 24.28947368] ; [ 3.28947368 46.71052632],0
a1,1,0.787174,0.07289,[ 3 23] ; [ 7 44],[ 3.37662338 22.62337662] ; [ 6.62337662 44.37662338],0
d3,1,0.793602,0.068453,[15 11] ; [31 20],[15.53246753 10.46753247] ; [30.46753247 20.53246753],0
d1,1,0.81186,0.056657,[14 12] ; [26 25],[13.50649351 12.49350649] ; [26.49350649 24.50649351],0
a3,1,0.914881,0.011424,[20  6] ; [39 11],[20.18421053  5.81578947] ; [38.81578947 11.18421053],0
b2,1,0.940505,0.00557,[ 6 11] ; [12 21],[ 6.12 10.88] ; [11.88 21.12],0
b3,1,0.940505,0.00557,[ 6 11] ; [12 21],[ 6.12 10.88] ; [11.88 21.12],0
p12,1,0.960499,0.002453,[ 1 25] ; [ 2 47],[ 1.04 24.96] ; [ 1.96 47.04],0
d5,1,0.968484,0.001561,[21  5] ; [41 10],[20.93506494  5.06493506] ; [41.06493506  9.93506494],0
r2,1,1.0,0.0,[14  9] ; [28 18],[14.  9.] ; [28. 18.],0
