Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.008018,7.029453,[ 54 106] ; [38 35],[63.17596567 96.82403433] ; [28.82403433 44.17596567],0
v3,1,0.013287,6.130529,[ 22 134] ; [20 52],[ 28.73684211 127.26315789] ; [13.26315789 58.73684211],0
p10,1,0.033689,4.510397,[86 73] ; [49 22],[93.32608696 65.67391304] ; [41.67391304 29.32608696],0
r2,1,0.036222,4.386607,[131  27] ; [68  5],[136.11255411  21.88744589] ; [62.88744589 10.11255411],0
s5,1,0.043919,4.059686,[ 34 123] ; [24 46],[ 40.11453744 116.88546256] ; [17.88546256 52.11453744],0
p12,1,0.049041,3.873964,[  3 158] ; [ 5 67],[  5.527897 155.472103] ; [ 2.472103 69.527897],0
p9,1,0.057304,3.613755,[96 61] ; [54 19],[102.39130435  54.60869565] ; [47.60869565 25.39130435],0
p3,1,0.077791,3.110452,[ 40 121] ; [26 46],[ 45.60515021 115.39484979] ; [20.39484979 51.60515021],0
s6,1,0.08858,2.9,[74 86] ; [42 30],[80. 80.] ; [36. 36.],0
r1,1,0.094499,2.796018,[98 63] ; [52 20],[103.64806867  57.35193133] ; [46.35193133 25.64806867],0
s8,1,0.096728,2.758683,[ 37 124] ; [24 48],[ 42.15021459 118.84978541] ; [18.84978541 53.15021459],0
s3,1,0.160311,1.971289,[74 86] ; [41 32],[78.96995708 81.03004292] ; [36.03004292 36.96995708],0
p4,1,0.17681,1.824233,[ 55 104] ; [32 41],[59.625 99.375] ; [27.375 45.625],0
p11,1,0.18277,1.774958,[91 70] ; [48 25],[95.63675214 65.36324786] ; [43.36324786 29.63675214],0
a6,1,0.196926,1.665029,[104  56] ; [41 32],[99.57081545 60.42918455] ; [45.42918455 27.57081545],0
v4,1,0.220352,1.502075,[133  28] ; [64  8],[136.12446352  24.87553648] ; [60.87553648 11.12446352],0
p5,1,0.262517,1.255435,[  6 155] ; [ 5 65],[  7.66666667 153.33333333] ; [ 3.33333333 66.66666667],0
p2,1,0.265811,1.238238,[99 61] ; [50 22],[102.75862069  57.24137931] ; [46.24137931 25.75862069],0
d1,1,0.26723,1.230909,[72 89] ; [27 46],[68.11538462 92.88461538] ; [30.88461538 42.11538462],0
n2,1,0.2723,1.205125,[43 25] ; [16  5],[45.07865169 22.92134831] ; [13.92134831  7.07865169],0
a5,1,0.28503,1.142949,[94 67] ; [48 25],[97.7008547 63.2991453] ; [44.2991453 28.7008547],0
p7,1,0.306967,1.043679,[ 51 106] ; [28 43],[ 54.39912281 102.60087719] ; [24.60087719 46.39912281],0
d4,1,0.347822,0.881386,[117  43] ; [49 24],[113.99141631  46.00858369] ; [52.00858369 20.99141631],0
s1,1,0.398052,0.714203,[  9 152] ; [ 6 64],[ 10.45454545 150.54545455] ; [ 4.54545455 65.45454545],0
n3,1,0.411849,0.673456,[40 25] ; [15  6],[41.56976744 23.43023256] ; [13.43023256  7.56976744],0
p6,1,0.413643,0.668306,[ 29 130] ; [10 62],[ 26.84415584 132.15584416] ; [12.15584416 59.84415584],0
s7,1,0.422277,0.643971,[ 50 103] ; [26 42],[ 52.61538462 100.38461538] ; [23.38461538 44.61538462],0
r4,1,0.434331,0.611215,[118  43] ; [57 16],[120.40598291  40.59401709] ; [54.59401709 18.40598291],0
d3,1,0.437625,0.602501,[93 65] ; [39 34],[90.28571429 67.71428571] ; [41.71428571 31.28571429],0
b5,1,0.44868,0.573983,[93 68] ; [46 27],[95.63675214 65.36324786] ; [43.36324786 29.63675214],0
n5,1,0.465628,0.532333,[104  56] ; [51 22],[106.43776824  53.56223176] ; [48.56223176 24.43776824],0
p1,1,0.471701,0.517989,[ 11 149] ; [ 7 66],[ 12.36051502 147.63948498] ; [ 5.63948498 67.36051502],0
a2,1,0.479045,0.501037,[ 31 130] ; [17 56],[ 33.02564103 127.97435897] ; [14.97435897 58.02564103],0
u3,1,0.502646,0.449345,[30 27] ; [14  9],[31.35 25.65] ; [12.65 10.35],0
a3,1,0.539176,0.37707,[103  57] ; [50 23],[105.06437768  54.93562232] ; [47.93562232 25.06437768],0
a7,1,0.581123,0.304423,[96 64] ; [41 32],[94.07725322 65.92274678] ; [42.92274678 30.07725322],0
r3,1,0.63796,0.221421,[130  31] ; [60 12],[131.28755365  29.71244635] ; [58.71244635 13.28755365],0
u1,1,0.67617,0.17447,[ 21 140] ; [11 62],[ 22.01709402 138.98290598] ; [ 9.98290598 63.01709402],0
d2,1,0.713113,0.135187,[69 89] ; [30 43],[67.71428571 90.28571429] ; [31.28571429 41.71428571],0
a4,1,0.714312,0.134008,[67 93] ; [32 40],[68.27586207 91.72413793] ; [30.72413793 41.27586207],0
s4,1,0.737765,0.112101,[ 28 131] ; [14 58],[ 28.90909091 130.09090909] ; [13.09090909 58.90909091],0
n6,1,0.752098,0.099777,[113  48] ; [52 20],[114.01287554  46.98712446] ; [50.98712446 21.01287554],0
u2,1,0.752118,0.09976,[30 27] ; [13 10],[30.6375 26.3625] ; [12.3625 10.6375],0
a8,1,0.757568,0.095281,[ 16 136] ; [ 8 59],[ 16.65753425 135.34246575] ; [ 7.34246575 59.65753425],0
b1,1,0.79172,0.069737,[72 89] ; [34 39],[72.93162393 88.06837607] ; [33.06837607 39.93162393],0
a1,1,0.82692,0.047809,[ 10 151] ; [ 4 69],[  9.63247863 151.36752137] ; [ 4.36752137 68.63247863],0
b2,1,0.841892,0.03979,[36 58] ; [20 30],[36.55555556 57.44444444] ; [19.44444444 30.55555556],0
b3,1,0.841892,0.03979,[36 58] ; [20 30],[36.55555556 57.44444444] ; [19.44444444 30.55555556],0
n4,1,0.883398,0.02151,[108  53] ; [49 23],[108.48497854  52.51502146] ; [48.51502146 23.48497854],0
d5,1,0.916076,0.011104,[110  49] ; [50 23],[109.65517241  49.34482759] ; [50.34482759 22.65517241],0
