Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,36.85642,[ 94 134] ; [75 21],[118.92592593 109.07407407] ; [50.07407407 45.92592593],1
p7,1,0.0,29.92475,[114 110] ; [78 15],[135.67192429  88.32807571] ; [56.32807571 36.67192429],1
p3,1,7e-06,20.124533,[ 79 150] ; [59 37],[ 97.23692308 131.76307692] ; [40.76307692 55.23692308],1
p8,1,1.2e-05,19.234513,[ 95 131] ; [66 30],[113. 113.] ; [48. 48.],1
p5,1,2.5e-05,17.774029,[ 10 219] ; [18 78],[ 19.72923077 209.27076923] ; [ 8.27076923 87.72923077],1
p12,1,0.002949,8.838918,[ 10 219] ; [13 82],[ 16.25617284 212.74382716] ; [ 6.74382716 88.25617284],0
p2,1,0.004723,7.982444,[180  49] ; [88  8],[188.83692308  40.16307692] ; [79.16307692 16.83692308],0
s7,1,0.005004,7.877849,[ 84 136] ; [52 42],[ 95.2866242 124.7133758] ; [40.7133758 53.2866242],0
b3,1,0.005017,7.873238,[30 98] ; [25 32],[38.05405405 89.94594595] ; [16.94594595 40.05405405],0
b2,1,0.005017,7.873238,[30 98] ; [25 32],[38.05405405 89.94594595] ; [16.94594595 40.05405405],0
s2,1,0.005706,7.641016,[ 89 139] ; [53 42],[100.23529412 127.76470588] ; [41.76470588 53.23529412],0
s6,1,0.010071,6.62226,[127  99] ; [66 26],[137.16352201  88.83647799] ; [55.83647799 36.16352201],0
p1,1,0.011165,6.438897,[ 12 215] ; [13 83],[ 17.56965944 209.43034056] ; [ 7.43034056 88.56965944],0
s8,1,0.022147,5.234164,[ 73 156] ; [43 52],[ 81.98765432 147.01234568] ; [34.01234568 60.98765432],0
a1,1,0.04888,3.879466,[  6 224] ; [ 7 89],[  9.17177914 220.82822086] ; [ 3.82822086 92.17177914],0
a4,1,0.069052,3.305422,[ 83 147] ; [45 51],[ 90.30674847 139.69325153] ; [37.69325153 58.30674847],0
s3,1,0.07003,3.282321,[113 113] ; [58 37],[120.39252336 105.60747664] ; [50.60747664 44.39252336],0
b4,1,0.073884,3.194561,[142  88] ; [49 47],[134.75460123  95.24539877] ; [56.24539877 39.75460123],0
v2,1,0.077141,3.124123,[ 99 120] ; [32 61],[ 91.95192308 127.04807692] ; [39.04807692 53.95192308],0
s5,1,0.082673,3.011556,[ 58 167] ; [32 58],[ 64.28571429 160.71428571] ; [25.71428571 64.28571429],0
s4,1,0.160263,1.971744,[ 37 192] ; [21 71],[ 41.37694704 187.62305296] ; [16.62305296 75.37694704],0
b1,1,0.166528,1.913923,[ 75 155] ; [39 57],[ 80.42944785 149.57055215] ; [33.57055215 62.42944785],0
a3,1,0.167102,1.908754,[142  88] ; [67 29],[147.45398773  82.54601227] ; [61.54601227 34.45398773],0
p9,1,0.17364,1.85123,[181  45] ; [83 13],[185.29192547  40.70807453] ; [78.70807453 17.29192547],0
v4,1,0.18925,1.723447,[209  19] ; [91  4],[211.76470588  16.23529412] ; [88.23529412  6.76470588],0
u3,1,0.192969,1.694805,[41 47] ; [17 11],[44. 44.] ; [14. 14.],0
n6,1,0.258724,1.275572,[188  40] ; [84 12],[191.40740741  36.59259259] ; [80.59259259 15.40740741],0
a8,1,0.291274,1.113723,[ 23 188] ; [14 78],[ 25.76567657 185.23432343] ; [11.23432343 80.76567657],0
r4,1,0.293,1.105785,[196  34] ; [86 10],[198.95705521  31.04294479] ; [83.04294479 12.95705521],0
r2,1,0.295849,1.092814,[206  23] ; [88  6],[208.43962848  20.56037152] ; [85.56037152  8.43962848],0
a2,1,0.296238,1.091052,[ 39 191] ; [21 75],[ 42.33128834 187.66871166] ; [17.66871166 78.33128834],0
r3,1,0.337029,0.921699,[215  13] ; [92  3],[216.70588235  11.29411765] ; [90.29411765  4.70588235],0
n1,1,0.369605,0.804992,[20 39] ; [ 6 19],[18.26190476 40.73809524] ; [ 7.73809524 17.26190476],0
n4,1,0.369804,0.804322,[163  66] ; [73 23],[166.28923077  62.71076923] ; [69.71076923 26.28923077],0
n5,1,0.382417,0.762916,[153  73] ; [69 26],[156.29906542  69.70093458] ; [65.70093458 29.29906542],0
a7,1,0.418702,0.653955,[163  66] ; [64 32],[159.94769231  69.05230769] ; [67.05230769 28.94769231],0
u1,1,0.467535,0.527795,[ 29 201] ; [15 81],[ 31.04294479 198.95705521] ; [12.95705521 83.04294479],0
n2,1,0.483088,0.491883,[41 18] ; [20  6],[42.34117647 16.65882353] ; [18.65882353  7.34117647],0
a5,1,0.588915,0.292041,[151  79] ; [66 30],[153.09815951  76.90184049] ; [63.90184049 32.09815951],0
d5,1,0.603863,0.269208,[174  56] ; [70 26],[172.14723926  57.85276074] ; [71.85276074 24.14723926],0
u2,1,0.631072,0.23061,[46 40] ; [17 12],[47.11304348 38.88695652] ; [15.88695652 13.11304348],0
