Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000542,11.967033,[68 10] ; [23 16],[60.66666667 17.33333333] ; [30.33333333  8.66666667],1
b2,1,0.137761,2.202797,[19 25] ; [16 10],[22. 22.] ; [13. 13.],0
a5,1,0.152391,2.048152,[44 36] ; [16 23],[40.33613445 39.66386555] ; [19.66386555 19.33613445],0
p12,1,0.157004,2.002847,[11 69] ; [ 2 37],[ 8.7394958 71.2605042] ; [ 4.2605042 34.7394958],0
u3,1,0.174884,1.840572,[23 13] ; [7 9],[20.76923077 15.23076923] ; [9.23076923 6.76923077],0
p8,1,0.237191,1.397213,[54 26] ; [22 17],[51.09243697 28.90756303] ; [24.90756303 14.09243697],0
r4,1,0.252172,1.311229,[70 10] ; [31  8],[67.89915966 12.10084034] ; [33.10084034  5.89915966],0
a8,1,0.267696,1.228513,[15 62] ; [ 4 32],[12.94690265 64.05309735] ; [ 6.05309735 29.94690265],0
d2,1,0.314676,1.010945,[ 9 71] ; [ 7 32],[10.75630252 69.24369748] ; [ 5.24369748 33.75630252],0
u1,1,0.356246,0.851085,[ 3 77] ; [ 3 36],[ 4.03361345 75.96638655] ; [ 1.96638655 37.03361345],0
n1,1,0.36249,0.829248,[ 7 10] ; [7 5],[8.20689655 8.79310345] ; [5.79310345 6.20689655],0
b4,1,0.36641,0.815805,[46 34] ; [19 20],[43.69747899 36.30252101] ; [21.30252101 17.69747899],0
b5,1,0.39496,0.723617,[49 31] ; [27 12],[51.09243697 28.90756303] ; [24.90756303 14.09243697],0
s4,1,0.458077,0.550588,[10 68] ; [ 7 32],[11.33333333 66.66666667] ; [ 5.66666667 33.33333333],0
s1,1,0.463457,0.537533,[ 2 77] ; [ 2 37],[ 2.6779661 76.3220339] ; [ 1.3220339 37.6779661],0
a1,1,0.534147,0.386496,[ 4 76] ; [ 1 38],[ 3.36134454 76.63865546] ; [ 1.63865546 37.36134454],0
n2,1,0.555086,0.348284,[11  6] ; [9 3],[11.72413793  5.27586207] ; [8.27586207 3.72413793],0
a3,1,0.590413,0.2897,[43 37] ; [23 16],[44.3697479 35.6302521] ; [21.6302521 17.3697479],0
b1,1,0.609389,0.261065,[35 45] ; [19 20],[36.30252101 43.69747899] ; [17.69747899 21.30252101],0
a2,1,0.610946,0.258799,[ 6 74] ; [ 4 35],[ 6.72268908 73.27731092] ; [ 3.27731092 35.72268908],0
v3,1,0.622157,0.242847,[30 49] ; [13 26],[28.78813559 50.21186441] ; [14.21186441 24.78813559],0
v4,1,0.627692,0.235203,[74  6] ; [37  2],[74.62184874  5.37815126] ; [36.37815126  2.62184874],0
p1,1,0.665035,0.187465,[10 70] ; [ 6 33],[10.75630252 69.24369748] ; [ 5.24369748 33.75630252],0
a7,1,0.767133,0.087692,[54 25] ; [27 11],[54.69230769 24.30769231] ; [26.30769231 11.69230769],0
r2,1,0.806234,0.060166,[72  7] ; [35  4],[71.63559322  7.36440678] ; [35.36440678  3.63559322],0
v2,1,0.850915,0.035325,[46 33] ; [22 17],[45.52542373 33.47457627] ; [22.47457627 16.52542373],0
p7,1,0.910068,0.012758,[68 11] ; [33  5],[68.1965812 10.8034188] ; [32.8034188  5.1965812],0
p3,1,0.910225,0.012714,[46 34] ; [22 17],[45.71428571 34.28571429] ; [22.28571429 16.71428571],0
a4,1,0.918332,0.010514,[23 56] ; [11 28],[22.76271186 56.23728814] ; [11.23728814 27.76271186],0
d3,1,0.959005,0.002642,[35 45] ; [16 21],[34.87179487 45.12820513] ; [16.12820513 20.87179487],0
a6,1,0.975802,0.00092,[49 31] ; [24 15],[49.07563025 30.92436975] ; [23.92436975 15.07563025],0
u2,1,0.981416,0.000543,[23 14] ; [10  6],[23.03773585 13.96226415] ; [9.96226415 6.03773585],0
