Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.008685,6.88645,[3 4] ; [ 2 30],[0.8974359 6.1025641] ; [ 4.1025641 27.8974359],0
d2,1,0.018256,5.571429,[5 2] ; [ 8 24],[2.33333333 4.66666667] ; [10.66666667 21.33333333],0
p5,1,0.026148,4.946226,[3 4] ; [ 3 29],[1.07692308 5.92307692] ; [ 4.92307692 27.07692308],0
p6,1,0.029673,4.728111,[3 4] ; [ 3 28],[1.10526316 5.89473684] ; [ 4.89473684 26.10526316],0
p3,1,0.030507,4.680497,[5 2] ; [ 9 23],[2.51282051 4.48717949] ; [11.48717949 20.51282051],0
b5,1,0.044212,4.048449,[1 6] ; [18 14],[3.41025641 3.58974359] ; [15.58974359 16.41025641],0
d5,1,0.071019,3.259305,[5 2] ; [11 21],[2.87179487 4.12820513] ; [13.12820513 18.87179487],0
v1,1,0.095108,2.785714,[4 3] ; [ 8 24],[2.15384615 4.84615385] ; [ 9.84615385 22.15384615],0
s4,1,0.106037,2.612309,[3 4] ; [ 5 27],[1.43589744 5.56410256] ; [ 6.56410256 25.43589744],0
d4,1,0.112322,2.521242,[6 1] ; [17 15],[4.12820513 2.87179487] ; [18.87179487 13.12820513],0
b1,1,0.140147,2.176339,[3 4] ; [23  9],[4.66666667 2.33333333] ; [21.33333333 10.66666667],0
p4,1,0.184471,1.761231,[5 2] ; [14 18],[3.41025641 3.58974359] ; [15.58974359 16.41025641],0
p2,1,0.188204,1.73162,[6 1] ; [19 13],[4.48717949 2.51282051] ; [20.51282051 11.48717949],0
p8,1,0.195801,1.673418,[4 3] ; [10 22],[2.51282051 4.48717949] ; [11.48717949 20.51282051],0
p12,1,0.225267,1.4705,[1 6] ; [ 1 31],[0.35897436 6.64102564] ; [ 1.64102564 30.35897436],0
d3,1,0.237923,1.392857,[1 6] ; [12 20],[2.33333333 4.66666667] ; [10.66666667 21.33333333],0
p7,1,0.239084,1.385984,[5 2] ; [15 17],[3.58974359 3.41025641] ; [16.41025641 15.58974359],0
n5,1,0.296877,1.08817,[6 1] ; [21 11],[4.84615385 2.15384615] ; [22.15384615  9.84615385],0
s6,1,0.338539,0.915955,[4 3] ; [12 20],[2.87179487 4.12820513] ; [13.12820513 18.87179487],0
s7,1,0.349575,0.875,[3 4] ; [ 7 21],[2. 5.] ; [ 8. 20.],0
v2,1,0.368955,0.807181,[3 4] ; [ 8 23],[2.02631579 4.97368421] ; [ 8.97368421 22.02631579],0
r1,1,0.444284,0.585193,[3 4] ; [ 9 23],[2.15384615 4.84615385] ; [ 9.84615385 22.15384615],0
u2,1,0.475533,0.509091,[2 1] ; [ 8 10],[1.42857143 1.57142857] ; [8.57142857 9.42857143],0
u3,1,0.496116,0.463235,[1 2] ; [ 3 15],[0.57142857 2.42857143] ; [ 3.42857143 14.57142857],0
a3,1,0.519674,0.414541,[4 3] ; [14 18],[3.23076923 3.76923077] ; [14.76923077 17.23076923],0
s8,1,0.542227,0.371429,[1 6] ; [ 8 24],[1.61538462 5.38461538] ; [ 7.38461538 24.61538462],0
a6,1,0.555126,0.348214,[3 4] ; [10 22],[2.33333333 4.66666667] ; [10.66666667 21.33333333],0
a4,1,0.559951,0.33979,[2 5] ; [ 6 26],[1.43589744 5.56410256] ; [ 6.56410256 25.43589744],0
r4,1,0.559951,0.33979,[2 5] ; [ 6 26],[1.43589744 5.56410256] ; [ 6.56410256 25.43589744],0
d1,1,0.559951,0.33979,[2 5] ; [ 6 26],[1.43589744 5.56410256] ; [ 6.56410256 25.43589744],0
n4,1,0.655546,0.19898,[5 2] ; [20 12],[4.48717949 2.51282051] ; [20.51282051 11.48717949],0
s2,1,0.655546,0.19898,[2 5] ; [12 20],[2.51282051 4.48717949] ; [11.48717949 20.51282051],0
p10,1,0.675605,0.175115,[4 3] ; [15 16],[3.5 3.5] ; [15.5 15.5],0
v3,1,0.703273,0.145089,[2 5] ; [ 7 25],[1.61538462 5.38461538] ; [ 7.38461538 24.61538462],0
n6,1,0.714911,0.133421,[4 3] ; [20 11],[4.42105263 2.57894737] ; [19.57894737 11.42105263],0
s3,1,0.7277,0.121234,[2 5] ; [11 20],[2.39473684 4.60526316] ; [10.60526316 20.39473684],0
b2,1,0.770831,0.084848,[2 4] ; [ 6 16],[1.71428571 4.28571429] ; [ 6.28571429 15.71428571],0
b3,1,0.770831,0.084848,[2 4] ; [ 6 16],[1.71428571 4.28571429] ; [ 6.28571429 15.71428571],0
a5,1,0.791857,0.069643,[3 4] ; [12 20],[2.69230769 4.30769231] ; [12.30769231 19.69230769],0
r3,1,0.791857,0.069643,[4 3] ; [20 12],[4.30769231 2.69230769] ; [19.69230769 12.30769231],0
v4,1,0.846838,0.037309,[4 3] ; [17 15],[3.76923077 3.23076923] ; [17.23076923 14.76923077],0
b4,1,0.846838,0.037309,[4 3] ; [17 15],[3.76923077 3.23076923] ; [17.23076923 14.76923077],0
p9,1,0.981731,0.000524,[4 3] ; [17 13],[3.97297297 3.02702703] ; [17.02702703 12.97297297],0
