Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.000833,11.166458,[18  5] ; [41 62],[10.76984127 12.23015873] ; [48.23015873 54.76984127],1
s6,1,0.005007,7.876923,[15  9] ; [33 71],[ 9. 15.] ; [39. 65.],0
s7,1,0.020542,5.365195,[10 13] ; [19 75],[ 5.7008547 17.2991453] ; [23.2991453 70.7008547],0
s2,1,0.020768,5.346162,[11 13] ; [23 79],[ 6.47619048 17.52380952] ; [27.52380952 74.47619048],0
p5,1,0.03142,4.62988,[ 2 22] ; [  1 103],[ 0.5625 23.4375] ; [  2.4375 101.5625],0
u1,1,0.039955,4.21978,[ 6 18] ; [10 94],[ 3. 21.] ; [13. 91.],0
a4,1,0.059137,3.561422,[14 10] ; [38 64],[ 9.9047619 14.0952381] ; [42.0952381 59.9047619],0
s8,1,0.084401,2.978053,[ 7 17] ; [15 89],[ 4.125 19.875] ; [17.875 86.125],0
n2,1,0.097459,2.74664,[8 2] ; [22 21],[5.66037736 4.33962264] ; [24.33962264 18.66037736],0
d1,1,0.111828,2.528191,[13 11] ; [38 66],[ 9.5625 14.4375] ; [41.4375 62.5625],0
a5,1,0.119092,2.429216,[16  8] ; [51 53],[12.5625 11.4375] ; [54.4375 49.5625],0
p10,1,0.124001,2.366039,[ 7 16] ; [17 86],[ 4.38095238 18.61904762] ; [19.61904762 83.38095238],0
n6,1,0.15114,2.060706,[18  6] ; [61 42],[14.92913386  9.07086614] ; [64.07086614 38.92913386],0
p11,1,0.15514,2.020968,[14 10] ; [44 60],[10.875 13.125] ; [47.125 56.875],0
p4,1,0.16991,1.883736,[ 9 14] ; [26 78],[ 6.33858268 16.66141732] ; [28.66141732 75.33858268],0
v2,1,0.18105,1.788983,[11 12] ; [33 67],[ 8.22764228 14.77235772] ; [35.77235772 64.22764228],0
s3,1,0.181944,1.781674,[12 12] ; [36 66],[ 9.14285714 14.85714286] ; [38.85714286 63.14285714],0
s1,1,0.185197,1.755418,[ 4 20] ; [ 8 94],[ 2.28571429 21.71428571] ; [ 9.71428571 92.28571429],0
r2,1,0.190513,1.713647,[22  2] ; [82 20],[19.80952381  4.19047619] ; [84.19047619 17.80952381],0
a3,1,0.19258,1.697773,[17  7] ; [58 45],[14.17322835  9.82677165] ; [60.82677165 42.17322835],0
d4,1,0.221416,1.495173,[18  5] ; [67 36],[15.51587302  7.48412698] ; [69.48412698 33.51587302],0
a8,1,0.232745,1.424005,[ 3 19] ; [ 6 91],[ 1.66386555 20.33613445] ; [ 7.33613445 89.66386555],0
b2,1,0.270625,1.213578,[ 5 15] ; [25 40],[ 7.05882353 12.94117647] ; [22.94117647 42.05882353],0
b3,1,0.270625,1.213578,[ 5 15] ; [25 40],[ 7.05882353 12.94117647] ; [22.94117647 42.05882353],0
a7,1,0.317975,0.997256,[11 12] ; [61 42],[13.14285714  9.85714286] ; [58.85714286 44.14285714],0
a2,1,0.319564,0.990731,[ 6 18] ; [17 87],[ 4.3125 19.6875] ; [18.6875 85.3125],0
p1,1,0.35013,0.872987,[ 3 21] ; [ 7 96],[ 1.88976378 22.11023622] ; [ 8.11023622 94.88976378],0
a6,1,0.393679,0.727548,[15  9] ; [55 49],[13.125 10.875] ; [56.875 47.125],0
n1,1,0.408512,0.683126,[4 5] ; [13 30],[2.94230769 6.05769231] ; [14.05769231 28.94230769],0
d5,1,0.412785,0.670764,[18  6] ; [69 35],[16.3125  7.6875] ; [70.6875 33.3125],0
r3,1,0.424106,0.638909,[19  4] ; [77 26],[17.52380952  5.47619048] ; [78.47619048 24.52380952],0
n5,1,0.469974,0.522037,[15  9] ; [56 47],[13.41732283 10.58267717] ; [57.58267717 45.41732283],0
r1,1,0.558796,0.341794,[18  6] ; [71 32],[16.81889764  7.18110236] ; [72.18110236 30.81889764],0
v3,1,0.605213,0.267205,[ 8 16] ; [28 72],[ 6.96774194 17.03225806] ; [29.03225806 70.96774194],0
u3,1,0.645968,0.211021,[3 4] ; [24 22],[3.56603774 3.43396226] ; [23.43396226 22.56603774],0
d3,1,0.650613,0.205128,[13 11] ; [51 53],[12. 12.] ; [52. 52.],0
v1,1,0.653078,0.202041,[ 9 15] ; [34 70],[ 8.0625 15.9375] ; [34.9375 69.0625],0
p2,1,0.670177,0.181396,[12 12] ; [47 57],[11.0625 12.9375] ; [47.9375 56.0625],0
v4,1,0.686138,0.163298,[19  5] ; [76 25],[18.24  5.76] ; [76.76 24.24],0
p6,1,0.696039,0.152625,[ 3 21] ; [10 92],[ 2.47619048 21.52380952] ; [10.52380952 91.47619048],0
s4,1,0.717985,0.130431,[ 4 19] ; [15 89],[ 3.44094488 19.55905512] ; [15.55905512 88.44094488],0
b4,1,0.771743,0.084155,[14 10] ; [64 40],[14.625  9.375] ; [63.375 40.625],0
u2,1,0.797262,0.065994,[3 3] ; [20 25],[2.70588235 3.29411765] ; [20.29411765 24.70588235],0
r4,1,0.835617,0.043058,[16  8] ; [67 37],[15.5625  8.4375] ; [67.4375 36.5625],0
b5,1,0.842758,0.039349,[13 11] ; [54 50],[12.5625 11.4375] ; [54.4375 49.5625],0
a1,1,0.915997,0.011126,[ 2 22] ; [ 8 96],[ 1.875 22.125] ; [ 8.125 95.875],0
n3,1,0.932811,0.007108,[6 4] ; [24 17],[5.88235294 4.11764706] ; [24.11764706 16.88235294],0
p3,1,0.940383,0.005593,[ 6 18] ; [25 78],[ 5.85826772 18.14173228] ; [25.14173228 77.85826772],0
n4,1,0.975789,0.000921,[16  8] ; [69 34],[16.06299213  7.93700787] ; [68.93700787 34.06299213],0
b1,1,0.977348,0.000806,[13 11] ; [56 48],[12.9375 11.0625] ; [56.0625 47.9375],0
p7,1,0.981075,0.000563,[ 7 17] ; [30 72],[ 7.04761905 16.95238095] ; [29.95238095 72.04761905],0
